concept_id,concept_synonym_name,language_concept_id
2051500842,OH-Cbl; Hydroxycobalamin; Hydroxomin; Alpha-Redisol; Hydrocobamine; Cyanokit; Vitamin B-12b; CHEBI:27786,4180186
2051500843,"Methyl-B12; Methyl vitamin B12; Methyl cobalamine; Methycobal; Mecobalamin; MeCbl; Hitocobamin M; Co-Methylcobalamin; Algobaz; Methylcobaz; Methylcob(III)alamin; Methyl-5,6-dimethylbenzimidazolylcobalamin; CHEBI:28115",4180186
2051500846,"3,4-Dihydroxy-4'-methyl-5-nitrobenzophenone; (3,4-dihydroxy-5-nitrophenyl)(4-methylphenyl)methanone; Sen De Ning; Tolcapona; Tolcaponum; Tasmar; 4'-Methyl-3,4-dihydroxy-5-nitrobenzophenone; Tolcapon; 3,4-Dihydroxy-5-nitro-4'-methylbenzophenone; CHEBI:6363",4180186
2051500847,"Aluminum sesquioxide; Purdox; Faserton; Fasertonerde; Fiber FP; Flame guard; Florite; a-alumina trihydrate; a-ruvite; Aluminum oxide, dispersion; Aluminum oxide, mesoporous; Boileezers; Aluminum trioxide; Alumite (oxide); Bauxite; Bikorit; Hydrated alumin",4180186
2051500856,Phenmetrazinum; USAF Ge-1; Preludin; Phenmetrazin; Oxazimedrine; Fenmetrazina; Fenmetrazin; Dexphenmetrazine; Defenmetrazin; 3-Methyl-2-phenylmorpholine; 2-Phenyl-3-Methylmorpholine; CHEBI:8067,4180186
2051500861,Atorvastatin calcium; Atorvastatin acid; Atogal; Lipovastatinklonal; Tulip; Xanator; Xarator; Zurinel; Totalip; Torvast; Torvacard; Sortis; Sincol; Normalip; Lowden; Liprimar; Vastina; Lipotropic; Lipitor; Hipolixan; Faboxim; Cardyl; CHEBI:2910,4180186
2051500865,"Dietiltoluamida; Flypel; Metadelphene; Muscol; Off; Repel; 3-Methyl-N,N-diethylbenzamide; Autan; Deet; Detamide; Diethyl toluamide; Diethyltoluamidum; CHEBI:7071",4180186
2051500868,Tetracarbonyl nickel; Nickle carbonyl; Nickel carbonyl; Nichel tetracarbonile; Ni(CO)4; (T-4)-Nickel carbonyl; Ni(CO)4; Tetracarbonylnickel; CHEBI:30372,4180186
2051500869,"Pyrithione zinc; Zinc pyridinethione; Zincon dandruff shampoo; ZNPT; ZPT; Zinc pyridine-2-thiol-1-oxide; (T-4)-Bis(1-hydroxy-2(1H)-pyridinethionato-O,S)zinc; 2(1H)-Pyridinethione, 1-hydroxy-, zinc complex; 2-Mercaptopyridine 1-oxide zinc salt; 2-Mercaptop",4180186
2051500871,Arsenious acid; Arsenic trioxide; Arsenic oxide; Chem pels c; Chem-Sen 56; Penite; Prodalumnol; Prodalumnol double; Rat death liquid; Sodanit; Trihydroxyarsenite(III); As(OH)3; CHEBI:49900,4180186
2051500874,SeF4; SeF4; selenium(4+) fluoride; Selenium(IV) fluoride; Tetrafluoridoselenium; CHEBI:30435,4180186
2051500887,"Beryllium sulphate; Beryllium sulfic acid; Beryllium sulfate, a; BeSO4; Beryllium sulfate tetrahydrate; Beryllium sulphic acid; CHEBI:53473",4180186
2051500888,"BTH; 7-(Methylthiocarbonyl)-benzo-1,2,3-thiadiazole; S-Methyl benzo1,2,3thiadiazole-7-carbothioate; Benzo-(1,2,3)-thiadiazole-7-carbothioic acid S-methyl ester; Actigard; Acibenzolar-S-methyl; 1,2,3-Benzothiadiazole-7-carboxlic acid thiomethyl ester; CHEB",4180186
2051500889,2-Hydroxynaphthalene; 2-Naftolo; Hydronaphthol; Isonaphthol; 2-Naphthalenol; 2-Naphtol; Developer BN; Betanaphthol; beta.-Hydroxynaphthalene; beta-Napthol; beta-Naphtol; beta-Naphthyl hydroxide; beta-Naphthyl alcohol; beta-Naphthol; beta-Naftolo; beta-Naf,4180186
2051500894,(e)-N-((6-chloro-3-Pyridinyl)methyl)-n'-cyano-N-methylethanimidamide; (e)-N-(6-chloro-3-Pyridyl)methyl-n'-cyano-N-methylacetamidine; CHEBI:CHEBI:39164,4180186
2051500896,"Benzobnaphthacene; Lin-dibenzanthracene; Benzo(b)naphthacene; 2,3,6,7-Dibenzanthracene; 2,3:6,7-Dibenzanthracene; Lin-naphthoanthracene; CHEBI:33148",4180186
2051500898,Aluminum chloride; ALCL; alcl; Chloridoaluminium; Aluminum monochloride; CHEBI:30131,4180186
2051500904,SDOHO:136; The Third National Health and Nutrition Examination Survey,4180186
2051500906,Sodium hexacyanidoferrate(II); Sodium hexacyanoferrate(4-); Sodium hexacyanoferrate(II); Sodium prussiate yellow; Tetrasodium ferrocyanide; Tetrasodium hexacyanidoferrate; Tetrasodium hexacyanoferrate; Tetrasodium hexacyanoferrate(4-); Yellow prussiate of,4180186
2051500909,LY 248686; Cymbalta; (3S)-N-Methyl-3-(1-naphthyloxy)-3-(2-thienyl)propan-1-amine; Ariclaim; Xeristar; Yentreve; Duzela; Dulane; CHEBI:36795,4180186
2051500922,"Sodium metavanadic acid; Sodium metavanadate (NaVO3); NaVO3; Monosodium trioxovanadate(1-); Sodium vanadate; Sodium trioxovanadate(1-); Sodium trioxovanadate; Vanadic acid, monosodium salt; Sodium (meta)vanadate; Vanadic acid (hvo3), sodium salt (8ci); Va",4180186
2051500925,"Vanadic acid (H3vo4), trisodium salt (8ci); Vanadic acid, trisodium salt; Vanadic acid (H3vo4), trisodium salt; Vanadic acid (H3vo4), sodium salt; Vanadate, sodium; Vanadate(VO4(3-)), trisodium; Vanadate (vo4(3-)), trisodium; Trisodium vanadate; Trisodium",4180186
2051500926,"Tetrathiuram disulfide; Thirame; Thiramum; Thiuram; TMTD; Me2NC(S)S2, alpha,Alpha'-dithiobis(dimethylthio)formamide; Arasan; Bis((dimethylamino)carbonothioyl) disulfide; Bis(dimethyl thiocarbamoyl)disulfide; Bis(dimethyl-thiocarbamoyl)-disulfid; Bis(dimet",4180186
2051500928,K3Fe(CN)6; K3Fe(CN)6; Iron potassium cyanide; Potassium ferricyanate; potassium hexacyanidoferrate(3-); Tripotassium iron hexacyanide; Tripotassium hexacyanoferrate(3-); Tripotassium hexacyanoferrate; Tripotassium hexacyanidoferrate; Potassium hexacyanido,4180186
2051500930,"2-(Diethylamino)-2',6'-acetoxylidide; Xylocard; Solarcaine; Esracaine; Xylocaine; L-Caine; Laryng-O-Jet; Lidoderm; Lidoject-1; Xylocaine-MPF; Zingo; \u03b1-diethylamino-2,6-dimethylacetanilide; Zilactin-L; 2-(Diethylamino)-N-(2,6-dimethylphenyl)acetamide;",4180186
2051500938,Sodium aluminum hydride; Sodium aluminum tetrahydride; Sodium tetrahydroaluminate; sodium tetrahydroaluminate(1-); Aluminum sodium hydride; NaAlH4; Sodium tetrahydridoaluminate; CHEBI:30141,4180186
2051500941,"Sodium hexafluoroaluminic acid; Trisodium (OC-6-11)-hexafluoroaluminate(3-); Aluminate(3-), hexafluoro-, trisodium; Aluminate(3-), hexafluoro-, trisodium (8CI); Trisodium hexafluoroaluminate(3-); Trisodium hexafluoroaluminate(3); Aluminum sodium fluoride;",4180186
2051500950,"Anesthetic 347; Alyrane; 2-chloro-1,1,2-trifluoroethyl difluoromethyl ether; Anesthetic Compound No. 347; Compound 347; Efrane; Methylflurether; Ethrane; Enfluranum; Endurane; Enfluran; Enflurano; Ohio 347; CHEBI:4792",4180186
2051500953,(5'-Deoxy-5'-adenosyl)cobamide coenzyme; Cobamamide 5'-phosphate; Calomide; Deoxyadenosylcobalamin; Cobalamin coenzyme; Cobamamide; Cobamide coenzyme; Dibencozide; 5'-Deoxy-5'-adenosylcobalamin; Funacomide; Coenzyme B12; Vitamin B12 coenzymes; 5'-Deoxy-5',4180186
2051500954,"1-Piperazinecarobxylic acid,4-methyl-,(5S)-6-(5-chloro-2-pyridinyl)-6,7-dihydro-7-oxo-5H-pyrrolo3,4-bpyrazin-5-yl ester; (+)-(5S)-6-(5-Chloropyridin-2-yl)-7-oxo-6,7-dihydro-5H-pyrrolo(3,4-b)pyrazin-5-yl 4-methylpiperazine-1-carboxylate; (+)-(5S)-6-(5-chlo",4180186
2051500957,"Zomig; AscoTop; 311C90; (S)-4-({3-2-(dimethylamino)ethyl-1H-indol-5-yl}methyl)-1,3-oxazolidin-2-one; Zomitan; Zolmitriptanum; Zolmit; zolmiptriptan; Zomigoro; Zolmiles; Nomi; Zomigon; ZMT; 4-3-(2-Dimethylaminoethyl)-1H-indol-5-ylmethyloxazolidin-2-one; Zo",4180186
2051500961,"6-chloro-N,N'-bis(1-methylethyl)-1,3,5-triazine-2,4-diamine; 6-chloro-N,N'-diisopropyl-1,3,5-triazine-2,4-diyldiamine; 6-chloro-N,N'-diisopropyl-1,3,5-triazine-2,4-diamine; Prozinex; 2,4-Bis(isopropylamino)-6-chloro-S-triazine; 2-Chloro-4,6-bis(isopropyla",4180186
2051500962,Prussiate of potash; Potassium ferrocyanate; K4Fe(CN)6; Ferrate hexacyano tetrapotassium trihydrate; Tetrapotassium hexacyanoferrate; Tetrapotassium hexacyanoferrate(4-); Tetrapotassium hexacyanoferrate(II); Tetrapotassium ferrocyanide; Potassium hexacyan,4180186
2051500969,"210Po; Polonium, isotope of mass 210; Polonium 210; 210-Polonium; (210)Po; (210)84Po; CHEBI:37340",4180186
2051500970,"Radium 226; Radium, isotope of mass 226; 226Ra; 88Ra; Radium; CHEBI:33325",4180186
2051500971,"Poly 2-Acetamido-2-deoxy-D-glucose; Poly 2-Acetamido-2-deoxy-delta-glucose; 1,4-(N-Acetyl-beta-D-glucosaminyl)N; 1,4-(N-Acetyl-beta-D-glucosaminyl)N+1; beta-1,4-Poly-N-acetyl-delta-glucosamine; beta-1,4-Poly-N-acetyl-D-glucosamine; 1,4-(N-Acetyl-beta-delt",4180186
2051500972,"Arsabenzosol; 6,6'-Dihydroxy-3,3'-diarsene-1,2-diyldianilinium dichloride; Eparsenol; Kharsivan; Novarsol; Phenarsenamine; Phenol, {4,4'-arsenobis2-amino-,} dihydrochloride; Salavarsan; Salvarsan; Sanluol; Ehrlich 606; Sodium arsenobenzol; Tanvarsan; Diar",4180186
2051500974,Implement the commitment undertaken by developed- country parties to the United Nations Framework Convention on Climate Change to a goal of mobilizing jointly $100 billion annually by 2020 from all sources to address the needs of developing countries in t,4180186
2051500977,"Number of least developed countries and small island developing States with nationally determined contributions, long-term strategies, national adaptation plans and adaptation communications, as reported to the secretariat of the United Nations Framework ",4180186
2051500978,"By 2030, ensure that all men and women, in particular the poor and the vulnerable, have equal rights to economic resources, as well as access to basic services, ownership and control over land and other forms of property, inheritance, natural resources, a",4180186
2051500979,Diphosphate; (P2O74-)Diphosphate; (4-)Diphosphoric acid ion; Pyrophosphic acid; PPi; Pyrometaphosphate; Pyrophosphate tetraanion; Pyrophosphate(4-) ion; Diphosphoric acid; CHEBI:18361,4180186
2051500980,Mycostatin; Diaper NZ; Cazetin; Canstat; Candistin; Candistat; Candidias; Candex; Candermil; Candacide; Biofanal; Afunginal; Adiclair; Fungatin; Fungicidin Leciva; Fungistin; Fungostatin; Funistatin; Gynostatin; Kandistatin; Kenalon; Lederlind; Ledernyst;,4180186
2051500981,trans-3-Phenylacrylate; trans-3-Phenyl-2-propenoate; (2E)-2-Phenyl-2-propenoate; (2E)-2-Phenyl-2-propenoic acid; (2E)-3-Phenyl-2-propenoate; (2E)-3-phenyl-2-Propenoic acid; (E)-3-Phenylacrylate; (E)-3-Phenylacrylic acid; (E)-3-Phenylprop-2-enoate; (E)-3-P,4180186
2051500983,"Phenylmethyl acetate; (acetoxymethyl)benzene; Acetic acid phenylmethyl ester; Phenylmethyl ethanoate; Plastolin I; Acetic acid benzyl ester; Benzyl ethanoate; Acetic acid, benzyl ester; Acetic acid, phenylmethyl ester; alpha-Acetoxytoluene; Benzyl acetate",4180186
2051500990,"Oxamine; Oxcap; Desmethylloxapin; Asendis; Asendin; Amoxepine; 2-Chloro-11-(1-piperazinyl)dibenz(b,F)(1,4)oxazepine; Adisen; Demolox; D\u00e9fanyl; Amoxapinum; Amoxapina; Amoxapin; Amoxan; Amolife; CHEBI:2675",4180186
2051500991,"alpha -tolunitrile; alpha-Cyanotoluene; alpha-Tolunitrile; Benzeneacetonitrile, 9CI; Benzyl cyanide; Benzyl nitrile; Benzylkyanid; Benzylnitrile; Cyanophenylmethane; Enzylcyanide; laquo Omegaraquo -cyanotoluene; Omega-cyanotoluene; Phenacetonitrile; Pheny",4180186
2051500992,Pigment Blue 27; Preussischblau; Prussian blue; Iron(III) ferrocyanide; iron(3+) hexacyanidoferrate(4-); iron(3+) ferrocyanide; Iron(3+ ) ferrocyanide; Iron hexacyanoferrate; Ferric hexacyanoferrate (II); Ferric hexacyanoferric acid; Ferrihexacyanoferrate,4180186
2051500995,Neo-Rx; Caswell No. 595; Myacyne; Mycifradin; Myciguent; Neo-Fradin; Neobiotic; Neomycin B Sulfate; Neomycin Sulfate; Neomycin Sulphate; Nivemycin; USAF CB-19; CHEBI:7507,4180186
2051500996,Vancomycin HCL; Vancomicina; Vancoled; Vancocin; COVANC; Vancomycine; Vancomycinum; CHEBI:28001,4180186
2051500997,Aerosporin; Polymyxinum B; Polyxx; Polymyxin b sulphate; Polymyxin b sulfic acid; Polymyxin B sulfate salt; Polymyxin B sulfate; Polymyxin b sulfate; Polymyxin b; Polymyxin B sulphate; Polymyxin B sulphate salt; Polymixin B sulphate; Polymixin B sulfate; ,4180186
2051501012,MEA; Monoaethanolamin; Monoethanolamine; Olamine; Envision Conditioner PDD 9020; 2-Ethanolamine; 2-Aminoethyl alcohol; 2-Aminoethanol; 2-Amino-1-ethanol; 2-Hydroxyethanamine; 2-Hydroxyethylamine; Aethanolamin; Aminoethanol; b-Aminoethanol; b-Aminoethyl al,4180186
2051501014,"(e)-Phosphoric acid, 3-(dimethylamino)-1-methyl-3-oxo-1-propenyl dimethyl ester; 3-Dimethoxyphosphinoyloxy-N,N-dimethylisocrotonamide; Dimethyl (e)-2-dimethyl-carbamoyl-1-methylvinyl phosphate; Bidrin; 3-(Dimethoxyphosphinyloxy)-N,N-dimethyl-cis-crotonami",4180186
2051501017,SDOHO:142; Occupational_Prestige_Score,4180186
2051501024,"Potassium tetracyanonickelate; Nickelate, tetracyano-, dipotassium; potassium tetracyanidonickelate(2-); Dipotassium nickel tetracyanide; Potassium tetracyanonickelate(II); Dipotassium tetracyanonickelate; Dipotassium tetracyanoniccolate; Dipotassium tetr",4180186
2051501029,Capronic acid; Hexanoate; Caproate; Hexanoic acid; Hexylate; Hexoic acid; Hexoate; 1-Pentanecarboxylate; 1-Hexanoate; N-Caproic acid; N-Caproate; Butylacetic acid; 1-Pentanecarboxylic acid; N-Hexanoate; N-Hexanoic acid; Butylacetate; Pentylformate; N-Hexy,4180186
2051501030,Sulfur trioxide; Sulfuric anhydride; Sulphite; Trioxosulfate(2-); Trioxosulfate(IV); Trioxosulphate(2-); Sulfonate; Trioxosulphate(IV); Sulfite ions; Sulfite ion; Sulfite dianion; Bisulfite; CHEBI:17359,4180186
2051501036,Heptane; Dipropyl methane; Dipropylmethane; CHEBI:43098,4180186
2051501041,1-Undecanecarboxylate; Wecoline 1295; Vulvic acid; Vulvate; Univol U-314; Univol U 314; Undecane-1-carboxylic acid; Prifrac 2920; Prifac 2920; Philacid 1200; Nissan NAA 122; Ninol AA62 extra; Neo-Fat 12-43; Neo-Fat 12; N-Dodecanoic acid; N-Dodecanoate; Lu,4180186
2051501047,"Hydrogen cyanide and cyanide salts; Sodium cyanide, solid; Sodium cyanide solution; NaCN; Hydrocyanic acid, sodium salt; Cyanogran; Cyanobrik; Cyanide, sodium; Cyanide salts; Cyanide of sodium; CHEBI:33192",4180186
2051501048,"Chlordecone (kepone); Perchloropentacyclo5.3.0.02,6.03,9.04,8decan-5-one; Decachlorotetrahydro-4,7-methanoindeneone; Hlordecane; Chlordecane; Clordecone; Decachloro-1,3,4-metheno-2H-cyclobuta(cd)pentalen-2-one; Decachloroketone; Decachlorooctahydrokepone-",4180186
2051501052,"By 2020, effectively regulate harvesting and end overfishing, illegal, unreported and unregulated fishing and destructive fishing practices and implement science-based management plans, in order to restore fish stocks in the shortest time feasible, at lea",4180186
2051501054,Na2Fe(CN)5(NO); C5FeN6O.2H2O.2Na; C5FeN6O.2Na; Disodium nitroprusside dihydrate; Disodium nitrosylpentacyanoferrate; Disodium pentacyanidonitrosylferrate; Disodium pentacyanonitrosylferrate; Disodium pentacyanonitrosylferrate(2-) dihydrate; Nipride; Nitro,4180186
2051501056,Pacitane; Benzhexol Hydrochloride; Trihexyphenidylum; Pakisonal; Altant; Parales; Parcisol; Benzhexol; Atan; Apo-trihex; Artane; Artine; Triphenidyl; Pargitan; Broflex; Parkin; Parkinane; Parkines; Parkinidyl; Parkisan; Parkitane; Parkizol; Tonaril; Trihe,4180186
2051501057,Ethyl 1-(2-(4-aminophenyl)ethyl)-4-phenyl-4-piperidinecarboxylate; Sulfathalidine; 1-2-(4-Aminophenyl)ethyl-4-phenyl-4-piperidinecarboxlic acid ethyl ester; Anileridina; Anileridinum; Apodol; Phthalylsulfathiazole; ethyl 1-(4-aminophenethyl)-4-phenylisoni,4180186
2051501058,Pyoctanine; Gentian violet(1+); Methyl Violet 10B; Gentian violet carbocation; Gentian violet; Crystal violet(1+); Crystal violet ion(1); Crystal violet carbocation; Crystal Violet; Gentian violet cation; Pyoctanin; CHEBI:604234,4180186
2051501060,Acide-monofluoracetique; Monofluorazijnzuur; MFA; HFA; Gifblaar poison; Monofluoressigsaure; Monofluoroacetate; Monofluoroacetic acid; UN 2642; 2-Fluoroacetic acid; Acido monofluoroacetio; Cymonic acid; FAA; Fluoroacetate; Fluoroethanoic acid; CHEBI:30775,4180186
2051501063,Kayserite; alpha-Aluminum oxide hydroxide; Hydroxidooxidoaluminum; Aluminium oxyhydroxide; Tanatarite; Metaaluminic acid; Empholite; CHEBI:30190,4180186
2051501065,"Ethanedioic acid; Ethane-1,2-dioic acid; Ethane-1,2-dioate; Ammonium oxalate; Oxalic acid dihydrate; Oxalic acid diammonium salt; Oxalic acid anhydrous; Oxalic acid 2-Hydrate; Oxalate; Oxaalzuur; Kyselina stavelova; Ethanedionic acid; Ethanedionate; Ethan",4180186
2051501075,"MK 462 Free Base; Maxalt-MLT; Maxalt MLT; Rizatriptanum; Rizatriptan benzoate; N,N-Dimethyl-2-5-(1,2,4-triazol-1-ylmethyl)-1H-indol-3-yl-ethanamine; Rizatriptan benzoat; Risatriptan; N,N-Dimethyl-5-(1H-1,2,4-triazol-1-ylmethyl)-1H-indole-3-ethanamine; Max",4180186
2051501082,"By 2020, prohibit certain forms of fisheries subsidies which contribute to overcapacity and overfishing, eliminate subsidies that contribute to illegal, unreported and unregulated fishing and refrain from introducing new such subsidies, recognizing that a",4180186
2051501083,3-Methyl-2-oxopentanoic acid; alpha-Keto-beta-methylvalerate; alpha-Keto-beta-Methyl-N-valeric acid; alpha-Keto-beta-Methyl-N-valerate; 2-Oxo-3-methylpentanoic acid; (3R)-3-Methyl-2-oxopentanoic acid; 3-Methyl-2-oxo-Valerate; (R)-3-methyl-2-oxopentanoate;,4180186
2051501085,Selegilinum; Zelapar; Selegilina; Carbex; Eldepryl; L-Deprenalin; Jumex; (\u2212)-selegiline; EmSam; CHEBI:50217,4180186
2051501088,"2,3-Dihydro-7-nitro-5-phenyl-1H-1,4-benzodiazepin-2-on; 2,3-dihydro-7-Nitro-5-phenyl-1H-1,4-benzodiazepin-2-one; 7-Nitro-1,3-dihydro-5-phenyl-2H-1,4-benzodiazepin-2-one; 7-Nitro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-one; 7-Nitro-5-phenyl-2,3-dihydro",4180186
2051501089,"Chromium tripicolinate; Chromium(III) picolinic acid; Chromium(III) trispicolinat; Picolinic acid, chromium salt; Tris(2-pyridinecarboxylato-N(1),O(2))chromium; Chromium picolinate; 2-Pyridinecarboxylic acid, chromium salt; Chromium 2-pyridinecarboxylate;",4180186
2051501091,"3,8,13,17-Tetramethylporphyrin-2,7,12,18-tetrapropanoic acid; CHEBI:27609",4180186
2051501092,"Phthalic acid dIIsohexyl ester; Diisohexyl phthalic acid; Bis(4-methylpentyl) 1,2-benzenedicarboxylate; bis(4-methyl-2-pentyl) phthalate; Carboxylic ester; Bis(4-methylpentyl) phthalate; DIIsohexyl phthalate; 1,2-Benzenedicarboxylic acid diisohexyl ester;",4180186
2051501093,Triflupromazina; 10-(3-(Dimethylamino)propyl)-2-(trifluoromethyl)phenothiazine; 2-(Trifluoromethyl)promazine; 2-Trifluoromethyl-10-(gamma-dimethylaminopropyl)phenothiazine; Fluopromazine; Triflupromazin; Triflupromazinum; Vesprin; CHEBI:9711,4180186
2051501095,SDOHO:147; Traditional_Retail_Food_Environment_Index,4180186
2051501100,"Phytanoate; Phytanoic acid; 3,7,11,15-Tetramethyl-hexadecanoate; 3,7,11,15-Tetramethylhexadecanoate; 3,7,11,15-Tetramethylhexadecanoic acid; 3,7,11,15-Tetramethylhexadecoanoate; 3,7,11,15-Tetramethylhexadecoanoic acid; Phytanate; 3,7,11,15-Tetramethyl-hex",4180186
2051501103,"LAAM; (-)-alpha-Acetylmethadol; Levomethadyl acetic acid; Nor-LAAM; Orlaam; (1S,4S)-4-(dimethylamino)-1-Ethyl-2,2-diphenylpentyl acetate; 1-alpha-Acetylmethadol; Levomethadyl acetate; Levacetilmetadol; Levacetylmethadol; Levacetylmethadolum; Levo-alpha-ac",4180186
2051501104,(-)-(S)-Proline; (S)-2-Pyrralidinecarboxylate; (S)-2-Pyrralidinecarboxylic acid; (S)-2-Pyrrolidinecarboxylate; (\u2212)-(S)-proline; L-(-)-Proline; L-alpha-pyrrolidinecarboxylic acid; (S)-2-Pyrrolidinecarboxylic acid; (S)-Proline; (2S)-Pyrrolidine-2-carbo,4180186
2051501105,Citarabina; Udicil; Tarabine; Spongocytidine; Iretin; Erpalfa; Depocyte; Depocyt; Cytosinearabinoside; cytosine-\u03b2-D-arabinofuranoside; Cytosine-beta-D-arabinofuranoside; Cytosine-beta-arabinoside; Cytosine-beta -D-arabinofuranoside; Cytosine-beta -ar,4180186
2051501106,Nitrate(1-); Trioxonitrate(1-); Trioxonitrate; Trioxidonitrate(1-); Trioxidonitrate; Nitric acid; Nitrate ion; CHEBI:17632,4180186
2051501107,Nitrogen peroxide ion; Nitrogen dioxide ion; Nitrite anion; Nitrite ion; Nitrogen dioxide; CHEBI:16301,4180186
2051501109,"222Rn; Radon 222; (222)86Rn; Radon, isotope of mass 222; (222)Rn; CHEBI:33492",4180186
2051501110,"Thibenzol; 1yvm; 2-(1,3-Thiazol-4-yl)-1H-benzimidazole; 2-(1,3-Thiazol-4-yl)benzimidazole; 2-(4'-Thiazolyl)benzimidazole; 2-(4-Thiazolyl)-1H-Benzimidazole; 2-(4-Thiazolyl)-Benzimidazole; 2-(4-Thiazolyl)benzimidazole; 2-(Thiazol-4-yl)benzimidazole; 2-Thiaz",4180186
2051501111,L-PAM; 3-(P-(Bis(2-chloroethyl)amino)phenyl)-L-alanine; L-3-(P-(Bis(2-chloroethyl)amino)phenyl)alanine; Alkeran; 4-(Bis(2-chloroethyl)amino)-L-phenylalanine; Melfalano; 3-P-(Di(2-chloroethyl)amino)-phenyl-L-alanine; Melphalanum; p-Bis(beta-chloroethyl)ami,4180186
2051501113,"(6S)-5-Formyl-5,6,7,8-tetrahydrofolic acid; (6S)-Folinic acid; (6S)-Leucovorin; Mittafol; Mission prenatal; Levoleucovorin; Levofolinic acid; Levofolene; Vitamin B11; Uzel; (S)-Leucovorin; Apo-folic; Pteroylmonoglutamate; Pteroyl-D-glutamate; Novofolacid;",4180186
2051501119,2-Ethylhexoic acid; Butylethylacetic acid; alpha-Ethylhexanoic acid; alpha-Ethylcaproic acid; 2-Ethyl-1-hexanoic acid; 2-Ethyl-hexoic acid; 2-Ethyl-Hexonic acid; 2-Ethylcaproic acid; (+/-)-2-ETHYLHEXANOIC ACID; 2-Butylbutanoic acid; 2-Ethyl hexanoic acid;,4180186
2051501121,"Chromium dioxide dichloride; Oxychlorure chromique; CrCl2O2; (T-4)-dichlorodioxochromium; Chromic oxychloride; Chromium chloride oxide; Chromium dichloride dioxide; Cromile, cloruro di; Dioxodichlorochromium; Dichlorodioxochromium; Chromoxychlorid; Cromo,",4180186
2051501122,"2-(4-Methoxy(1,1'-biphenyl)-3-yl)hydrazinecarboxylic acid 1-methylethyl ester; Bifenazic acid; Isopropyl 2-(4-methoxybiphenyl-3-yl)hydrazinecarboxylate; CHEBI:38660",4180186
2051501124,"Increase scientific knowledge, develop research capacity and transfer marine technology, taking into account the Intergovernmental Oceanographic Commission Criteria and Guidelines on the Transfer of Marine Technology, in order to improve ocean health and ",4180186
2051501128,"Enhance the conservation and sustainable use of oceans and their resources by implementing international law as reflected in the United Nations Convention on the Law of the Sea, which provides the legal framework for the conservation and sustainable use o",4180186
2051501129,"Number of countries making progress in ratifying, accepting and implementing through legal, policy and institutional frameworks, ocean-related instruments that implement international law, as reflected in the United Nations Convention on the Law of the Se",4180186
2051501130,SDOHO:15; High_Sodium_Intake,4180186
2051501132,"129I; Iodine, isotope of mass 129; (129)53I; (129)I; Iodine 129; CHEBI:52636",4180186
2051501134,SDOHO:151; PhenX_Measure-Family_Conflict,4180186
2051501141,beta-Cyanoethylamine; 2-Cyanoethylamine; 3-Aminopropanenitrile; 3-Aminopropionitrile; 3-Aminopropiononitrile; Aminopropionitrile; b-Alaminenitrile; b-Alaninenitrile; b-Aminoethyl cyanide; b-Aminopropionitrile; b-Cyanoethylamine; BAPN; beta-Alaminenitrile;,4180186
2051501143,Anticerumen; NaDS; Natrium laurylsulfuricum; SDS; Sodium lauryl sulphic acid; Sodium lauryl sulphate; Sodium lauryl sulfic acid; Sodium dodecylsulfate; Sodium laurilsulfate; Sodium dodecyl sulphate; Sodium dodecyl sulfate; SLS; Laurylsiran sodny; Irium; G,4180186
2051501145,"Zalaplon; Sonata; DEA No. 2781; 3'-(3-Cyanopyrazolo(1,5-a)pyrimidin-7-yl)-N-ethylacetanilide; CHEBI:10102",4180186
2051501146,Cacodylic acid; Erase; Hydroxydimethylarsine oxide; Moncide; Phytar; Phytar 560; Silvisar; DMAA; Dimethylarsinic acid; Chexmate; Ansar; Arsan; Bolate; Bolls; Cacodylate; CHEBI:16223,4180186
2051501148,"KCN; Cyanide of potassium; Cyanide, potassium; Hydrocyanic acid, potassium salt; Hydrogen cyanide and cyanide salts; Cyanide salts; CHEBI:33191",4180186
2051501150,"Bromchlortrifluoraethanum; Fluothane; Freon 123b1; 2-Bromo-2-Chloro-1,1,1-Trifluoroethane; 2,2,2-Trifluoro-1-chloro-1-bromoethane; 1-Bromo-1-chloro-2,2,2-trifluoroethane; 1,1,1-Trifluoro-2-chloro-2-bromoethane; 1,1,1-Trifluoro-2-bromo-2-chloroethane; Ftor",4180186
2051501151,"TCNQ; 7,7,8,8-Tetracyanodimethan; 7,7,8,8-Tetracyanoquinodimethane; Tetracyanoquinodimethan(e); Tetracyanoquinodimethan; Tetracyano-p-quinodimethane; 7,7,8,8-Tetracyano-p-quinodimethane; 2, 5-Cyclohexadiene-a:4,a'-dimalononitrile; 2, 5-Cyclohexadiene-a:4a",4180186
2051501152,"Brietal; Methodrexitone; Methohexitalum; Methohexitone; Metohexital; 5-Allyl-1-methyl-5-(1-methyl-pent-2-ynyl)-pyrimidine-2,4,6-trione; 5-Allyl-5-(3-hexyn-2-yl)-1-methylbarbituric acid; alpha-DL-1-Methyl-5-allyl-5-(1'-methylpentyn-2-yl)barbituric acid; Br",4180186
