concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
,Microcystin-RR,Observation,Toxin,Substance,S,111755-37-4,1970-01-01,2099-12-31,
,'1,3,5-Trinitrobenzene',Observation,Toxin,Substance,S,99-35-4,1970-01-01,2099-12-31,
,kappa-Conotoxin (Conus purpurascens),Observation,Toxin,Substance,S,OMOP5182621,1970-01-01,2099-12-31,
,Sodium permanganate,Observation,Toxin,Substance,S,10101-50-5,1970-01-01,2099-12-31,
,Barium calcium titanium oxide,Observation,Toxin,Substance,S,52869-93-9,1970-01-01,2099-12-31,
,Cytochalasin E,Observation,Toxin,Substance,S,36011-19-5,1970-01-01,2099-12-31,
,Meclizine,Observation,Toxin,Substance,,569-65-3,1970-01-01,2099-12-31,
,Oxybenzone,Observation,Toxin,Substance,,131-57-7,1970-01-01,2099-12-31,
,'1,2,6-Trichlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,69760-96-9,1970-01-01,2099-12-31,
,Fenasulam,Observation,Toxin,Substance,S,78357-48-9,1970-01-01,2099-12-31,
,Allyl bromide,Observation,Toxin,Substance,S,106-95-6,1970-01-01,2099-12-31,
,(+)-Calycanthine,Observation,Toxin,Substance,S,595-05-1,1970-01-01,2099-12-31,
,p-Xylyl bromide,Observation,Toxin,Substance,S,28258-59-5,1970-01-01,2099-12-31,
,Cardiotoxin (Naja atra),Observation,Toxin,Substance,S,155808-00-7,1970-01-01,2099-12-31,
,Astemizole,Observation,Toxin,Substance,,68844-77-9,1970-01-01,2099-12-31,
,Xanthine,Observation,Toxin,Substance,,69-89-6,1970-01-01,2099-12-31,
,Diethylamine,Observation,Toxin,Substance,,71247-25-1,1970-01-01,2099-12-31,
,Methylene bis(4-cyclohexylisocyanate),Observation,Toxin,Substance,S,5124-30-1,1970-01-01,2099-12-31,
,'2,2',3,3',5,5',6-Heptabromobiphenyl',Observation,Toxin,Substance,S,119264-54-9,1970-01-01,2099-12-31,
,Rituximab,Observation,Toxin,Substance,,174722-31-7,1970-01-01,2099-12-31,
,Cycloate,Observation,Toxin,Substance,,1134-23-2,1970-01-01,2099-12-31,
,Diisononyl phthalate,Observation,Toxin,Substance,S,28553-12-0,1970-01-01,2099-12-31,
,Quinestrol,Observation,Toxin,Substance,,152-43-2,1970-01-01,2099-12-31,
,Paraquat dichloride,Observation,Toxin,Substance,S,1910-42-5,1970-01-01,2099-12-31,
,Pentane,Observation,Toxin,Substance,,109-66-0,1970-01-01,2099-12-31,
,Acrinathrin,Observation,Toxin,Substance,,101007-06-1,1970-01-01,2099-12-31,
,Capric acid,Observation,Toxin,Substance,,334-48-5,1970-01-01,2099-12-31,
,Basic lead acetate,Observation,Toxin,Substance,S,51404-69-4,1970-01-01,2099-12-31,
,Aplysiatoxin,Observation,Toxin,Substance,,52659-57-1,1970-01-01,2099-12-31,
,Taziprinone,Observation,Toxin,Substance,,79253-92-2,1970-01-01,2099-12-31,
,Guthion,Observation,Toxin,Substance,,86-50-0,1970-01-01,2099-12-31,
,Risperidone,Observation,Toxin,Substance,,106266-06-2,1970-01-01,2099-12-31,
,Acid yellow 23,Observation,Toxin,Substance,,1934-21-0,1970-01-01,2099-12-31,
,Flucytosine,Observation,Toxin,Substance,,2022-85-7,1970-01-01,2099-12-31,
,Thiophanate-methyl,Observation,Toxin,Substance,S,23564-05-8,1970-01-01,2099-12-31,
,Propoxur,Observation,Toxin,Substance,,114-26-1,1970-01-01,2099-12-31,
,Pentachlorophenol,Observation,Toxin,Substance,,87-86-5,1970-01-01,2099-12-31,
,Vanadium nitride,Observation,Toxin,Substance,S,24646-85-3,1970-01-01,2099-12-31,
,Vanadium(III) fluoride,Observation,Toxin,Substance,S,10049-12-4,1970-01-01,2099-12-31,
,4-Aminophenol,Observation,Toxin,Substance,,123-30-8,1970-01-01,2099-12-31,
,Oxazepam,Observation,Toxin,Substance,,604-75-1,1970-01-01,2099-12-31,
,'1,3,7-Trichlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,67028-17-5,1970-01-01,2099-12-31,
,Nickel formate,Observation,Toxin,Substance,S,15843-02-4,1970-01-01,2099-12-31,
,Nickel sulfate,Observation,Toxin,Substance,,7786-81-4,1970-01-01,2099-12-31,
,'2,3,3',4'-Tetrachlorobiphenyl',Observation,Toxin,Substance,S,41464-43-1,1970-01-01,2099-12-31,
,L-Threonine,Observation,Toxin,Substance,,72-19-5,1970-01-01,2099-12-31,
,Copper(I) fluoride,Observation,Toxin,Substance,S,13478-41-6,1970-01-01,2099-12-31,
,Heptachlor epoxide,Observation,Toxin,Substance,,1024-57-3,1970-01-01,2099-12-31,
,Dichlorprop,Observation,Toxin,Substance,,120-36-5,1970-01-01,2099-12-31,
,'2,2',3,3',4,4',5',6-Octabromobiphenyl',Observation,Toxin,Substance,S,69278-61-1,1970-01-01,2099-12-31,
,'1,2,3,4,6,7-Hexabromodibenzofuran',Observation,Toxin,Substance,S,124388-78-9,1970-01-01,2099-12-31,
,Nitrilotriacetic Acid,Observation,Toxin,Substance,,139-13-9,1970-01-01,2099-12-31,
,Erioglaucine A disodium salt,Observation,Toxin,Substance,S,3844-45-9,1970-01-01,2099-12-31,
,Trimetrexate,Observation,Toxin,Substance,,52128-35-5,1970-01-01,2099-12-31,
,'2,3,4,4',6-Pentachlorobiphenyl',Observation,Toxin,Substance,S,74472-38-1,1970-01-01,2099-12-31,
,Zinc acetate,Observation,Toxin,Substance,,557-34-6,1970-01-01,2099-12-31,
,Zopiclone,Observation,Toxin,Substance,,43200-80-2,1970-01-01,2099-12-31,
,'1,2,3,4,6-Pentachlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,67028-19-7,1970-01-01,2099-12-31,
,Potassium chromate,Observation,Toxin,Substance,,7789-00-6,1970-01-01,2099-12-31,
,'cis-1,3-Dichloropropene',Observation,Toxin,Substance,S,10061-01-5,1970-01-01,2099-12-31,
,Decachlorobiphenyl,Observation,Toxin,Substance,S,2051-24-3,1970-01-01,2099-12-31,
,Nigroxin,Observation,Toxin,Substance,S,9001-84-7,1970-01-01,2099-12-31,
,4-Hydroxynonenal,Observation,Toxin,Substance,S,75899-68-2,1970-01-01,2099-12-31,
,Antimony(III) isopropoxide,Observation,Toxin,Substance,S,18770-47-3,1970-01-01,2099-12-31,
,'4,4'-Dibromobiphenyl',Observation,Toxin,Substance,S,92-86-4,1970-01-01,2099-12-31,
,Pyrimethanil,Observation,Toxin,Substance,S,53112-28-0,1970-01-01,2099-12-31,
,Trifloxystrobin,Observation,Toxin,Substance,S,141517-21-7,1970-01-01,2099-12-31,
,Lead chlorate,Observation,Toxin,Substance,S,10294-47-0,1970-01-01,2099-12-31,
,Microcystin-LF,Observation,Toxin,Substance,S,154037-70-4,1970-01-01,2099-12-31,
,Aluminum butylate,Observation,Toxin,Substance,S,2269-22-9,1970-01-01,2099-12-31,
,Delorazepam,Observation,Toxin,Substance,,2894-67-9,1970-01-01,2099-12-31,
,Sodium uranate,Observation,Toxin,Substance,S,13721-34-1,1970-01-01,2099-12-31,
,L-Tryptophan,Observation,Toxin,Substance,,73-22-3,1970-01-01,2099-12-31,
,Monobutyltin,Observation,Toxin,Substance,S,78763-54-9,1970-01-01,2099-12-31,
,Chromium carbonyl,Observation,Toxin,Substance,S,13007-92-6,1970-01-01,2099-12-31,
,'2,2',3,4,4',5,5'-Heptabromobiphenyl',Observation,Toxin,Substance,S,67733-52-2,1970-01-01,2099-12-31,
,'1-Methyl-4-phenyl-1,2,3,6-tetrahydropyridine',Observation,Toxin,Substance,S,28289-54-5,1970-01-01,2099-12-31,
,Atorvastatin,Observation,Toxin,Substance,,134523-00-5,1970-01-01,2099-12-31,
,Janthitrem E,Observation,Toxin,Substance,S,90986-50-8,1970-01-01,2099-12-31,
,Telithromycin,Observation,Toxin,Substance,,191114-48-4,1970-01-01,2099-12-31,
,p-Anisidine,Observation,Toxin,Substance,S,104-94-9,1970-01-01,2099-12-31,
,Zoledronate,Observation,Toxin,Substance,,118072-93-8,1970-01-01,2099-12-31,
,Gallium(III) selenide,Observation,Toxin,Substance,S,12024-24-7,1970-01-01,2099-12-31,
,Dimethylzinc,Observation,Toxin,Substance,S,544-97-8,1970-01-01,2099-12-31,
,'1,2-Dibromopropane',Observation,Toxin,Substance,S,78-75-1,1970-01-01,2099-12-31,
,Biochanin A,Observation,Toxin,Substance,,491-80-5,1970-01-01,2099-12-31,
,'2,2',3,4,4',5,5',6-Octachlorobiphenyl',Observation,Toxin,Substance,S,52663-76-0,1970-01-01,2099-12-31,
,Tetanus toxin,Observation,Toxin,Substance,,676570-37-9,1970-01-01,2099-12-31,
,'2,2',3,3',4,5,6,6'-Octabromobiphenyl',Observation,Toxin,Substance,S,119264-60-7,1970-01-01,2099-12-31,
,Beryllium fluoride,Observation,Toxin,Substance,,7787-49-7,1970-01-01,2099-12-31,
,gamma-Hexachlorocyclohexane,Observation,Toxin,Substance,,58-89-9,1970-01-01,2099-12-31,
,'2,2',3,3',4,4'-Hexabromobiphenyl',Observation,Toxin,Substance,S,82865-89-2,1970-01-01,2099-12-31,
,Propiconazole,Observation,Toxin,Substance,S,60207-90-1,1970-01-01,2099-12-31,
,Fluoroacetic acid,Observation,Toxin,Substance,,144-49-0,1970-01-01,2099-12-31,
,Bromine dioxide,Observation,Toxin,Substance,S,21255-83-4,1970-01-01,2099-12-31,
,'1,2,3,4,6,7,9-Heptachlorodibenzofuran',Observation,Toxin,Substance,S,70648-25-8,1970-01-01,2099-12-31,
,'1,3,4,9-Tetrachlorodibenzofuran',Observation,Toxin,Substance,S,83704-28-3,1970-01-01,2099-12-31,
,'2,3-Dichlorodibenzofuran',Observation,Toxin,Substance,S,64126-86-9,1970-01-01,2099-12-31,
,Methdilazine,Observation,Toxin,Substance,,1982-37-2,1970-01-01,2099-12-31,
,Cadmium mercury sulfide,Observation,Toxin,Substance,S,1345-09-1,1970-01-01,2099-12-31,
,Cadmium,Observation,Toxin,Substance,,7440-43-9,1970-01-01,2099-12-31,
,Roridin E,Observation,Toxin,Substance,S,16891-85-3,1970-01-01,2099-12-31,
,Neopentane,Observation,Toxin,Substance,S,463-82-1,1970-01-01,2099-12-31,
,'3,3'-Dichlorobenzidine',Observation,Toxin,Substance,S,91-94-1,1970-01-01,2099-12-31,
,Pentostatin,Observation,Toxin,Substance,,53910-25-1,1970-01-01,2099-12-31,
,3-Hydroxyfluorene,Observation,Toxin,Substance,S,6344-67-8,1970-01-01,2099-12-31,
,'2,3,3',4,4',5,6-Heptachlorobiphenyl',Observation,Toxin,Substance,S,41411-64-7,1970-01-01,2099-12-31,
,L-Arginine,Observation,Toxin,Substance,,74-79-3,1970-01-01,2099-12-31,
,'3,4,5-Tricholobiphenyl',Observation,Toxin,Substance,S,53555-66-1,1970-01-01,2099-12-31,
,Zinc cadmium sulfide,Observation,Toxin,Substance,S,68583-45-9,1970-01-01,2099-12-31,
,Nefazodone,Observation,Toxin,Substance,,83366-66-9,1970-01-01,2099-12-31,
,Frovatriptan,Observation,Toxin,Substance,,158747-02-5,1970-01-01,2099-12-31,
,(-)-alpha-Pinene,Observation,Toxin,Substance,S,7785-26-4,1970-01-01,2099-12-31,
,Tungsten(VI) oxytetrabromide,Observation,Toxin,Substance,S,13520-77-9,1970-01-01,2099-12-31,
,Emamectin benzoate,Observation,Toxin,Substance,S,155569-91-8,1970-01-01,2099-12-31,
,'1,3,6,9-Tetrachlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,71669-24-4,1970-01-01,2099-12-31,
,Nickel hydroxide,Observation,Toxin,Substance,S,12054-48-7,1970-01-01,2099-12-31,
,Acetic acid,Observation,Toxin,Substance,,64-19-7,1970-01-01,2099-12-31,
,54-Deoxyciguatoxin,Observation,Toxin,Substance,S,139341-09-6,1970-01-01,2099-12-31,
,Thiazopyr,Observation,Toxin,Substance,S,117718-60-2,1970-01-01,2099-12-31,
,Aluminium monostearate,Observation,Toxin,Substance,,7047-84-9,1970-01-01,2099-12-31,
,Styrene,Observation,Toxin,Substance,,100-42-5,1970-01-01,2099-12-31,
,4-tert-Butylphenol,Observation,Toxin,Substance,,98-54-4,1970-01-01,2099-12-31,
,Adiponitrile,Observation,Toxin,Substance,S,111-69-3,1970-01-01,2099-12-31,
,Heptabromobiphenyl,Observation,Toxin,Substance,S,35194-78-6,1970-01-01,2099-12-31,
,'1,4-Naphthoquinone',Observation,Toxin,Substance,,130-15-4,1970-01-01,2099-12-31,
,Mercuric potassium cyanide,Observation,Toxin,Substance,S,591-89-9,1970-01-01,2099-12-31,
,Copper(I) iodide,Observation,Toxin,Substance,S,7681-65-4,1970-01-01,2099-12-31,
,'22,23-dihydroavermectin b1b',Observation,Toxin,Substance,S,70209-81-3,1970-01-01,2099-12-31,
,Dihydroergotamine,Observation,Toxin,Substance,,6190-39-2,1970-01-01,2099-12-31,
,Copper(I) oxide,Observation,Toxin,Substance,,1317-39-1,1970-01-01,2099-12-31,
,Benzenearsonic acid,Observation,Toxin,Substance,S,98-05-5,1970-01-01,2099-12-31,
,Beryllium nitrate,Observation,Toxin,Substance,S,13597-99-4,1970-01-01,2099-12-31,
,Terpinolene,Observation,Toxin,Substance,,586-62-9,1970-01-01,2099-12-31,
,Methsuximide,Observation,Toxin,Substance,,77-41-8,1970-01-01,2099-12-31,
,Nodularin-R,Observation,Toxin,Substance,S,118399-22-7,1970-01-01,2099-12-31,
,Lymecycline,Observation,Toxin,Substance,,992-21-2,1970-01-01,2099-12-31,
,Molinate,Observation,Toxin,Substance,S,2212-67-1,1970-01-01,2099-12-31,
,'6-Methyl-1,3,8-trichlorodibenzofuran',Observation,Toxin,Substance,S,118174-38-2,1970-01-01,2099-12-31,
,3-(3-Hydroxyphenyl)-3-hydroxypropanoic acid,Observation,Toxin,Substance,S,3247-75-4,1970-01-01,2099-12-31,
,Uroporphyrin I,Observation,Toxin,Substance,,607-14-7,1970-01-01,2099-12-31,
,4-Hydroxybutyric acid,Observation,Toxin,Substance,,591-81-1,1970-01-01,2099-12-31,
,Magnesium aluminate,Observation,Toxin,Substance,S,12068-51-8,1970-01-01,2099-12-31,
,Isoprenaline,Observation,Toxin,Substance,,7683-59-2,1970-01-01,2099-12-31,
,'2,4-Dimethylpentane',Observation,Toxin,Substance,S,108-08-7,1970-01-01,2099-12-31,
,'2,3-Dichlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,29446-15-9,1970-01-01,2099-12-31,
,Diisodecyl phthalate,Observation,Toxin,Substance,S,26761-40-0,1970-01-01,2099-12-31,
,Zinc pyrophosphate,Observation,Toxin,Substance,S,7446-26-6,1970-01-01,2099-12-31,
,Uranyl nitrate,Observation,Toxin,Substance,,10102-06-4,1970-01-01,2099-12-31,
,Palladium(II) nitrate,Observation,Toxin,Substance,S,10102-05-3,1970-01-01,2099-12-31,
,Vinyl chloride,Observation,Toxin,Substance,,75-01-4,1970-01-01,2099-12-31,
,'1,9-Dichlorodibenzofuran',Observation,Toxin,Substance,S,70648-14-5,1970-01-01,2099-12-31,
,Cinerin II,Observation,Toxin,Substance,S,121-20-0,1970-01-01,2099-12-31,
,Secobarbital,Observation,Toxin,Substance,,76-73-3,1970-01-01,2099-12-31,
,Botulinum neurotoxin type E,Observation,Toxin,Substance,S,OMOP5182087,1970-01-01,2099-12-31,
,Trihexyphenidyl,Observation,Toxin,Substance,,144-11-6,1970-01-01,2099-12-31,
,Fenitrothion,Observation,Toxin,Substance,S,122-14-5,1970-01-01,2099-12-31,
,Octyl cyanoacrylate,Observation,Toxin,Substance,S,6701-17-3,1970-01-01,2099-12-31,
,Arsenate,Observation,Toxin,Substance,,15584-04-00,1970-01-01,2099-12-31,
,Silver chlorate,Observation,Toxin,Substance,,7783-92-8,1970-01-01,2099-12-31,
,Dichloromethoxydibenzofuran,Observation,Toxin,Substance,S,107819-07-8,1970-01-01,2099-12-31,
,'1,3-Dibromo-5,5-dimethylhydantoin',Observation,Toxin,Substance,,77-48-5,1970-01-01,2099-12-31,
,Benzoic acid,Observation,Toxin,Substance,,65-85-0,1970-01-01,2099-12-31,
,Lead phosphate,Observation,Toxin,Substance,S,7446-27-7,1970-01-01,2099-12-31,
,'2,3,3',4,4',5,5'-Heptachlorobiphenyl',Observation,Toxin,Substance,S,39635-31-9,1970-01-01,2099-12-31,
,'2,3,4,7,9-Pentachlorodibenzofuran',Observation,Toxin,Substance,S,70648-21-4,1970-01-01,2099-12-31,
,Ohanin,Observation,Toxin,Substance,S,OMOP5182594,1970-01-01,2099-12-31,
,Barban,Observation,Toxin,Substance,,101-27-9,1970-01-01,2099-12-31,
,Zinc formate,Observation,Toxin,Substance,S,557-41-5,1970-01-01,2099-12-31,
,Escitalopram,Observation,Toxin,Substance,,128196-01-0,1970-01-01,2099-12-31,
,'1,4,6,9-Tetrachlorodibenzofuran',Observation,Toxin,Substance,S,70648-19-0,1970-01-01,2099-12-31,
,'2,3,3',6-Tetrachlorobiphenyl',Observation,Toxin,Substance,S,74472-33-6,1970-01-01,2099-12-31,
,Toxaphene,Observation,Toxin,Substance,,8001-35-2,1970-01-01,2099-12-31,
,2-Methylhexane,Observation,Toxin,Substance,S,591-76-4,1970-01-01,2099-12-31,
,Glipizide,Observation,Toxin,Substance,,29094-61-9,1970-01-01,2099-12-31,
,Sodium nitroprusside,Observation,Toxin,Substance,,14402-89-2,1970-01-01,2099-12-31,
,Aluminium barium titanium oxide,Observation,Toxin,Substance,S,52869-91-7,1970-01-01,2099-12-31,
,Uranyl sulfate,Observation,Toxin,Substance,S,1314-64-3,1970-01-01,2099-12-31,
,'1,2,7-Trichlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,82291-30-3,1970-01-01,2099-12-31,
,Benzidine,Observation,Toxin,Substance,,92-87-5,1970-01-01,2099-12-31,
,Tamapin,Observation,Toxin,Substance,S,508220-81-3,1970-01-01,2099-12-31,
,Primisulfuron-methyl,Observation,Toxin,Substance,S,86209-51-0,1970-01-01,2099-12-31,
,Lead-210,Observation,Toxin,Substance,,14255-04-0,1970-01-01,2099-12-31,
,Fluroxypyr,Observation,Toxin,Substance,S,69377-81-7,1970-01-01,2099-12-31,
,Dipropylcarbamothioic acid S-ethyl ester,Observation,Toxin,Substance,S,759-94-4,1970-01-01,2099-12-31,
,'2,4',5-Tribromobiphenyl',Observation,Toxin,Substance,S,59080-36-3,1970-01-01,2099-12-31,
,Vanadium(III) chloride,Observation,Toxin,Substance,S,7718-98-1,1970-01-01,2099-12-31,
,'2,3,4,5-Tetrabromobiphenyl',Observation,Toxin,Substance,S,115245-09-5,1970-01-01,2099-12-31,
,Nickel carbonate,Observation,Toxin,Substance,S,3333-67-3,1970-01-01,2099-12-31,
,Thallium,Observation,Toxin,Substance,,7440-28-0,1970-01-01,2099-12-31,
,Apigenin,Observation,Toxin,Substance,,520-36-5,1970-01-01,2099-12-31,
,Salicylic acid,Observation,Toxin,Substance,,69-72-7,1970-01-01,2099-12-31,
,Clofentezine,Observation,Toxin,Substance,S,74115-24-5,1970-01-01,2099-12-31,
,Barium sulfate,Observation,Toxin,Substance,,7727-43-7,1970-01-01,2099-12-31,
,Sodium hexafluoroaluminate,Observation,Toxin,Substance,S,13775-53-6,1970-01-01,2099-12-31,
,N-Butyl-Benzenesulfonamide,Observation,Toxin,Substance,S,3622-84-2,1970-01-01,2099-12-31,
,Copper(II) nitrate,Observation,Toxin,Substance,,3251-23-8,1970-01-01,2099-12-31,
,4-Nonylphenol,Observation,Toxin,Substance,,104-40-5,1970-01-01,2099-12-31,
,Diisopropylzinc,Observation,Toxin,Substance,S,625-81-0,1970-01-01,2099-12-31,
,'Dibenz(b,F)-1,4-oxazepine',Observation,Toxin,Substance,S,257-07-8,1970-01-01,2099-12-31,
,Fosamine,Observation,Toxin,Substance,S,59682-52-9,1970-01-01,2099-12-31,
,'1,1,1-Trichloroethane',Observation,Toxin,Substance,,71-55-6,1970-01-01,2099-12-31,
,Propoxycarbazone-sodium,Observation,Toxin,Substance,S,181274-15-7,1970-01-01,2099-12-31,
,Tacrine,Observation,Toxin,Substance,,321-64-2,1970-01-01,2099-12-31,
,Nickel oxide,Observation,Toxin,Substance,S,1313-99-1,1970-01-01,2099-12-31,
,'1,4-Dichlorodibenzofuran',Observation,Toxin,Substance,S,94538-01-9,1970-01-01,2099-12-31,
,'1,9-Dichlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,64560-13-0,1970-01-01,2099-12-31,
,'2,2',3,4,4',5'-Hexabromobiphenyl',Observation,Toxin,Substance,S,67888-98-6,1970-01-01,2099-12-31,
,Octane,Observation,Toxin,Substance,,111-65-9,1970-01-01,2099-12-31,
,Bicuculline,Observation,Toxin,Substance,S,485-49-4,1970-01-01,2099-12-31,
,Uranium carbide,Observation,Toxin,Substance,S,12070-09-6,1970-01-01,2099-12-31,
,'2,3',4',5-Tetrabromobiphenyl',Observation,Toxin,Substance,S,59080-38-5,1970-01-01,2099-12-31,
,Phenobarbital,Observation,Toxin,Substance,,50-06-6,1970-01-01,2099-12-31,
,Butanone,Observation,Toxin,Substance,,78-93-3,1970-01-01,2099-12-31,
,2-Bromopropane,Observation,Toxin,Substance,S,75-26-3,1970-01-01,2099-12-31,
,Bromine(I) chloride,Observation,Toxin,Substance,S,13863-41-7,1970-01-01,2099-12-31,
,'2,3,4-Trichlorobiphenyl',Observation,Toxin,Substance,S,55702-46-0,1970-01-01,2099-12-31,
,p-Cymene,Observation,Toxin,Substance,,99-87-6,1970-01-01,2099-12-31,
,Chlordane,Observation,Toxin,Substance,,57-74-9,1970-01-01,2099-12-31,
,'2,4,4',6-Tetrachlorobiphenyl',Observation,Toxin,Substance,S,32598-12-2,1970-01-01,2099-12-31,
,Hexamethylene diisocyanate,Observation,Toxin,Substance,,822-06-0,1970-01-01,2099-12-31,
,Benzo[j]fluoranthene,Observation,Toxin,Substance,S,205-82-3,1970-01-01,2099-12-31,
,Fexofenadine,Observation,Toxin,Substance,,83799-24-0,1970-01-01,2099-12-31,
,Dimethenamid,Observation,Toxin,Substance,S,87674-68-8,1970-01-01,2099-12-31,
,Diethyldimethyl lead,Observation,Toxin,Substance,S,1762-27-2,1970-01-01,2099-12-31,
,Amantadine,Observation,Toxin,Substance,,768-94-5,1970-01-01,2099-12-31,
,'Polypropylene glycol (m w 1,200-3,000)',Observation,Toxin,Substance,S,25322-69-4,1970-01-01,2099-12-31,
,Methylene diphenyl diisocyanate,Observation,Toxin,Substance,,101-68-8,1970-01-01,2099-12-31,
,'2,2',4,4',5-Pentachlorobiphenyl',Observation,Toxin,Substance,S,38380-01-7,1970-01-01,2099-12-31,
,Triphenylantimony dichloride,Observation,Toxin,Substance,S,594-31-0,1970-01-01,2099-12-31,
,Androstenedione,Observation,Toxin,Substance,,63-05-8,1970-01-01,2099-12-31,
,Bis(2-chloroethyl) ether,Observation,Toxin,Substance,S,111-44-4,1970-01-01,2099-12-31,
,Gold(III) bromide,Observation,Toxin,Substance,S,10294-28-7,1970-01-01,2099-12-31,
,Maitotoxin,Observation,Toxin,Substance,S,59392-53-9,1970-01-01,2099-12-31,
,alpha-Cobratoxin,Observation,Toxin,Substance,S,769933-79-1,1970-01-01,2099-12-31,
,Beryllium oxide,Observation,Toxin,Substance,,1304-56-9,1970-01-01,2099-12-31,
,'2,3,6,8-Tetrachlorodibenzofuran',Observation,Toxin,Substance,S,57117-37-0,1970-01-01,2099-12-31,
,'2,2',4,5'-Tetrabromobiphenyl',Observation,Toxin,Substance,S,60044-24-8,1970-01-01,2099-12-31,
,Tizanidine,Observation,Toxin,Substance,,51322-75-9,1970-01-01,2099-12-31,
,Thiobencarb,Observation,Toxin,Substance,S,28249-77-6,1970-01-01,2099-12-31,
,trans-Chlordane,Observation,Toxin,Substance,S,5103-74-2,1970-01-01,2099-12-31,
,Methiocarb sulfone,Observation,Toxin,Substance,S,2179-25-1,1970-01-01,2099-12-31,
,Bromocriptine,Observation,Toxin,Substance,,25614-03-3,1970-01-01,2099-12-31,
,Butyl lactate,Observation,Toxin,Substance,S,138-22-7,1970-01-01,2099-12-31,
,Mepiquat chloride,Observation,Toxin,Substance,S,24307-26-4,1970-01-01,2099-12-31,
,Ethanol,Observation,Toxin,Substance,,64-17-5,1970-01-01,2099-12-31,
,Levorphanol,Observation,Toxin,Substance,,77-07-6,1970-01-01,2099-12-31,
,Beryllium carbonate,Observation,Toxin,Substance,S,13106-47-3,1970-01-01,2099-12-31,
,Tioconazole,Observation,Toxin,Substance,,65899-73-2,1970-01-01,2099-12-31,
,Plutonium-239,Observation,Toxin,Substance,,15117-48-3,1970-01-01,2099-12-31,
,'2,2',3,4',5,6'-Hexachlorobiphenyl',Observation,Toxin,Substance,S,74472-41-6,1970-01-01,2099-12-31,
,'1,1-Dimethylbiguanide',Observation,Toxin,Substance,,657-24-9,1970-01-01,2099-12-31,
,Dithiopyr,Observation,Toxin,Substance,S,97886-45-8,1970-01-01,2099-12-31,
,Barium bromate,Observation,Toxin,Substance,S,13967-90-3,1970-01-01,2099-12-31,
,Monoethylhexyl phthalic acid,Observation,Toxin,Substance,S,4376-20-9,1970-01-01,2099-12-31,
,Famoxadone,Observation,Toxin,Substance,S,131807-57-3,1970-01-01,2099-12-31,
,Aroclor 1260,Observation,Toxin,Substance,,11096-82-5,1970-01-01,2099-12-31,
,Anthracene,Observation,Toxin,Substance,,120-12-7,1970-01-01,2099-12-31,
,2-Biphenylol,Observation,Toxin,Substance,,90-43-7,1970-01-01,2099-12-31,
,Vitamin A,Observation,Toxin,Substance,,68-26-8,1970-01-01,2099-12-31,
,Oleic acid,Observation,Toxin,Substance,,112-80-1,1970-01-01,2099-12-31,
,Zinc arsenite,Observation,Toxin,Substance,,10326-24-6,1970-01-01,2099-12-31,
,(S)-Isocorydine,Observation,Toxin,Substance,S,475-67-2,1970-01-01,2099-12-31,
,Chromium(III) acetylacetonate,Observation,Toxin,Substance,S,21679-31-2,1970-01-01,2099-12-31,
,'2,3,5-Trichlorobiphenyl',Observation,Toxin,Substance,S,55720-44-0,1970-01-01,2099-12-31,
,Zinc cyanide,Observation,Toxin,Substance,,557-21-1,1970-01-01,2099-12-31,
,Mercuric chloride,Observation,Toxin,Substance,,7487-94-7,1970-01-01,2099-12-31,
,Chlorophyllin,Observation,Toxin,Substance,,11006-34-1,1970-01-01,2099-12-31,
,Chlorprothixene,Observation,Toxin,Substance,,113-59-7,1970-01-01,2099-12-31,
,Gatifloxacin,Observation,Toxin,Substance,,112811-59-3,1970-01-01,2099-12-31,
,Cephalosporin,Observation,Toxin,Substance,S,97519-39-6,1970-01-01,2099-12-31,
,Sodium arsanilate,Observation,Toxin,Substance,,127-85-5,1970-01-01,2099-12-31,
,Indene,Observation,Toxin,Substance,,95-13-6,1970-01-01,2099-12-31,
,Carbofuran,Observation,Toxin,Substance,,1563-66-2,1970-01-01,2099-12-31,
,Vanadium,Observation,Toxin,Substance,,7440-62-2,1970-01-01,2099-12-31,
,'1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin',Observation,Toxin,Substance,S,57653-85-7,1970-01-01,2099-12-31,
,Cadmium sulfate,Observation,Toxin,Substance,,10124-36-4,1970-01-01,2099-12-31,
,Ethyl benzoate,Observation,Toxin,Substance,,93-89-0,1970-01-01,2099-12-31,
,Hexachlorobutadiene,Observation,Toxin,Substance,S,87-68-3,1970-01-01,2099-12-31,
,Cadmium oxide fume,Observation,Toxin,Substance,S,1306-19-0,1970-01-01,2099-12-31,
,Ethinamate,Observation,Toxin,Substance,,126-52-3,1970-01-01,2099-12-31,
,Heratomin,Observation,Toxin,Substance,S,61265-06-3,1970-01-01,2099-12-31,
,Lead tetroxide,Observation,Toxin,Substance,,1314-41-6,1970-01-01,2099-12-31,
