synonym_concept_id,synonym_name,synonym_concept_code,synonym_vocabulary_id,language_concept_id
,3-(P-(Bis(2-chloroethyl)amino)phenyl)-L-alanine,148-82-3,Toxin,4180186
,3-P-(Di(2-chloroethyl)amino)-phenyl-L-alanine,148-82-3,Toxin,4180186
,4-(Bis(2-chloroethyl)amino)-L-phenylalanine,148-82-3,Toxin,4180186
,Alkeran,148-82-3,Toxin,4180186
,L-3-(P-(Bis(2-chloroethyl)amino)phenyl)alanine,148-82-3,Toxin,4180186
,L-PAM,148-82-3,Toxin,4180186
,L-Phenylalanine mustard,148-82-3,Toxin,4180186
,L-Sarcolysine,148-82-3,Toxin,4180186
,Melfalano,148-82-3,Toxin,4180186
,Melphalanum,148-82-3,Toxin,4180186
,p-Bis(beta-chloroethyl)aminophenylalanine,148-82-3,Toxin,4180186
,P-Di-(2-chloroethyl)amino-L-phenylalanine,148-82-3,Toxin,4180186
,P-L-Sarcolysin,148-82-3,Toxin,4180186
,'p-N,N-bis(2-chloroethyl)amino-L-phenylalanine',148-82-3,Toxin,4180186
,P-N-Bis(2-chloroethyl)amino-L-phenylalanine,148-82-3,Toxin,4180186
,Phenylalanine mustard,148-82-3,Toxin,4180186
,Phenylalanine nitrogen mustard,148-82-3,Toxin,4180186
,'2,2',3,4,6-PCB',55215-17-3,Toxin,4180186
,'2,2',3,4,6-Pentachloro-1,1'-biphenyl',55215-17-3,Toxin,4180186
,PCB 88,55215-17-3,Toxin,4180186
,'1,8-Dichlorodibenzo-P-dioxin',82291-27-8,Toxin,4180186
,'Dibenzo-p-dioxin, 1,8-dichloro',82291-27-8,Toxin,4180186
,'1,4-dihydro-1,4-Diketonaphthalene',130-15-4,Toxin,4180186
,'1,4-Naphthalenedione',130-15-4,Toxin,4180186
,alpha-Naphthoquinone,130-15-4,Toxin,4180186
,Naphthoquinone,130-15-4,Toxin,4180186
,P-Naphthoquinone,130-15-4,Toxin,4180186
,(alpha)-Ibotenic acid,2552-55-8,Toxin,4180186
,'4-Isoxazoline-5-acetic acid, alpha-amino-3-oxo- (8ci)',2552-55-8,Toxin,4180186
,'alpha-amino-2,3-dihydro-3-oxo-5-Isoxazoleacetic acid',2552-55-8,Toxin,4180186
,alpha-amino-3-Hydroxy-5-isoxazoleacetic acid,2552-55-8,Toxin,4180186
,Amanita muscaria,2552-55-8,Toxin,4180186
,Ibotenate,2552-55-8,Toxin,4180186
,Chromdioxid,12018-01-8,Toxin,4180186
,Chromic (III) hydroxide,12018-01-8,Toxin,4180186
,Chromic hydroxide,12018-01-8,Toxin,4180186
,Chromic oxide gel,12018-01-8,Toxin,4180186
,'Chromic oxide, hydrous',12018-01-8,Toxin,4180186
,Chromium hydroxide,12018-01-8,Toxin,4180186
,Chromium oxide,12018-01-8,Toxin,4180186
,Chromium(3+) hydroxide,12018-01-8,Toxin,4180186
,Chromium(III) hydroxide,12018-01-8,Toxin,4180186
,CrO2,12018-01-8,Toxin,4180186
,Dichromium trioxide hydrate,12018-01-8,Toxin,4180186
,(+-)-Diethylpropion,90-84-6,Toxin,4180186
,(\u00b1)-diethylpropion,90-84-6,Toxin,4180186
,1-phenyl-2-diethylamino-1-propanone,90-84-6,Toxin,4180186
,2-(Diethylamino)-1-phenyl-1-propanone,90-84-6,Toxin,4180186
,2-(Diethylamino)propiophenone,90-84-6,Toxin,4180186
,alpha-Benzoyltriethylamine,90-84-6,Toxin,4180186
,alpha-Diethylaminopropiophenone,90-84-6,Toxin,4180186
,Amfepramone,90-84-6,Toxin,4180186
,Amfepramonum,90-84-6,Toxin,4180186
,Anfepramona,90-84-6,Toxin,4180186
,Anorex,90-84-6,Toxin,4180186
,DEA No. 1610,90-84-6,Toxin,4180186
,Diethylcathinone,90-84-6,Toxin,4180186
,Diethylpropione,90-84-6,Toxin,4180186
,Dobesin,90-84-6,Toxin,4180186
,Frekentine,90-84-6,Toxin,4180186
,Linea,90-84-6,Toxin,4180186
,Moderatan,90-84-6,Toxin,4180186
,Neobes,90-84-6,Toxin,4180186
,Nobesine,90-84-6,Toxin,4180186
,Prefamone,90-84-6,Toxin,4180186
,Regenon,90-84-6,Toxin,4180186
,Tenuate,90-84-6,Toxin,4180186
,Tepanil,90-84-6,Toxin,4180186
,Tylinal,90-84-6,Toxin,4180186
,Delta-philanthotoxin,77108-00-0,Toxin,4180186
,Delta-PTX,77108-00-0,Toxin,4180186
,Philanthotoxin 433,77108-00-0,Toxin,4180186
,Decree,126833-17-8,Toxin,4180186
,Elevate,126833-17-8,Toxin,4180186
,Fenhexamide,126833-17-8,Toxin,4180186
,'N-(2,3-Dichloro-4-hydroxyphenyl)-1-methylcyclohexanecarboxamide',126833-17-8,Toxin,4180186
,Teldor,126833-17-8,Toxin,4180186
,Potassium argentocyanide,506-61-6,Toxin,4180186
,Potassium bis(cyano-C)argentate(1-),506-61-6,Toxin,4180186
,Potassium dicyanoargentate,506-61-6,Toxin,4180186
,Potassium silver(I) cyanide,506-61-6,Toxin,4180186
,Silver potassium cyanide,506-61-6,Toxin,4180186
,(2-Chlorophenyl)(4-chlorophenyl)(pyrimidin-5-yl)methanol,60168-88-9,Toxin,4180186
,(2-Chlorophenyl)(4-chlorophenyl)-5-pyrimidinylmethanol,60168-88-9,Toxin,4180186
,(2-Chlorophenyl)(4-chlorophenyl)5-pyrimidinylmethanol,60168-88-9,Toxin,4180186
,(2-Chlorophenyl)(4-chlorophenyl)pyrimidin-5-ylmethanol,60168-88-9,Toxin,4180186
,(2-Chlorophenyl)-\u03b1-(4-chlorophenyl)-5-pyrimidinemethanol,60168-88-9,Toxin,4180186
,(2-Chlorphenyl)(4-chlorphenyl)-5-pyrimidinylmethanol,60168-88-9,Toxin,4180186
,(2-Chlorphenyl)(4-chlorphenyl)pyrimidin-5-ylmethanol,60168-88-9,Toxin,4180186
,(4-Chloro-phenyl)-(2-chloro-phenyl)-pyrimidin-5-yl-methanol,60168-88-9,Toxin,4180186
,'(\u00b1)-2,4'-Dichloro-\u03b1-(pyrimidin-5-yl)benzhydryl alcohol',60168-88-9,Toxin,4180186
,'2,4'-Dichloro-\u03b1-(pyrimidin-5-yl)benzhydryl Alcohol',60168-88-9,Toxin,4180186
,Fenarimol,60168-88-9,Toxin,4180186
,Rimidin,60168-88-9,Toxin,4180186
,Rubigan,60168-88-9,Toxin,4180186
,(Dichloro-phosphono-methyl)-phosphonic acid,10596-23-3,Toxin,4180186
,(Dichloromethylene)bisphosphonic acid,10596-23-3,Toxin,4180186
,(Dichloromethylene)diphosphonic acid,10596-23-3,Toxin,4180186
,Acide Clodronique,10596-23-3,Toxin,4180186
,Acido Clodronico,10596-23-3,Toxin,4180186
,Acidum Clodronicum,10596-23-3,Toxin,4180186
,Bonefos,10596-23-3,Toxin,4180186
,Clasteon,10596-23-3,Toxin,4180186
,Clodronic acid,10596-23-3,Toxin,4180186
,Clodronsaeure,10596-23-3,Toxin,4180186
,Clodrons\u00e4ure,10596-23-3,Toxin,4180186
,Dichloromethanediphosphonic acid,10596-23-3,Toxin,4180186
,'Dichloromethylene-1,1-bisphosphonic acid',10596-23-3,Toxin,4180186
,'Dichloromethylene-1,1-diphosphonic acid',10596-23-3,Toxin,4180186
,Dichloromethylidene diphosphonate,10596-23-3,Toxin,4180186
,Lodronat,10596-23-3,Toxin,4180186
,Loron,10596-23-3,Toxin,4180186
,Lytos,10596-23-3,Toxin,4180186
,Ostac,10596-23-3,Toxin,4180186
,Sindronat,10596-23-3,Toxin,4180186
,Mastoparan T,72093-21-1,Toxin,4180186
,Mastoparan-T,72093-21-1,Toxin,4180186
,Chlorine nitric acid,14545-72-3,Toxin,4180186
,Nitryl hypochlorite,14545-72-3,Toxin,4180186
,Barium acetic acid,543-80-6,Toxin,4180186
,Barium di(acetate),543-80-6,Toxin,4180186
,Barium diacetate,543-80-6,Toxin,4180186
,Caswell No. 003,543-80-6,Toxin,4180186
,Caswell No. 068A,543-80-6,Toxin,4180186
,2-Mesyl-2-methylpropionaldehyde O-methylcarbamoyloxime,1646-88-4,Toxin,4180186
,Aldicarb-sulfone,1646-88-4,Toxin,4180186
,Caswell No. 011AA,1646-88-4,Toxin,4180186
,RCRA waste no. P203,1646-88-4,Toxin,4180186
,Standak,1646-88-4,Toxin,4180186
,Sulfocarb,1646-88-4,Toxin,4180186
,Temik sulfone,1646-88-4,Toxin,4180186
,.alpha.-hydroxyisobutyronitrile,75-86-5,Toxin,4180186
,2-Cyano-2-hydroxypropane,75-86-5,Toxin,4180186
,2-Cyano-2-propanol,75-86-5,Toxin,4180186
,2-Cyanopropan-2-ol,75-86-5,Toxin,4180186
,2-Hydroxy-2-methylpropanenitrile,75-86-5,Toxin,4180186
,2-Hydroxy-2-methylpropionitrile,75-86-5,Toxin,4180186
,2-Hydroxyisobutyronitrile,75-86-5,Toxin,4180186
,2-Methyllactonitrile,75-86-5,Toxin,4180186
,'2-Propanone, cyanohydrin',75-86-5,Toxin,4180186
,a-hydroxyisobutyronitrile,75-86-5,Toxin,4180186
,Acetoncianhidrinei,75-86-5,Toxin,4180186
,Acetoncianidrina,75-86-5,Toxin,4180186
,Acetoncyaanhydrine,75-86-5,Toxin,4180186
,Acetoncyanhydrin,75-86-5,Toxin,4180186
,Acetone cyanhydrin,75-86-5,Toxin,4180186
,'Acetone cyanohydrin, stabilized',75-86-5,Toxin,4180186
,Acetone-cyanohydrin,75-86-5,Toxin,4180186
,Acetonecyanhydrine,75-86-5,Toxin,4180186
,Acetonkyanhydrin,75-86-5,Toxin,4180186
,Alpha-hydroxyisobutyronitrile,75-86-5,Toxin,4180186
,CNH,75-86-5,Toxin,4180186
,Cyanhydrine d'acetone,75-86-5,Toxin,4180186
,RCRA waste no. P069,75-86-5,Toxin,4180186
,Rcra waste number P069,75-86-5,Toxin,4180186
,USAF rh-8,75-86-5,Toxin,4180186
,Be(NO3)2,13597-99-4,Toxin,4180186
,Beryllium dinitrate,13597-99-4,Toxin,4180186
,Beryllium nitric acid,13597-99-4,Toxin,4180186
,'2-Cyano-2-propenoic acid, ethylester, homopolymer',7085-85-0,Toxin,4180186
,'2-Propenoic acid, 2-cyano-, ethyl ester',7085-85-0,Toxin,4180186
,'2-Propenoic acid, 2-cyano-, ethyl ester, homopolymer',7085-85-0,Toxin,4180186
,'Acrylic acid, 2-cyano-, ethyl ester',7085-85-0,Toxin,4180186
,Cyacrin,7085-85-0,Toxin,4180186
,Cyacrine,7085-85-0,Toxin,4180186
,Cyano-veneer,7085-85-0,Toxin,4180186
,Ethyl 2-cyanoacrylate,7085-85-0,Toxin,4180186
,Ethyl cyanoacrylic acid,7085-85-0,Toxin,4180186
,ethyl-2-cyanoacrylate,7085-85-0,Toxin,4180186
,Krazy glue,7085-85-0,Toxin,4180186
,Poly(ethyl 2-cyanoacrylate),7085-85-0,Toxin,4180186
,Tri(tetradecyl) aluminum,1529-58-4,Toxin,4180186
,Tris(tetradecyl)aluminum,1529-58-4,Toxin,4180186
,alpha-Glutamic acid,56-86-0,Toxin,4180186
,Tritetradecylaluminium,1529-58-4,Toxin,4180186
,'1-(4-Amino-6,7-dimethoxy-2-quinazolinyl)-4-((tetrahydro-2-furanyl)carbonyl)piperazine',70024-40-7,Toxin,4180186
,Blavin,70024-40-7,Toxin,4180186
,Flumarc,70024-40-7,Toxin,4180186
,Fosfomic,70024-40-7,Toxin,4180186
,Heitrin,70024-40-7,Toxin,4180186
,Hytrin,70024-40-7,Toxin,4180186
,Hytrinex,70024-40-7,Toxin,4180186
,Itrin,70024-40-7,Toxin,4180186
,Terazosin,70024-40-7,Toxin,4180186
,Terazosina,70024-40-7,Toxin,4180186
,Terazosine,70024-40-7,Toxin,4180186
,Terazosinum,70024-40-7,Toxin,4180186
,Urodie,70024-40-7,Toxin,4180186
,Vicard,70024-40-7,Toxin,4180186
,Zayasel,70024-40-7,Toxin,4180186
,Bipotassium chromate,7789-00-6,Toxin,4180186
,Chromate of potash,7789-00-6,Toxin,4180186
,Chromate of potass,7789-00-6,Toxin,4180186
,Chromic acid dipotassium salt,7789-00-6,Toxin,4180186
,Dipotassium chromate,7789-00-6,Toxin,4180186
,Dipotassium monochromate,7789-00-6,Toxin,4180186
,K2CrO4,7789-00-6,Toxin,4180186
,Neutral potassium chromate,7789-00-6,Toxin,4180186
,Potassium chromic acid,7789-00-6,Toxin,4180186
,Tarapacaite,7789-00-6,Toxin,4180186
,'1,2,3,4,7,9-HEXACHLORODIBENZOFURAN',91538-84-0,Toxin,4180186
,'Dibenzofuran, 1,2,3,4,7,9-hexachloro',91538-84-0,Toxin,4180186
,Anthranthrene,191-26-4,Toxin,4180186
,'Dibenzo(cd,jk)pyrene',191-26-4,Toxin,4180186
,'Dibenzo(def,mno)chrysene',191-26-4,Toxin,4180186
,'Dibenzocd,jkpyrene',191-26-4,Toxin,4180186
,'Dibenzodef,mmochrysene',191-26-4,Toxin,4180186
,'Dibenzdef,mnochrysene',191-26-4,Toxin,4180186
,'1,2,3-Trihydroxypropane',56-81-5,Toxin,4180186
,Bulbold,56-81-5,Toxin,4180186
,Cristal,56-81-5,Toxin,4180186
,E 422,56-81-5,Toxin,4180186
,Emery 916,56-81-5,Toxin,4180186
,Glyceol Opthalgan,56-81-5,Toxin,4180186
,Glycerin,56-81-5,Toxin,4180186
,Glycerine,56-81-5,Toxin,4180186
,Glyceritol,56-81-5,Toxin,4180186
,Glycyl alcohol,56-81-5,Toxin,4180186
,Glyrol,56-81-5,Toxin,4180186
,Glysanin,56-81-5,Toxin,4180186
,IFP,56-81-5,Toxin,4180186
,Incorporation factor,56-81-5,Toxin,4180186
,Mackstat H 66,56-81-5,Toxin,4180186
,Osmoglyn,56-81-5,Toxin,4180186
,Pricerine 9091,56-81-5,Toxin,4180186
,Propanetriol,56-81-5,Toxin,4180186
,RG-S,56-81-5,Toxin,4180186
,Trihydroxypropane,56-81-5,Toxin,4180186
,Tryhydroxypropane,56-81-5,Toxin,4180186
,'2,5:3,4-Dianhydro-1,6-dideoxy-2-{(1E,3E)-4-(2S,3R)-3-(4-methoxy-3,5-dimethyl-2-oxo-2H-pyran-6-yl)-3-methyl-2-oxiranyl-2-methyl-1,3-pentadien-1-yl}-4-methyl-D-altritol',88389-71-3,Toxin,4180186
,'4-Methoxy-3,5-dimethyl-6-(2R,3S)-2-methyl-3-{(2E,4E)-4-methyl-5-(1S,2S,4R,5R)-2,4,5-trimethyl-3,6-dioxabicyclo3.1.0hex-2-ylpenta-2,4-dien-2-yl}oxiran-2-yl-2H-pyran-2-one',88389-71-3,Toxin,4180186
,'(RS)-1,2-Propanediol',57-55-6,Toxin,4180186
,'1,2-(RS)-Propanediol',57-55-6,Toxin,4180186
,'1,2-Dihydroxypropane',57-55-6,Toxin,4180186
,'1,2-Propanediol',57-55-6,Toxin,4180186
,'1,2-Propylene glycol',57-55-6,Toxin,4180186
,'1,2-Propylenglykol',57-55-6,Toxin,4180186
,'2,3-Propanediol',57-55-6,Toxin,4180186
,2-Hydroxypropanol,57-55-6,Toxin,4180186
,a-Propylene glycol,57-55-6,Toxin,4180186
,Aliphatic alcohol,57-55-6,Toxin,4180186
,alpha-Propylene glycol,57-55-6,Toxin,4180186
,Chilisa FE,57-55-6,Toxin,4180186
,'DL-1,2-Propanediol',57-55-6,Toxin,4180186
,Dl-Propylene glycol,57-55-6,Toxin,4180186
,Dowfrost,57-55-6,Toxin,4180186
,Glycol,57-55-6,Toxin,4180186
,Ilexan P,57-55-6,Toxin,4180186
,'Inhibited 1,2-propylene glycol',57-55-6,Toxin,4180186
,Isopropylene glycol,57-55-6,Toxin,4180186
,Methyl glycol,57-55-6,Toxin,4180186
,Methylethyl glycol,57-55-6,Toxin,4180186
,Methylethylene glycol,57-55-6,Toxin,4180186
,Monopropylene glycol,57-55-6,Toxin,4180186
,Prolugen,57-55-6,Toxin,4180186
,'Propane-1,2-diol',57-55-6,Toxin,4180186
,Propanediol,57-55-6,Toxin,4180186
,Propylene glycol usp,57-55-6,Toxin,4180186
,Propylenglycol,57-55-6,Toxin,4180186
,Sentry Propylene Glycol,57-55-6,Toxin,4180186
,Sirlene,57-55-6,Toxin,4180186
,Solar Winter Ban,57-55-6,Toxin,4180186
,Solargard P,57-55-6,Toxin,4180186
,Trimethyl glycol,57-55-6,Toxin,4180186
,Ucar 35,57-55-6,Toxin,4180186
,(2S)-2-Aminopentanedioate,56-86-0,Toxin,4180186
,(2S)-2-Aminopentanedioic acid,56-86-0,Toxin,4180186
,(S)-(+)-Glutamate,56-86-0,Toxin,4180186
,(S)-(+)-Glutamic acid,56-86-0,Toxin,4180186
,(S)-2-Aminopentanedioate,56-86-0,Toxin,4180186
,(S)-2-Aminopentanedioic acid,56-86-0,Toxin,4180186
,(S)-Glutamate,56-86-0,Toxin,4180186
,(S)-Glutamic acid,56-86-0,Toxin,4180186
,'1-Amino-propane-1,3-dicarboxylate',56-86-0,Toxin,4180186
,'1-Amino-propane-1,3-dicarboxylic acid',56-86-0,Toxin,4180186
,'1-Aminopropane-1,3-dicarboxylate',56-86-0,Toxin,4180186
,'1-Aminopropane-1,3-dicarboxylic acid',56-86-0,Toxin,4180186
,2-Aminoglutarate,56-86-0,Toxin,4180186
,2-Aminoglutaric acid,56-86-0,Toxin,4180186
,2-Aminopentanedioate,56-86-0,Toxin,4180186
,2-Aminopentanedioic acid,56-86-0,Toxin,4180186
,a-Aminoglutarate,56-86-0,Toxin,4180186
,a-Aminoglutaric acid,56-86-0,Toxin,4180186
,a-Glutamate,56-86-0,Toxin,4180186
,a-Glutamic acid,56-86-0,Toxin,4180186
,Aciglut,56-86-0,Toxin,4180186
,alpha-Aminoglutarate,56-86-0,Toxin,4180186
,alpha-Aminoglutaric acid,56-86-0,Toxin,4180186
,alpha-Glutamate,56-86-0,Toxin,4180186
,Aminoglutarate,56-86-0,Toxin,4180186
,Aminoglutaric acid,56-86-0,Toxin,4180186
,E,56-86-0,Toxin,4180186
,Glt,56-86-0,Toxin,4180186
,Glu,56-86-0,Toxin,4180186
,Glusate,56-86-0,Toxin,4180186
,Glut,56-86-0,Toxin,4180186
,Glutacid,56-86-0,Toxin,4180186
,Glutamic acid,56-86-0,Toxin,4180186
,Glutamicol,56-86-0,Toxin,4180186
,Glutamidex,56-86-0,Toxin,4180186
,Glutaminate,56-86-0,Toxin,4180186
,Glutaminic acid,56-86-0,Toxin,4180186
,Glutaminol,56-86-0,Toxin,4180186
,Glutaton,56-86-0,Toxin,4180186
,L-(+)-Glutamate,56-86-0,Toxin,4180186
,L-(+)-Glutamic acid,56-86-0,Toxin,4180186
,L-a-Aminoglutarate,56-86-0,Toxin,4180186
,L-a-Aminoglutaric acid,56-86-0,Toxin,4180186
,L-alpha-Aminoglutarate,56-86-0,Toxin,4180186
,L-alpha-Aminoglutaric acid,56-86-0,Toxin,4180186
,L-Glu,56-86-0,Toxin,4180186
,L-Glutamate,56-86-0,Toxin,4180186
,L-Glutaminate,56-86-0,Toxin,4180186
,L-Glutaminic acid,56-86-0,Toxin,4180186
,(-)-beta-Phenylalanine,63-91-2,Toxin,4180186
,(L)-Phenylalanine,63-91-2,Toxin,4180186
,(S)-(-)-Phenylalanine,63-91-2,Toxin,4180186
,(S)-2-amino-3-phenylpropanoate,63-91-2,Toxin,4180186
,(S)-2-amino-3-phenylpropanoic acid,63-91-2,Toxin,4180186
,(S)-2-Amino-3-phenylpropionate,63-91-2,Toxin,4180186
,(S)-2-Amino-3-phenylpropionic acid,63-91-2,Toxin,4180186
,(S)-alpha-Amino-benzenepropanoate,63-91-2,Toxin,4180186
,(S)-alpha-Amino-benzenepropanoic acid,63-91-2,Toxin,4180186
,(S)-alpha-Amino-beta-phenylpropionate,63-91-2,Toxin,4180186
,(S)-alpha-Amino-beta-phenylpropionic acid,63-91-2,Toxin,4180186
,(S)-alpha-Aminobenzenepropanoate,63-91-2,Toxin,4180186
,(S)-alpha-Aminobenzenepropanoic acid,63-91-2,Toxin,4180186
,(S)-alpha-Aminohydrocinnamate,63-91-2,Toxin,4180186
,(S)-alpha-Aminohydrocinnamic acid,63-91-2,Toxin,4180186
,(S)-Phenylalanine,63-91-2,Toxin,4180186
,3-Phenyl-L-alanine,63-91-2,Toxin,4180186
,alpha-Aminohydrocinnamate,63-91-2,Toxin,4180186
,alpha-Aminohydrocinnamic acid,63-91-2,Toxin,4180186
,beta-Phenyl-alpha-alanine,63-91-2,Toxin,4180186
,beta-Phenyl-L-alanine,63-91-2,Toxin,4180186
,beta-Phenylalanine,63-91-2,Toxin,4180186
,F,63-91-2,Toxin,4180186
,L-2-Amino-3-phenylpropionate,63-91-2,Toxin,4180186
,L-2-Amino-3-phenylpropionic acid,63-91-2,Toxin,4180186
,Phe,63-91-2,Toxin,4180186
,Phenyl-Alanine,63-91-2,Toxin,4180186
,Phenylalamine,63-91-2,Toxin,4180186
,Phenylalanine,63-91-2,Toxin,4180186
,\u03b2-phenyl-L-alanine,63-91-2,Toxin,4180186
,1-Bicyclo2.2.1hept-5-en-2-yl-1-phenyl-3-piperidin-1-yl-propan-1-ol,514-65-8,Toxin,4180186
,Akineton,514-65-8,Toxin,4180186
,alpha-5-Norbornen-2-yl-alpha-phenyl-1-piperidinepropanol,514-65-8,Toxin,4180186
,alpha-Bicyclo2.2.1hept-5-en-2-yl-alpha-phenyl-1-piperidinepropanol,514-65-8,Toxin,4180186
,Beperiden,514-65-8,Toxin,4180186
,Bilino,514-65-8,Toxin,4180186
,Biperidene,514-65-8,Toxin,4180186
,Biperideno,514-65-8,Toxin,4180186
,Biperidenum,514-65-8,Toxin,4180186
,Biperidine,514-65-8,Toxin,4180186
,Ipsatol,514-65-8,Toxin,4180186
,Digallium diselenide,12024-24-7,Toxin,4180186
,Digallium triselenide,12024-24-7,Toxin,4180186
,Gallium diselenide,12024-24-7,Toxin,4180186
,Gallium selenide (Ga2Se2),12024-24-7,Toxin,4180186
,Gallium triselenide,12024-24-7,Toxin,4180186
,'2,2-Dichloroethenol dimethyl phosphate',62-73-7,Toxin,4180186
,'2,2-Dichloroethenyl dimethyl phosphate',62-73-7,Toxin,4180186
,'2,2-Dichloroethenyl phosphoric acid dimethyl ester',62-73-7,Toxin,4180186
,'2,2-Dichlorovinyl alcohol dimethyl phosphate',62-73-7,Toxin,4180186
,'2,2-Dichlorovinyl dimethyl phosphate',62-73-7,Toxin,4180186
,'2,2-Dichlorovinyl dimethyl phosphoric acid ester',62-73-7,Toxin,4180186
,'2,2-Dichlorovinyl-O,O-dimethyl phosphate',62-73-7,Toxin,4180186
,'2,2-Dimethyldichlorovinyl phosphate',62-73-7,Toxin,4180186
,Algard,62-73-7,Toxin,4180186
,Apavap,62-73-7,Toxin,4180186
,Aquaguard,62-73-7,Toxin,4180186
,Astrobot,62-73-7,Toxin,4180186
,Atgard,62-73-7,Toxin,4180186
,Benfos,62-73-7,Toxin,4180186
,Bibesol,62-73-7,Toxin,4180186
,Brevinyl,62-73-7,Toxin,4180186
,Canogard,62-73-7,Toxin,4180186
,Cekusan,62-73-7,Toxin,4180186
,Chlorvinphos,62-73-7,Toxin,4180186
,Cyanophos,62-73-7,Toxin,4180186
,Cypona,62-73-7,Toxin,4180186
,DDVP,62-73-7,Toxin,4180186
,Dichloroethenyl dimethyl phosphate,62-73-7,Toxin,4180186
,Dichlorophos,62-73-7,Toxin,4180186
,Diclorvos,62-73-7,Toxin,4180186
,'Dimethyl 2,2-dichloroethenyl phosphate',62-73-7,Toxin,4180186
,'Dimethyl 2,2-dichlorovinyl phosphate',62-73-7,Toxin,4180186
,Dimethyl dichlorovinyl phosphate,62-73-7,Toxin,4180186
,'Dimethyl O,O-dichlorovinyl-2,2-phosphate',62-73-7,Toxin,4180186
,'Dimethyl-2,2-dichlorovinyl phosphate',62-73-7,Toxin,4180186
,Dimethyldichlorovinyl phosphate,62-73-7,Toxin,4180186
,Divipan,62-73-7,Toxin,4180186
,Duravos,62-73-7,Toxin,4180186
,Equigand,62-73-7,Toxin,4180186
,Equigard,62-73-7,Toxin,4180186
,Equigel,62-73-7,Toxin,4180186
,Equiguard,62-73-7,Toxin,4180186
,'Ethenol, 2,2-dichloro-, dimethyl phosphate',62-73-7,Toxin,4180186
,Fecama,62-73-7,Toxin,4180186
,Herkal,62-73-7,Toxin,4180186
,Herkol,62-73-7,Toxin,4180186
,Insectigas D,62-73-7,Toxin,4180186
,Krecalvin,62-73-7,Toxin,4180186
,Lindan,62-73-7,Toxin,4180186
,Lindanmafu,62-73-7,Toxin,4180186
,Nerkol,62-73-7,Toxin,4180186
,Nogos,62-73-7,Toxin,4180186
,Novotox,62-73-7,Toxin,4180186
,Nuvan,62-73-7,Toxin,4180186
,'O,O-Dimethyl 2,2-dichlorovinyl phosphate',62-73-7,Toxin,4180186
,'O,O-Dimethyl dichlorovinyl phosphate',62-73-7,Toxin,4180186
,'O-(2,2-Dichloroethenyl) O,O-dimethyl phosphate',62-73-7,Toxin,4180186
,'O-(2,2-Dichlorvinyl)-O,O-dimethylphosphate',62-73-7,Toxin,4180186
,Panaplate,62-73-7,Toxin,4180186
,'Phosphoric acid 2,2-dichloroethenyl dimethyl ester',62-73-7,Toxin,4180186
,'Phosphoric acid 2,2-dichlorovinyl dimethyl ester',62-73-7,Toxin,4180186
,Phosvit,62-73-7,Toxin,4180186
,Tetravos,62-73-7,Toxin,4180186
,Topanol,62-73-7,Toxin,4180186
,Unifos,62-73-7,Toxin,4180186
,Unitox,62-73-7,Toxin,4180186
,Vapona,62-73-7,Toxin,4180186
,Verdican,62-73-7,Toxin,4180186
,Verdipor,62-73-7,Toxin,4180186
,Verdisol,62-73-7,Toxin,4180186
,(+-)-Oxazepam,604-75-1,Toxin,4180186
,(RS)-Oxazepam,604-75-1,Toxin,4180186
,Adumbran,604-75-1,Toxin,4180186
,Alepam,604-75-1,Toxin,4180186
,Alopam,604-75-1,Toxin,4180186
,Anxiolit,604-75-1,Toxin,4180186
,Durazepam,604-75-1,Toxin,4180186
,Limbial,604-75-1,Toxin,4180186
,Medopam,604-75-1,Toxin,4180186
,Murelax,604-75-1,Toxin,4180186
,Noripam,604-75-1,Toxin,4180186
,Opamox,604-75-1,Toxin,4180186
,Ox-Pam,604-75-1,Toxin,4180186
,Oxascand,604-75-1,Toxin,4180186
,Oxazipam,604-75-1,Toxin,4180186
,Oxozepam,604-75-1,Toxin,4180186
,Praxiten,604-75-1,Toxin,4180186
,Purata,604-75-1,Toxin,4180186
,Serax,604-75-1,Toxin,4180186
,Serenal,604-75-1,Toxin,4180186
,Serenid,604-75-1,Toxin,4180186
,Serepax,604-75-1,Toxin,4180186
,Seresta,604-75-1,Toxin,4180186
,Serpax,604-75-1,Toxin,4180186
,Sobril,604-75-1,Toxin,4180186
,Tazepam,604-75-1,Toxin,4180186
,Vaben,604-75-1,Toxin,4180186
,Zaxpam,604-75-1,Toxin,4180186
,'1,3,7-Trichlorodibenzo-P-dioxin',67028-17-5,Toxin,4180186
,'1,3,7-TRICHLORODIBENZODIOXIN',67028-17-5,Toxin,4180186
,Vanadic oxide,1314-34-7,Toxin,4180186
,Vanadium oxide,1314-34-7,Toxin,4180186
,Vanadium oxide (V2O3),1314-34-7,Toxin,4180186
,Vanadium sesquioxide,1314-34-7,Toxin,4180186
,Vanadium trioxide,1314-34-7,Toxin,4180186
,'VANADIUM TRIOXIDE, V2O3',1314-34-7,Toxin,4180186
,Vanadium(3)oxide,1314-34-7,Toxin,4180186
,'2-Phenyl-1,3(2H)-indenedione',83-12-5,Toxin,4180186
,'2-Phenyl-1,3-diketohydrindene',83-12-5,Toxin,4180186
,'2-Phenyl-1,3-indandione',83-12-5,Toxin,4180186
,Dindevan,83-12-5,Toxin,4180186
,Fenindion,83-12-5,Toxin,4180186
,Fenindiona,83-12-5,Toxin,4180186
