location_id,relationship_type_concept_id,domain_id,entity_id,start_date,end_date
4732,581476,Person,4732,2014-01-01,2019-12-31
4734,581476,Person,4734,2014-01-01,2019-12-31
4736,581476,Person,4736,2014-01-01,2019-12-31
4737,581476,Person,4737,2014-01-01,2019-12-31
4738,581476,Person,4738,2014-01-01,2019-12-31
4739,581476,Person,4739,2014-01-01,2019-12-31
4757,581476,Person,4757,2014-01-01,2019-12-31
4758,581476,Person,4758,2014-01-01,2019-12-31
4759,581476,Person,4759,2014-01-01,2019-12-31
4760,581476,Person,4760,2014-01-01,2019-12-31
4761,581476,Person,4761,2014-01-01,2019-12-31
4762,581476,Person,4762,2014-01-01,2019-12-31
4763,581476,Person,4763,2014-01-01,2019-12-31
4764,581476,Person,4764,2014-01-01,2019-12-31
4765,581476,Person,4765,2014-01-01,2019-12-31
4766,581476,Person,4766,2014-01-01,2019-12-31
4767,581476,Person,4767,2014-01-01,2019-12-31
4768,581476,Person,4768,2014-01-01,2019-12-31
4769,581476,Person,4769,2014-01-01,2019-12-31
4771,581476,Person,4771,2014-01-01,2019-12-31
4773,581476,Person,4773,2014-01-01,2019-12-31
4777,581476,Person,4777,2014-01-01,2019-12-31
4778,581476,Person,4778,2014-01-01,2019-12-31
4779,581476,Person,4779,2014-01-01,2019-12-31
4781,581476,Person,4781,2014-01-01,2019-12-31
4782,581476,Person,4782,2014-01-01,2019-12-31
4783,581476,Person,4783,2014-01-01,2019-12-31
4784,581476,Person,4784,2014-01-01,2019-12-31
4788,581476,Person,4788,2014-01-01,2019-12-31
4789,581476,Person,4789,2014-01-01,2019-12-31
4790,581476,Person,4790,2014-01-01,2019-12-31
4791,581476,Person,4791,2014-01-01,2019-12-31
4792,581476,Person,4792,2014-01-01,2019-12-31
4793,581476,Person,4793,2014-01-01,2019-12-31
4796,581476,Person,4796,2014-01-01,2019-12-31
4799,581476,Person,4799,2014-01-01,2019-12-31
4807,581476,Person,4807,2014-01-01,2019-12-31
4808,581476,Person,4808,2014-01-01,2019-12-31
4810,581476,Person,4810,2014-01-01,2019-12-31
4811,581476,Person,4811,2014-01-01,2019-12-31
4816,581476,Person,4816,2014-01-01,2019-12-31
4817,581476,Person,4817,2014-01-01,2019-12-31
4819,581476,Person,4819,2014-01-01,2019-12-31
4820,581476,Person,4820,2014-01-01,2019-12-31
4822,581476,Person,4822,2014-01-01,2019-12-31
4826,581476,Person,4826,2014-01-01,2019-12-31
4844,581476,Person,4844,2014-01-01,2019-12-31
4845,581476,Person,4845,2014-01-01,2019-12-31
4846,581476,Person,4846,2014-01-01,2019-12-31
4851,581476,Person,4851,2014-01-01,2019-12-31
4853,581476,Person,4853,2014-01-01,2019-12-31
4855,581476,Person,4855,2014-01-01,2019-12-31
4858,581476,Person,4858,2014-01-01,2019-12-31
4859,581476,Person,4859,2014-01-01,2019-12-31
4860,581476,Person,4860,2014-01-01,2019-12-31
4864,581476,Person,4864,2014-01-01,2019-12-31
4865,581476,Person,4865,2014-01-01,2019-12-31
4866,581476,Person,4866,2014-01-01,2019-12-31
4868,581476,Person,4868,2014-01-01,2019-12-31
4869,581476,Person,4869,2014-01-01,2019-12-31
4871,581476,Person,4871,2014-01-01,2019-12-31
4872,581476,Person,4872,2014-01-01,2019-12-31
4873,581476,Person,4873,2014-01-01,2019-12-31
4875,581476,Person,4875,2014-01-01,2019-12-31
4876,581476,Person,4876,2014-01-01,2019-12-31
4877,581476,Person,4877,2014-01-01,2019-12-31
4879,581476,Person,4879,2014-01-01,2019-12-31
4880,581476,Person,4880,2014-01-01,2019-12-31
4883,581476,Person,4883,2014-01-01,2019-12-31
4884,581476,Person,4884,2014-01-01,2019-12-31
4885,581476,Person,4885,2014-01-01,2019-12-31
4886,581476,Person,4886,2014-01-01,2019-12-31
4887,581476,Person,4887,2014-01-01,2019-12-31
4888,581476,Person,4888,2014-01-01,2019-12-31
4890,581476,Person,4890,2014-01-01,2019-12-31
4891,581476,Person,4891,2014-01-01,2019-12-31
4894,581476,Person,4894,2014-01-01,2019-12-31
4895,581476,Person,4895,2014-01-01,2019-12-31
4896,581476,Person,4896,2014-01-01,2019-12-31
4897,581476,Person,4897,2014-01-01,2019-12-31
4898,581476,Person,4898,2014-01-01,2019-12-31
4903,581476,Person,4903,2014-01-01,2019-12-31
4907,581476,Person,4907,2014-01-01,2019-12-31
4908,581476,Person,4908,2014-01-01,2019-12-31
4911,581476,Person,4911,2014-01-01,2019-12-31
4930,581476,Person,4930,2014-01-01,2019-12-31
4934,581476,Person,4934,2014-01-01,2019-12-31
4935,581476,Person,4935,2014-01-01,2019-12-31
4936,581476,Person,4936,2014-01-01,2019-12-31
4939,581476,Person,4939,2014-01-01,2019-12-31
4942,581476,Person,4942,2014-01-01,2019-12-31
4944,581476,Person,4944,2014-01-01,2019-12-31
4945,581476,Person,4945,2014-01-01,2019-12-31
4948,581476,Person,4948,2014-01-01,2019-12-31
4949,581476,Person,4949,2014-01-01,2019-12-31
4950,581476,Person,4950,2014-01-01,2019-12-31
4954,581476,Person,4954,2014-01-01,2019-12-31
4955,581476,Person,4955,2014-01-01,2019-12-31
4956,581476,Person,4956,2014-01-01,2019-12-31
4957,581476,Person,4957,2014-01-01,2019-12-31
4958,581476,Person,4958,2014-01-01,2019-12-31
4961,581476,Person,4961,2014-01-01,2019-12-31
4964,581476,Person,4964,2014-01-01,2019-12-31
4967,581476,Person,4967,2014-01-01,2019-12-31
4969,581476,Person,4969,2014-01-01,2019-12-31
4970,581476,Person,4970,2014-01-01,2019-12-31
4971,581476,Person,4971,2014-01-01,2019-12-31
4973,581476,Person,4973,2014-01-01,2019-12-31
4974,581476,Person,4974,2014-01-01,2019-12-31
4978,581476,Person,4978,2014-01-01,2019-12-31
4981,581476,Person,4981,2014-01-01,2019-12-31
4982,581476,Person,4982,2014-01-01,2019-12-31
4985,581476,Person,4985,2014-01-01,2019-12-31
4986,581476,Person,4986,2014-01-01,2019-12-31
4987,581476,Person,4987,2014-01-01,2019-12-31
4991,581476,Person,4991,2014-01-01,2019-12-31
4994,581476,Person,4994,2014-01-01,2019-12-31
4995,581476,Person,4995,2014-01-01,2019-12-31
4996,581476,Person,4996,2014-01-01,2019-12-31
4997,581476,Person,4997,2014-01-01,2019-12-31
4998,581476,Person,4998,2014-01-01,2019-12-31
4999,581476,Person,4999,2014-01-01,2019-12-31
5000,581476,Person,5000,2014-01-01,2019-12-31
5002,581476,Person,5002,2014-01-01,2019-12-31
5003,581476,Person,5003,2014-01-01,2019-12-31
5017,581476,Person,5017,2014-01-01,2019-12-31
5018,581476,Person,5018,2014-01-01,2019-12-31
5025,581476,Person,5025,2014-01-01,2019-12-31
5027,581476,Person,5027,2014-01-01,2019-12-31
5030,581476,Person,5030,2014-01-01,2019-12-31
5031,581476,Person,5031,2014-01-01,2019-12-31
5032,581476,Person,5032,2014-01-01,2019-12-31
5034,581476,Person,5034,2014-01-01,2019-12-31
5038,581476,Person,5038,2014-01-01,2019-12-31
5039,581476,Person,5039,2014-01-01,2019-12-31
5040,581476,Person,5040,2014-01-01,2019-12-31
5041,581476,Person,5041,2014-01-01,2019-12-31
5043,581476,Person,5043,2014-01-01,2019-12-31
5046,581476,Person,5046,2014-01-01,2019-12-31
5047,581476,Person,5047,2014-01-01,2019-12-31
5049,581476,Person,5049,2014-01-01,2019-12-31
5050,581476,Person,5050,2014-01-01,2019-12-31
5052,581476,Person,5052,2014-01-01,2019-12-31
5053,581476,Person,5053,2014-01-01,2019-12-31
5054,581476,Person,5054,2014-01-01,2019-12-31
5060,581476,Person,5060,2014-01-01,2019-12-31
5061,581476,Person,5061,2014-01-01,2019-12-31
5062,581476,Person,5062,2014-01-01,2019-12-31
5063,581476,Person,5063,2014-01-01,2019-12-31
5064,581476,Person,5064,2014-01-01,2019-12-31
5067,581476,Person,5067,2014-01-01,2019-12-31
5068,581476,Person,5068,2014-01-01,2019-12-31
5071,581476,Person,5071,2014-01-01,2019-12-31
5072,581476,Person,5072,2014-01-01,2019-12-31
5073,581476,Person,5073,2014-01-01,2019-12-31
5076,581476,Person,5076,2014-01-01,2019-12-31
5077,581476,Person,5077,2014-01-01,2019-12-31
5078,581476,Person,5078,2014-01-01,2019-12-31
5079,581476,Person,5079,2014-01-01,2019-12-31
5083,581476,Person,5083,2014-01-01,2019-12-31
5085,581476,Person,5085,2014-01-01,2019-12-31
5086,581476,Person,5086,2014-01-01,2019-12-31
5087,581476,Person,5087,2014-01-01,2019-12-31
5088,581476,Person,5088,2014-01-01,2019-12-31
5092,581476,Person,5092,2014-01-01,2019-12-31
5105,581476,Person,5105,2014-01-01,2019-12-31
5108,581476,Person,5108,2014-01-01,2019-12-31
5110,581476,Person,5110,2014-01-01,2019-12-31
5111,581476,Person,5111,2014-01-01,2019-12-31
5112,581476,Person,5112,2014-01-01,2019-12-31
5113,581476,Person,5113,2014-01-01,2019-12-31
5114,581476,Person,5114,2014-01-01,2019-12-31
5116,581476,Person,5116,2014-01-01,2019-12-31
5120,581476,Person,5120,2014-01-01,2019-12-31
5121,581476,Person,5121,2014-01-01,2019-12-31
5122,581476,Person,5122,2014-01-01,2019-12-31
5123,581476,Person,5123,2014-01-01,2019-12-31
5124,581476,Person,5124,2014-01-01,2019-12-31
5125,581476,Person,5125,2014-01-01,2019-12-31
5126,581476,Person,5126,2014-01-01,2019-12-31
5129,581476,Person,5129,2014-01-01,2019-12-31
5131,581476,Person,5131,2014-01-01,2019-12-31
5133,581476,Person,5133,2014-01-01,2019-12-31
5135,581476,Person,5135,2014-01-01,2019-12-31
5136,581476,Person,5136,2014-01-01,2019-12-31
5137,581476,Person,5137,2014-01-01,2019-12-31
5139,581476,Person,5139,2014-01-01,2019-12-31
5140,581476,Person,5140,2014-01-01,2019-12-31
5141,581476,Person,5141,2014-01-01,2019-12-31
5142,581476,Person,5142,2014-01-01,2019-12-31
5143,581476,Person,5143,2014-01-01,2019-12-31
5146,581476,Person,5146,2014-01-01,2019-12-31
5149,581476,Person,5149,2014-01-01,2019-12-31
5151,581476,Person,5151,2014-01-01,2019-12-31
5152,581476,Person,5152,2014-01-01,2019-12-31
5156,581476,Person,5156,2014-01-01,2019-12-31
5160,581476,Person,5160,2014-01-01,2019-12-31
5161,581476,Person,5161,2014-01-01,2019-12-31
5163,581476,Person,5163,2014-01-01,2019-12-31
5166,581476,Person,5166,2014-01-01,2019-12-31
5168,581476,Person,5168,2014-01-01,2019-12-31
5169,581476,Person,5169,2014-01-01,2019-12-31
5174,581476,Person,5174,2014-01-01,2019-12-31
5176,581476,Person,5176,2014-01-01,2019-12-31
5185,581476,Person,5185,2014-01-01,2019-12-31
5189,581476,Person,5189,2014-01-01,2019-12-31
5190,581476,Person,5190,2014-01-01,2019-12-31
5192,581476,Person,5192,2014-01-01,2019-12-31
5193,581476,Person,5193,2014-01-01,2019-12-31
5196,581476,Person,5196,2014-01-01,2019-12-31
5198,581476,Person,5198,2014-01-01,2019-12-31
5199,581476,Person,5199,2014-01-01,2019-12-31
5201,581476,Person,5201,2014-01-01,2019-12-31
5204,581476,Person,5204,2014-01-01,2019-12-31
5206,581476,Person,5206,2014-01-01,2019-12-31
5207,581476,Person,5207,2014-01-01,2019-12-31
5209,581476,Person,5209,2014-01-01,2019-12-31
5213,581476,Person,5213,2014-01-01,2019-12-31
5214,581476,Person,5214,2014-01-01,2019-12-31
5215,581476,Person,5215,2014-01-01,2019-12-31
5216,581476,Person,5216,2014-01-01,2019-12-31
5221,581476,Person,5221,2014-01-01,2019-12-31
5223,581476,Person,5223,2014-01-01,2019-12-31
5227,581476,Person,5227,2014-01-01,2019-12-31
5235,581476,Person,5235,2014-01-01,2019-12-31
5236,581476,Person,5236,2014-01-01,2019-12-31
5238,581476,Person,5238,2014-01-01,2019-12-31
5240,581476,Person,5240,2014-01-01,2019-12-31
5241,581476,Person,5241,2014-01-01,2019-12-31
5242,581476,Person,5242,2014-01-01,2019-12-31
5243,581476,Person,5243,2014-01-01,2019-12-31
5244,581476,Person,5244,2014-01-01,2019-12-31
5245,581476,Person,5245,2014-01-01,2019-12-31
5248,581476,Person,5248,2014-01-01,2019-12-31
5251,581476,Person,5251,2014-01-01,2019-12-31
5256,581476,Person,5256,2014-01-01,2019-12-31
5258,581476,Person,5258,2014-01-01,2019-12-31
5262,581476,Person,5262,2014-01-01,2019-12-31
5263,581476,Person,5263,2014-01-01,2019-12-31
5264,581476,Person,5264,2014-01-01,2019-12-31
5266,581476,Person,5266,2014-01-01,2019-12-31
5269,581476,Person,5269,2014-01-01,2019-12-31
5270,581476,Person,5270,2014-01-01,2019-12-31
5271,581476,Person,5271,2014-01-01,2019-12-31
5272,581476,Person,5272,2014-01-01,2019-12-31
5274,581476,Person,5274,2014-01-01,2019-12-31
5277,581476,Person,5277,2014-01-01,2019-12-31
5285,581476,Person,5285,2014-01-01,2019-12-31
5286,581476,Person,5286,2014-01-01,2019-12-31
5288,581476,Person,5288,2014-01-01,2019-12-31
5290,581476,Person,5290,2014-01-01,2019-12-31
5292,581476,Person,5292,2014-01-01,2019-12-31
5293,581476,Person,5293,2014-01-01,2019-12-31
5299,581476,Person,5299,2014-01-01,2019-12-31
5300,581476,Person,5300,2014-01-01,2019-12-31
5302,581476,Person,5302,2014-01-01,2019-12-31
5304,581476,Person,5304,2014-01-01,2019-12-31
5308,581476,Person,5308,2014-01-01,2019-12-31
5310,581476,Person,5310,2014-01-01,2019-12-31
5311,581476,Person,5311,2014-01-01,2019-12-31
5314,581476,Person,5314,2014-01-01,2019-12-31
5315,581476,Person,5315,2014-01-01,2019-12-31
5316,581476,Person,5316,2014-01-01,2019-12-31
5320,581476,Person,5320,2014-01-01,2019-12-31
5321,581476,Person,5321,2014-01-01,2019-12-31
5323,581476,Person,5323,2014-01-01,2019-12-31
5324,581476,Person,5324,2014-01-01,2019-12-31
5325,581476,Person,5325,2014-01-01,2019-12-31
5326,581476,Person,5326,2014-01-01,2019-12-31
5328,581476,Person,5328,2014-01-01,2019-12-31
5330,581476,Person,5330,2014-01-01,2019-12-31
5332,581476,Person,5332,2014-01-01,2019-12-31
5333,581476,Person,5333,2014-01-01,2019-12-31
5335,581476,Person,5335,2014-01-01,2019-12-31
5336,581476,Person,5336,2014-01-01,2019-12-31
5337,581476,Person,5337,2014-01-01,2019-12-31
5338,581476,Person,5338,2014-01-01,2019-12-31
5342,581476,Person,5342,2014-01-01,2019-12-31
5343,581476,Person,5343,2014-01-01,2019-12-31
5344,581476,Person,5344,2014-01-01,2019-12-31
5346,581476,Person,5346,2014-01-01,2019-12-31
5347,581476,Person,5347,2014-01-01,2019-12-31
5349,581476,Person,5349,2014-01-01,2019-12-31
5350,581476,Person,5350,2014-01-01,2019-12-31
5351,581476,Person,5351,2014-01-01,2019-12-31
5353,581476,Person,5353,2014-01-01,2019-12-31
5369,581476,Person,5369,2014-01-01,2019-12-31
5370,581476,Person,5370,2014-01-01,2019-12-31
5372,581476,Person,5372,2014-01-01,2019-12-31
5373,581476,Person,5373,2014-01-01,2019-12-31
5375,581476,Person,5375,2014-01-01,2019-12-31
5376,581476,Person,5376,2014-01-01,2019-12-31
5377,581476,Person,5377,2014-01-01,2019-12-31
5378,581476,Person,5378,2014-01-01,2019-12-31
5381,581476,Person,5381,2014-01-01,2019-12-31
5383,581476,Person,5383,2014-01-01,2019-12-31
5388,581476,Person,5388,2014-01-01,2019-12-31
5389,581476,Person,5389,2014-01-01,2019-12-31
5390,581476,Person,5390,2014-01-01,2019-12-31
5391,581476,Person,5391,2014-01-01,2019-12-31
5392,581476,Person,5392,2014-01-01,2019-12-31
5393,581476,Person,5393,2014-01-01,2019-12-31
5394,581476,Person,5394,2014-01-01,2019-12-31
5396,581476,Person,5396,2014-01-01,2019-12-31
5397,581476,Person,5397,2014-01-01,2019-12-31
5402,581476,Person,5402,2014-01-01,2019-12-31
5404,581476,Person,5404,2014-01-01,2019-12-31
5406,581476,Person,5406,2014-01-01,2019-12-31
5407,581476,Person,5407,2014-01-01,2019-12-31
5408,581476,Person,5408,2014-01-01,2019-12-31
5410,581476,Person,5410,2014-01-01,2019-12-31
5411,581476,Person,5411,2014-01-01,2019-12-31
5412,581476,Person,5412,2014-01-01,2019-12-31
5413,581476,Person,5413,2014-01-01,2019-12-31
5415,581476,Person,5415,2014-01-01,2019-12-31
5418,581476,Person,5418,2014-01-01,2019-12-31
5420,581476,Person,5420,2014-01-01,2019-12-31
5421,581476,Person,5421,2014-01-01,2019-12-31
5422,581476,Person,5422,2014-01-01,2019-12-31
5427,581476,Person,5427,2014-01-01,2019-12-31
5428,581476,Person,5428,2014-01-01,2019-12-31
5429,581476,Person,5429,2014-01-01,2019-12-31
5457,581476,Person,5457,2014-01-01,2019-12-31
5459,581476,Person,5459,2014-01-01,2019-12-31
5460,581476,Person,5460,2014-01-01,2019-12-31
5461,581476,Person,5461,2014-01-01,2019-12-31
5462,581476,Person,5462,2014-01-01,2019-12-31
5463,581476,Person,5463,2014-01-01,2019-12-31
5465,581476,Person,5465,2014-01-01,2019-12-31
5468,581476,Person,5468,2014-01-01,2019-12-31
5471,581476,Person,5471,2014-01-01,2019-12-31
5474,581476,Person,5474,2014-01-01,2019-12-31
5475,581476,Person,5475,2014-01-01,2019-12-31
5477,581476,Person,5477,2014-01-01,2019-12-31
5478,581476,Person,5478,2014-01-01,2019-12-31
5479,581476,Person,5479,2014-01-01,2019-12-31
5480,581476,Person,5480,2014-01-01,2019-12-31
5481,581476,Person,5481,2014-01-01,2019-12-31
5482,581476,Person,5482,2014-01-01,2019-12-31
5484,581476,Person,5484,2014-01-01,2019-12-31
5485,581476,Person,5485,2014-01-01,2019-12-31
5488,581476,Person,5488,2014-01-01,2019-12-31
5489,581476,Person,5489,2014-01-01,2019-12-31
5491,581476,Person,5491,2014-01-01,2019-12-31
5494,581476,Person,5494,2014-01-01,2019-12-31
5496,581476,Person,5496,2014-01-01,2019-12-31
5499,581476,Person,5499,2014-01-01,2019-12-31
5500,581476,Person,5500,2014-01-01,2019-12-31
5502,581476,Person,5502,2014-01-01,2019-12-31
5503,581476,Person,5503,2014-01-01,2019-12-31
5504,581476,Person,5504,2014-01-01,2019-12-31
5510,581476,Person,5510,2014-01-01,2019-12-31
5511,581476,Person,5511,2014-01-01,2019-12-31
5513,581476,Person,5513,2014-01-01,2019-12-31
5514,581476,Person,5514,2014-01-01,2019-12-31
5516,581476,Person,5516,2014-01-01,2019-12-31
5517,581476,Person,5517,2014-01-01,2019-12-31
5518,581476,Person,5518,2014-01-01,2019-12-31
5521,581476,Person,5521,2014-01-01,2019-12-31
5524,581476,Person,5524,2014-01-01,2019-12-31
5525,581476,Person,5525,2014-01-01,2019-12-31
5526,581476,Person,5526,2014-01-01,2019-12-31
5545,581476,Person,5545,2014-01-01,2019-12-31
5546,581476,Person,5546,2014-01-01,2019-12-31
5548,581476,Person,5548,2014-01-01,2019-12-31
5549,581476,Person,5549,2014-01-01,2019-12-31
5551,581476,Person,5551,2014-01-01,2019-12-31
5552,581476,Person,5552,2014-01-01,2019-12-31
5555,581476,Person,5555,2014-01-01,2019-12-31
5556,581476,Person,5556,2014-01-01,2019-12-31
5558,581476,Person,5558,2014-01-01,2019-12-31
5560,581476,Person,5560,2014-01-01,2019-12-31
5561,581476,Person,5561,2014-01-01,2019-12-31
5564,581476,Person,5564,2014-01-01,2019-12-31
5566,581476,Person,5566,2014-01-01,2019-12-31
5568,581476,Person,5568,2014-01-01,2019-12-31
5569,581476,Person,5569,2014-01-01,2019-12-31
5572,581476,Person,5572,2014-01-01,2019-12-31
5576,581476,Person,5576,2014-01-01,2019-12-31
5579,581476,Person,5579,2014-01-01,2019-12-31
5580,581476,Person,5580,2014-01-01,2019-12-31
5586,581476,Person,5586,2014-01-01,2019-12-31
5587,581476,Person,5587,2014-01-01,2019-12-31
5588,581476,Person,5588,2014-01-01,2019-12-31
5594,581476,Person,5594,2014-01-01,2019-12-31
5599,581476,Person,5599,2014-01-01,2019-12-31
5600,581476,Person,5600,2014-01-01,2019-12-31
5602,581476,Person,5602,2014-01-01,2019-12-31
5604,581476,Person,5604,2014-01-01,2019-12-31
5606,581476,Person,5606,2014-01-01,2019-12-31
5608,581476,Person,5608,2014-01-01,2019-12-31
5613,581476,Person,5613,2014-01-01,2019-12-31
5614,581476,Person,5614,2014-01-01,2019-12-31
5615,581476,Person,5615,2014-01-01,2019-12-31
5623,581476,Person,5623,2014-01-01,2019-12-31
5625,581476,Person,5625,2014-01-01,2019-12-31
5630,581476,Person,5630,2014-01-01,2019-12-31
5632,581476,Person,5632,2014-01-01,2019-12-31
5634,581476,Person,5634,2014-01-01,2019-12-31
5635,581476,Person,5635,2014-01-01,2019-12-31
5636,581476,Person,5636,2014-01-01,2019-12-31
5637,581476,Person,5637,2014-01-01,2019-12-31
5639,581476,Person,5639,2014-01-01,2019-12-31
5640,581476,Person,5640,2014-01-01,2019-12-31
5641,581476,Person,5641,2014-01-01,2019-12-31
5645,581476,Person,5645,2014-01-01,2019-12-31
5646,581476,Person,5646,2014-01-01,2019-12-31
5647,581476,Person,5647,2014-01-01,2019-12-31
5652,581476,Person,5652,2014-01-01,2019-12-31
5655,581476,Person,5655,2014-01-01,2019-12-31
5656,581476,Person,5656,2014-01-01,2019-12-31
5657,581476,Person,5657,2014-01-01,2019-12-31
5658,581476,Person,5658,2014-01-01,2019-12-31
5660,581476,Person,5660,2014-01-01,2019-12-31
5662,581476,Person,5662,2014-01-01,2019-12-31
5666,581476,Person,5666,2014-01-01,2019-12-31
5668,581476,Person,5668,2014-01-01,2019-12-31
5669,581476,Person,5669,2014-01-01,2019-12-31
5671,581476,Person,5671,2014-01-01,2019-12-31
5676,581476,Person,5676,2014-01-01,2019-12-31
5677,581476,Person,5677,2014-01-01,2019-12-31
5678,581476,Person,5678,2014-01-01,2019-12-31
5680,581476,Person,5680,2014-01-01,2019-12-31
5681,581476,Person,5681,2014-01-01,2019-12-31
5682,581476,Person,5682,2014-01-01,2019-12-31
5683,581476,Person,5683,2014-01-01,2019-12-31
5691,581476,Person,5691,2014-01-01,2019-12-31
5692,581476,Person,5692,2014-01-01,2019-12-31
5693,581476,Person,5693,2014-01-01,2019-12-31
5696,581476,Person,5696,2014-01-01,2019-12-31
5697,581476,Person,5697,2014-01-01,2019-12-31
5698,581476,Person,5698,2014-01-01,2019-12-31
5700,581476,Person,5700,2014-01-01,2019-12-31
5702,581476,Person,5702,2014-01-01,2019-12-31
5705,581476,Person,5705,2014-01-01,2019-12-31
5709,581476,Person,5709,2014-01-01,2019-12-31
5710,581476,Person,5710,2014-01-01,2019-12-31
5712,581476,Person,5712,2014-01-01,2019-12-31
5714,581476,Person,5714,2014-01-01,2019-12-31
5716,581476,Person,5716,2014-01-01,2019-12-31
5721,581476,Person,5721,2014-01-01,2019-12-31
5724,581476,Person,5724,2014-01-01,2019-12-31
5728,581476,Person,5728,2014-01-01,2019-12-31
5729,581476,Person,5729,2014-01-01,2019-12-31
5732,581476,Person,5732,2014-01-01,2019-12-31
5734,581476,Person,5734,2014-01-01,2019-12-31
5739,581476,Person,5739,2014-01-01,2019-12-31
5741,581476,Person,5741,2014-01-01,2019-12-31
5742,581476,Person,5742,2014-01-01,2019-12-31
5743,581476,Person,5743,2014-01-01,2019-12-31
5744,581476,Person,5744,2014-01-01,2019-12-31
5747,581476,Person,5747,2014-01-01,2019-12-31
5748,581476,Person,5748,2014-01-01,2019-12-31
5749,581476,Person,5749,2014-01-01,2019-12-31
5751,581476,Person,5751,2014-01-01,2019-12-31
5754,581476,Person,5754,2014-01-01,2019-12-31
5755,581476,Person,5755,2014-01-01,2019-12-31
5757,581476,Person,5757,2014-01-01,2019-12-31
5760,581476,Person,5760,2014-01-01,2019-12-31
5763,581476,Person,5763,2014-01-01,2019-12-31
5765,581476,Person,5765,2014-01-01,2019-12-31
5767,581476,Person,5767,2014-01-01,2019-12-31
5768,581476,Person,5768,2014-01-01,2019-12-31
5769,581476,Person,5769,2014-01-01,2019-12-31
5770,581476,Person,5770,2014-01-01,2019-12-31
5771,581476,Person,5771,2014-01-01,2019-12-31
5772,581476,Person,5772,2014-01-01,2019-12-31
5775,581476,Person,5775,2014-01-01,2019-12-31
5779,581476,Person,5779,2014-01-01,2019-12-31
5781,581476,Person,5781,2014-01-01,2019-12-31
5782,581476,Person,5782,2014-01-01,2019-12-31
5783,581476,Person,5783,2014-01-01,2019-12-31
5785,581476,Person,5785,2014-01-01,2019-12-31
5787,581476,Person,5787,2014-01-01,2019-12-31
5788,581476,Person,5788,2014-01-01,2019-12-31
5789,581476,Person,5789,2014-01-01,2019-12-31
5792,581476,Person,5792,2014-01-01,2019-12-31
5793,581476,Person,5793,2014-01-01,2019-12-31
5794,581476,Person,5794,2014-01-01,2019-12-31
5797,581476,Person,5797,2014-01-01,2019-12-31
5799,581476,Person,5799,2014-01-01,2019-12-31
5811,581476,Person,5811,2014-01-01,2019-12-31
5812,581476,Person,5812,2014-01-01,2019-12-31
5813,581476,Person,5813,2014-01-01,2019-12-31
5816,581476,Person,5816,2014-01-01,2019-12-31
5817,581476,Person,5817,2014-01-01,2019-12-31
5819,581476,Person,5819,2014-01-01,2019-12-31
5820,581476,Person,5820,2014-01-01,2019-12-31
5822,581476,Person,5822,2014-01-01,2019-12-31
5827,581476,Person,5827,2014-01-01,2019-12-31
5828,581476,Person,5828,2014-01-01,2019-12-31
5829,581476,Person,5829,2014-01-01,2019-12-31
5830,581476,Person,5830,2014-01-01,2019-12-31
5831,581476,Person,5831,2014-01-01,2019-12-31
5833,581476,Person,5833,2014-01-01,2019-12-31
5834,581476,Person,5834,2014-01-01,2019-12-31
5839,581476,Person,5839,2014-01-01,2019-12-31
5841,581476,Person,5841,2014-01-01,2019-12-31
5842,581476,Person,5842,2014-01-01,2019-12-31
5847,581476,Person,5847,2014-01-01,2019-12-31
5848,581476,Person,5848,2014-01-01,2019-12-31
5850,581476,Person,5850,2014-01-01,2019-12-31
5852,581476,Person,5852,2014-01-01,2019-12-31
5855,581476,Person,5855,2014-01-01,2019-12-31
5857,581476,Person,5857,2014-01-01,2019-12-31
5858,581476,Person,5858,2014-01-01,2019-12-31
5860,581476,Person,5860,2014-01-01,2019-12-31
5861,581476,Person,5861,2014-01-01,2019-12-31
5863,581476,Person,5863,2014-01-01,2019-12-31
5865,581476,Person,5865,2014-01-01,2019-12-31
5866,581476,Person,5866,2014-01-01,2019-12-31
5869,581476,Person,5869,2014-01-01,2019-12-31
5870,581476,Person,5870,2014-01-01,2019-12-31
5873,581476,Person,5873,2014-01-01,2019-12-31
5876,581476,Person,5876,2014-01-01,2019-12-31
5878,581476,Person,5878,2014-01-01,2019-12-31
5880,581476,Person,5880,2014-01-01,2019-12-31
5882,581476,Person,5882,2014-01-01,2019-12-31
5884,581476,Person,5884,2014-01-01,2019-12-31
5885,581476,Person,5885,2014-01-01,2019-12-31
5886,581476,Person,5886,2014-01-01,2019-12-31
5898,581476,Person,5898,2014-01-01,2019-12-31
5899,581476,Person,5899,2014-01-01,2019-12-31
5900,581476,Person,5900,2014-01-01,2019-12-31
5903,581476,Person,5903,2014-01-01,2019-12-31
5904,581476,Person,5904,2014-01-01,2019-12-31
5907,581476,Person,5907,2014-01-01,2019-12-31
5908,581476,Person,5908,2014-01-01,2019-12-31
5909,581476,Person,5909,2014-01-01,2019-12-31
5913,581476,Person,5913,2014-01-01,2019-12-31
5916,581476,Person,5916,2014-01-01,2019-12-31
5917,581476,Person,5917,2014-01-01,2019-12-31
5923,581476,Person,5923,2014-01-01,2019-12-31
5925,581476,Person,5925,2014-01-01,2019-12-31
5927,581476,Person,5927,2014-01-01,2019-12-31
5928,581476,Person,5928,2014-01-01,2019-12-31
5929,581476,Person,5929,2014-01-01,2019-12-31
