county_ref_id,county_name,state,county_fips,urban_density_category,pm25_baseline_mean,ses_index,centroid_lat,centroid_lon
733,Wilson County,IN,IN-037,Suburban,8.07524431034776,31.46,41.5331507694347,-88.0870250098711
734,Benton County,IN,IN-038,Small Town,8.02729508114291,37.82,40.8901976520395,-85.4595841432501
735,Cass County,IN,IN-039,Suburban,11.334523769816,46.02,38.1124117150698,-84.9326140041013
736,Chester County,IN,IN-040,Small Town,7.81253331598257,82.18,39.5671898054197,-85.8002347326611
737,Washington County,IN,IN-041,Rural,3.75934415746709,22.42,40.7441616869677,-88.0629134829865
738,Jefferson County,IN,IN-042,Small Town,7.30125639585538,24.42,38.1046635131858,-87.1929030160957
739,Franklin County,IN,IN-043,Small Town,8.66880493774997,83.98,40.2170194550924,-86.6846875479582
740,Lincoln County,IN,IN-044,Small Town,8.559217784203,40.76,38.2782190056156,-85.2711265143421
741,Madison County,IN,IN-045,Small Town,6.5125350689483,42.36,38.3289638279053,-86.2020838961267
742,Jackson County,IN,IN-046,Small Town,6.0633283333344,64.29,41.6998257136196,-85.6627418474113
743,Monroe County,IN,IN-047,Small Town,7.46379132642562,12.93,40.121000897516,-84.9983045241162
744,Union County,IN,IN-048,Rural,4.85608127848972,69.00,41.1671637132426,-87.3967326262703
745,Clay County,IN,IN-049,Small Town,6.24058234813515,72.77,40.7929025987029,-85.6377481246605
746,Marion County,IN,IN-050,Rural,3.73916455872739,35.95,38.067879284751,-85.116880354089
747,Adams County,IN,IN-051,Small Town,8.72878926939699,15.52,38.9077501843502,-86.8962790264343
748,Wayne County,IN,IN-052,Rural,3.90792687817467,17.56,37.8659485461975,-86.1455637237534
749,Greene County,IN,IN-053,Small Town,6.99736920082744,33.23,40.4139189880084,-86.7175893533838
750,Warren County,IN,IN-054,Small Town,7.15189242422572,54.43,38.7859853264746,-86.410500049305
751,Fayette County,IN,IN-055,Small Town,8.68600370979984,84.68,39.0358241283015,-87.4950749747436
752,Montgomery County,IN,IN-056,Small Town,8.49094566635554,27.75,38.8706805130327,-87.6259628464136
753,Lake County,IN,IN-057,Small Town,6.58536754816969,13.02,39.7173901588515,-87.8448735702289
754,Grant County,IN,IN-058,Rural,4.90201477183342,40.10,38.5733498531484,-87.7590942190077
755,Douglas County,IN,IN-059,Suburban,10.4752491483125,18.06,40.5035987539789,-85.4311353411778
756,Hamilton County,IN,IN-060,Rural,4.81924049832944,80.31,38.8851456286139,-85.807968440589
757,Perry County,IN,IN-061,Small Town,6.99351492947441,52.69,41.7000972871498,-85.8687199256082
758,Pike County,IN,IN-062,Suburban,11.6692123126008,90.47,41.7672033901632,-87.2626984885887
759,Polk County,IN,IN-063,Rural,4.50861618534538,61.82,40.355644997441,-85.7238730446882
760,Randolph County,IN,IN-064,Small Town,6.65037563839738,49.63,40.2601817176475,-86.6982585178774
761,Scott County,IN,IN-065,Suburban,9.10037129464174,41.49,41.0887458070479,-87.7291619864395
762,Clark County,IN,IN-066,Small Town,6.62366911992474,29.23,40.0367021323344,-87.7727571751377
763,Carroll County,IN,IN-067,Rural,3.54226979091185,28.21,40.9623037036786,-86.747861905406
764,Harrison County,IN,IN-068,Suburban,9.78432770006797,46.23,39.1546210214334,-88.0017366188652
765,Johnson County,IN,IN-069,Rural,3.87426870339877,85.98,38.2124217397008,-88.0827823816201
766,Knox County,IN,IN-070,Rural,6.27705634350992,21.73,41.479923949184,-85.5626867603505
767,Lawrence County,IN,IN-071,Small Town,8.46810164716178,81.50,40.5809989654329,-85.6072417880404
768,Morgan County,IN,IN-072,Small Town,7.48553762626298,26.50,41.5914428131233,-85.9278261091623
769,Orange County,IN,IN-073,Suburban,9.14867239321564,61.88,39.7792896014912,-85.5948859286018
770,Ross County,IN,IN-074,Rural,6.22698172088674,71.66,39.8492138085847,-86.6327732009101
771,Shelby County,IN,IN-075,Small Town,7.47058115440542,30.50,41.7718752361611,-85.2660664320303
772,Sullivan County,IN,IN-076,Small Town,8.34680268788243,58.62,41.4620388552249,-87.7520565029082
773,Wilson County,IN,IN-077,Small Town,8.03036845834328,64.65,41.7888319769174,-87.5736323167151
774,Benton County,IN,IN-078,Suburban,11.4216083932092,87.79,38.7297567776183,-87.8064656228709
775,Cass County,IN,IN-079,Rural,3.93913062730718,78.78,40.357430458948,-85.0369153823732
776,Chester County,IN,IN-080,Suburban,9.69610092212471,18.15,38.4500668574161,-86.5399973056644
777,Washington County,IN,IN-081,Small Town,8.16297797086719,20.86,38.714006962423,-85.2154070615666
778,Jefferson County,IN,IN-082,Suburban,10.2110029256992,11.29,40.5547030250434,-87.3936358361213
779,Franklin County,IN,IN-083,Small Town,8.55250949226603,81.75,41.1077331917446,-84.86502498398
780,Lincoln County,IN,IN-084,Rural,4.37339632810687,79.82,39.8325209345175,-84.9043523351022
781,Madison County,IN,IN-085,Suburban,10.3890873077276,77.00,39.819370954491,-87.7404271338568
782,Jackson County,IN,IN-086,Rural,5.54190458330364,40.69,41.6427576140744,-86.2468675203094
783,Monroe County,IN,IN-087,Small Town,7.25236305665546,46.70,41.2862938871134,-87.9154851078412
784,Union County,IN,IN-088,Small Town,7.41968614273283,45.14,39.3511059655161,-87.2308464390082
785,Clay County,IN,IN-089,Small Town,7.1320299505481,59.44,40.6181301136311,-85.812981375709
786,Marion County,IN,IN-090,Small Town,6.26407501727342,57.68,38.9577231750357,-87.4272848086724
787,Adams County,IN,IN-091,Small Town,8.29847487573161,17.84,41.7263407232564,-86.3222112787
788,Wayne County,IN,IN-092,Small Town,6.79948917999785,38.17,41.7871132697966,-87.9594962927336
789,Washington County,IA,IA-001,Rural,5.59252725680909,91.79,43.3091442595725,-90.781528374509
790,Jefferson County,IA,IA-002,Suburban,11.4234558494362,27.46,42.9398456673675,-94.0176058582357
791,Franklin County,IA,IA-003,Rural,3.89059350680194,79.30,41.0197601225638,-94.2909664963953
792,Lincoln County,IA,IA-004,Small Town,7.48428037182649,87.83,42.7549010888906,-90.8588278266428
793,Madison County,IA,IA-005,Suburban,8.1114793149528,12.98,41.9273296012169,-95.3563625219767
794,Jackson County,IA,IA-006,Rural,5.89255808605849,32.43,42.1933136547074,-94.1282518527568
795,Monroe County,IA,IA-007,Small Town,8.70190068171095,71.90,41.737731755561,-96.1884907702379
796,Union County,IA,IA-008,Small Town,7.12780365404532,71.30,40.8681163432907,-92.0644576152597
797,Clay County,IA,IA-009,Rural,6.45928592656598,34.57,41.5979806598281,-92.8342673129515
798,Marion County,IA,IA-010,Small Town,7.80290789312627,41.96,43.4662785581725,-95.6262121542645
799,Adams County,IA,IA-011,Rural,5.03843393228257,11.67,41.5725859964497,-95.5778325371
800,Wayne County,IA,IA-012,Small Town,6.59555004309458,66.56,43.1120990584104,-90.1553653234341
801,Greene County,IA,IA-013,Small Town,6.72421103763168,24.76,40.7892129585282,-95.0618529980241
802,Warren County,IA,IA-014,Small Town,7.63049131815504,25.50,42.0621542691971,-93.9257569197082
803,Fayette County,IA,IA-015,Suburban,8.49304470657434,64.28,42.4464450867886,-91.4533297817575
804,Montgomery County,IA,IA-016,Small Town,7.21253841065631,33.93,40.4355776656842,-91.1821549809993
805,Lake County,IA,IA-017,Small Town,6.56640657626309,94.93,40.8370122318746,-90.2129829642716
806,Grant County,IA,IA-018,Rural,5.7387196883162,46.57,40.8467873026961,-95.7285119287711
807,Douglas County,IA,IA-019,Suburban,11.7769738398904,21.40,40.6025155576768,-91.5783510382734
808,Hamilton County,IA,IA-020,Small Town,8.91228260441964,54.81,43.2304558040393,-90.7786567808398
809,Perry County,IA,IA-021,Small Town,7.18575048808411,32.87,43.0421485306149,-92.9647184811156
810,Pike County,IA,IA-022,Small Town,7.27607711052916,48.31,41.5991710355941,-92.4533200992198
811,Polk County,IA,IA-023,Suburban,11.8317732631139,62.62,43.4020362359912,-90.9052693253429
812,Randolph County,IA,IA-024,Suburban,9.70462323484982,94.36,43.4394099910653,-93.0565446280163
813,Scott County,IA,IA-025,Small Town,6.37448875424193,24.38,42.7671037451728,-93.3283509386521
814,Clark County,IA,IA-026,Suburban,8.40492597351482,64.05,41.6871678378749,-92.6895425392602
815,Carroll County,IA,IA-027,Small Town,6.35777024136501,63.91,41.2403407757978,-92.0802789238434
816,Harrison County,IA,IA-028,Suburban,8.18789153743508,41.24,42.3344447602652,-95.251895814015
817,Johnson County,IA,IA-029,Rural,6.03086201898723,38.53,42.4070210803197,-92.2420262581565
818,Knox County,IA,IA-030,Small Town,6.03879267231138,67.95,40.7572705590485,-95.5810693620289
819,Lawrence County,IA,IA-031,Suburban,11.3363486131314,46.39,41.1121716965745,-93.160256875897
820,Morgan County,IA,IA-032,Rural,3.78386198125668,67.07,41.9494216027333,-93.214886189604
821,Orange County,IA,IA-033,Rural,6.40223639515708,14.35,40.7873188195685,-91.4049761636398
822,Ross County,IA,IA-034,Small Town,7.75030042681936,24.25,41.7853721078417,-95.1883406993458
823,Shelby County,IA,IA-035,Rural,5.38737639704743,70.21,40.9195163156157,-90.5922228244809
824,Sullivan County,IA,IA-036,Suburban,10.607811250164,42.04,41.0799494488491,-90.1181617884433
825,Wilson County,IA,IA-037,Small Town,6.62465139872401,86.02,41.9637606685975,-90.5567954371535
826,Benton County,IA,IA-038,Suburban,11.4153696530642,53.55,40.940789786327,-94.671308549054
827,Cass County,IA,IA-039,Rural,4.03794008705604,75.40,42.1630604735863,-93.7360089005443
828,Chester County,IA,IA-040,Small Town,7.9037960306642,77.65,41.1082967715444,-95.1572012152172
829,Washington County,IA,IA-041,Small Town,8.11305287774013,61.93,42.4291106840892,-94.1400358906521
830,Jefferson County,IA,IA-042,Small Town,6.50985153132024,67.01,41.7754739517087,-96.4652806230633
831,Franklin County,IA,IA-043,Suburban,8.4954851633981,43.21,40.4094260013484,-93.4256257838356
832,Lincoln County,IA,IA-044,Small Town,8.62753906923751,66.14,42.9634918185418,-94.3780347040798
833,Madison County,IA,IA-045,Rural,6.01416330545122,31.32,41.1367067804785,-93.6469201718269
834,Jackson County,IA,IA-046,Rural,4.49749893324016,61.28,43.2187715918066,-90.7461142229469
835,Monroe County,IA,IA-047,Small Town,7.91740585620739,29.36,42.8944150415322,-91.141225365522
836,Union County,IA,IA-048,Small Town,7.97557215594759,18.97,42.101743840084,-94.2579534397975
837,Clay County,IA,IA-049,Rural,6.49476997449085,43.35,41.2746783707322,-94.9916703967595
838,Marion County,IA,IA-050,Suburban,9.4217275701068,61.26,40.9763079514157,-92.872043816134
839,Adams County,IA,IA-051,Rural,5.58963924644171,52.07,41.3520309366798,-91.5104402210289
840,Wayne County,IA,IA-052,Suburban,11.01249513235,67.67,42.3083129293961,-93.0588928154027
841,Greene County,IA,IA-053,Rural,4.04797109911591,16.37,41.0225591489368,-92.7920871216552
842,Warren County,IA,IA-054,Suburban,11.2042428535251,65.76,41.104427712228,-92.7513550464635
843,Fayette County,IA,IA-055,Small Town,6.87557806529609,13.23,41.3303424389456,-95.179737562393
844,Montgomery County,IA,IA-056,Suburban,11.7195667535302,84.00,42.8548121229437,-90.954980272877
845,Lake County,IA,IA-057,Small Town,8.99069786369021,13.89,41.4580479608763,-94.1408983138373
846,Grant County,IA,IA-058,Small Town,6.7193618688386,35.50,43.1424361232127,-92.2029701684382
847,Douglas County,IA,IA-059,Rural,4.15424325718275,48.06,43.1678070679892,-93.1117348194851
848,Hamilton County,IA,IA-060,Suburban,10.7116319334533,54.00,41.9531898263634,-95.4881031969913
849,Perry County,IA,IA-061,Small Town,8.57262429791023,14.74,41.913100017581,-93.42575393449
850,Pike County,IA,IA-062,Small Town,7.85081300602967,46.99,43.2808150879497,-96.0350454026406
851,Polk County,IA,IA-063,Suburban,9.06102644795368,19.37,42.1909153127888,-91.5502249396588
852,Randolph County,IA,IA-064,Small Town,7.89238893088118,30.11,42.4080175689423,-93.6202786426901
853,Scott County,IA,IA-065,Small Town,8.13310921351044,24.35,41.9367361574112,-92.5088463904144
854,Clark County,IA,IA-066,Suburban,9.64433146387704,19.35,42.0282423465393,-94.0431119451295
855,Carroll County,IA,IA-067,Small Town,8.69264763988266,47.38,42.8645463872919,-91.9068954717731
856,Harrison County,IA,IA-068,Suburban,8.62290475810548,12.07,40.5868538610335,-91.9604925343115
857,Johnson County,IA,IA-069,Suburban,9.81984527365005,51.70,42.090447638293,-94.119198505201
858,Knox County,IA,IA-070,Rural,5.6737750823539,40.90,41.5684005621313,-93.076200380444
859,Lawrence County,IA,IA-071,Suburban,10.9969179979012,92.17,43.0900288820006,-93.1318301083901
860,Morgan County,IA,IA-072,Small Town,6.84899558661119,55.45,41.5298792852149,-92.9254212257272
861,Orange County,IA,IA-073,Small Town,8.69996967925566,58.47,40.8068519922169,-91.5251746771036
862,Ross County,IA,IA-074,Suburban,9.94855674632685,33.06,41.966004441277,-93.3254738980062
863,Shelby County,IA,IA-075,Small Town,8.54629340494871,72.10,43.1270842939601,-95.709338955652
864,Sullivan County,IA,IA-076,Small Town,6.51386375934824,83.54,41.5307638912702,-95.4854949548791
865,Wilson County,IA,IA-077,Small Town,7.01335644087439,73.16,41.5644527368919,-90.9457970376515
866,Benton County,IA,IA-078,Suburban,8.57747490793006,19.70,43.3533426944509,-92.6470048181655
867,Cass County,IA,IA-079,Small Town,6.53711876585401,35.32,42.0359071225788,-95.3580224585816
868,Chester County,IA,IA-080,Small Town,6.69496725854851,93.82,42.9276091678392,-91.1365872391384
869,Washington County,IA,IA-081,Rural,5.23173570901844,49.41,42.7073211759767,-96.4834695902419
870,Jefferson County,IA,IA-082,Small Town,7.60115279928092,12.77,42.1947425237916,-90.9235658607706
871,Franklin County,IA,IA-083,Suburban,11.0486043940803,42.60,42.7391706274513,-91.9193911289325
872,Lincoln County,IA,IA-084,Suburban,9.92975824559043,34.65,40.7752005117316,-95.1922067934567
873,Madison County,IA,IA-085,Small Town,8.44907350261702,84.80,43.3181215354132,-92.5403707106507
874,Jackson County,IA,IA-086,Small Town,6.60863096373494,41.10,41.3356742437535,-92.9886488183673
875,Monroe County,IA,IA-087,Small Town,7.54321746814618,40.08,42.845565145263,-92.2380915915396
876,Union County,IA,IA-088,Small Town,8.3740731263774,37.14,42.4937319852141,-94.3789004685961
877,Clay County,IA,IA-089,Small Town,7.32228166775925,27.50,41.9700604402237,-94.3300250410795
878,Marion County,IA,IA-090,Small Town,7.57932179531974,66.55,41.2768604476034,-90.7632251441997
879,Adams County,IA,IA-091,Rural,6.40097870118472,37.19,41.364485620128,-92.8932194154551
880,Wayne County,IA,IA-092,Small Town,7.94213103444101,39.45,41.8306833480208,-91.4906606895344
881,Greene County,IA,IA-093,Suburban,9.93116438140172,35.31,41.8030065794604,-94.4437550307968
882,Warren County,IA,IA-094,Rural,5.46260639361866,63.84,40.6630767750658,-90.9485736269862
883,Fayette County,IA,IA-095,Rural,4.58944526874741,28.26,43.2403633869134,-90.5918486904627
884,Montgomery County,IA,IA-096,Small Town,6.3903602224801,71.15,43.0138153547798,-90.9980389422717
885,Lake County,IA,IA-097,Rural,3.86464945959607,55.25,41.3351593273095,-92.5936135788025
886,Grant County,IA,IA-098,Suburban,9.59786528448481,82.94,41.1053659808974,-91.7558706466076
887,Douglas County,IA,IA-099,Suburban,9.2410587167617,17.33,40.461807090234,-93.1583564419443
888,Washington County,KS,KS-001,Suburban,8.23177756599025,28.10,39.6289741772778,-99.100628079257
889,Jefferson County,KS,KS-002,Small Town,7.7507725059918,84.79,38.8498494512434,-95.1039426495059
890,Franklin County,KS,KS-003,Suburban,9.75659908705034,84.46,39.7722480415811,-98.0399434293194
891,Lincoln County,KS,KS-004,Suburban,8.18900797476695,70.14,39.858936669295,-101.516521281718
892,Madison County,KS,KS-005,Rural,4.93854541055674,51.77,39.8029092524284,-100.26526718074
893,Jackson County,KS,KS-006,Rural,4.63200794851661,53.90,39.1499749386472,-100.539151990063
894,Monroe County,KS,KS-007,Suburban,8.92047353308769,91.59,37.6917378852463,-96.352346383287
895,Union County,KS,KS-008,Small Town,8.20199628073167,30.46,37.0354425804722,-94.6381499657352
896,Clay County,KS,KS-009,Small Town,7.6235204996355,73.70,38.0693957304259,-95.2033053773502
897,Marion County,KS,KS-010,Small Town,8.22023067843675,19.14,38.8230918182076,-99.310547789589
898,Adams County,KS,KS-011,Suburban,8.50299595344577,16.55,38.4092050972438,-95.5222064433236
899,Wayne County,KS,KS-012,Suburban,10.4786390830715,84.93,38.4090079964589,-100.503275258027
900,Greene County,KS,KS-013,Small Town,6.57229182963086,45.77,38.8414207690132,-94.6763973190843
901,Warren County,KS,KS-014,Small Town,7.80427638664241,39.22,39.5211606281736,-101.020036040387
902,Fayette County,KS,KS-015,Small Town,8.62948871386613,35.68,38.5446482150036,-98.1565331277391
903,Montgomery County,KS,KS-016,Suburban,11.1219067979012,80.20,37.9844027121316,-99.8474212712036
904,Lake County,KS,KS-017,Suburban,8.60304401412586,45.00,38.6259297606638,-99.6495200548916
905,Grant County,KS,KS-018,Small Town,6.3788317215208,77.56,39.7933937992298,-97.2444169803888
906,Douglas County,KS,KS-019,Small Town,6.71237128928696,42.16,37.9612568290169,-101.895255532357
907,Hamilton County,KS,KS-020,Small Town,7.02785262124614,57.41,37.6209645197009,-98.2121710122663
908,Perry County,KS,KS-021,Suburban,9.84137782614401,67.21,37.5920654385425,-96.544949893818
909,Pike County,KS,KS-022,Small Town,8.38847371575925,70.77,38.1765529528804,-99.0699162287249
910,Polk County,KS,KS-023,Small Town,8.15869169691772,51.67,39.341915219988,-95.6321567177313
911,Randolph County,KS,KS-024,Small Town,8.66973655735156,21.92,37.0865641002191,-96.2273358241439
912,Scott County,KS,KS-025,Small Town,6.22072711373636,65.62,37.091709460555,-97.6743862351957
913,Clark County,KS,KS-026,Small Town,6.86099656107846,26.56,37.2000113602944,-99.6932040841546
914,Carroll County,KS,KS-027,Rural,4.7114653125716,30.46,38.1909234139508,-99.8548238748776
915,Harrison County,KS,KS-028,Small Town,8.82986257022813,77.92,38.939881639188,-97.9759574365744
916,Johnson County,KS,KS-029,Rural,4.55653922364362,90.46,39.5193824921844,-95.6556504945378
917,Knox County,KS,KS-030,Small Town,7.2609262417645,58.38,38.9584299127153,-96.5030929930668
918,Lawrence County,KS,KS-031,Small Town,8.7398997963175,71.12,38.9522678926333,-95.3698117585153
919,Morgan County,KS,KS-032,Rural,4.09567712839158,42.73,37.1197176758525,-97.467580547693
920,Orange County,KS,KS-033,Small Town,8.2260031785611,74.75,37.0219672614207,-101.19532357125
921,Ross County,KS,KS-034,Rural,4.31397992874482,92.31,37.3419684371229,-101.767117185367
922,Shelby County,KS,KS-035,Small Town,6.18393215686454,29.12,39.8227301217813,-97.3880930372099
923,Sullivan County,KS,KS-036,Small Town,8.79834187138181,75.95,39.9618746868622,-96.379772619244
924,Wilson County,KS,KS-037,Rural,4.6711118171283,41.51,38.9396935197268,-96.9719394371859
925,Benton County,KS,KS-038,Small Town,6.05463131469046,30.62,37.6368383095605,-96.746413793778
926,Cass County,KS,KS-039,Suburban,9.73437549273388,28.66,37.7055558566308,-100.844747444481
927,Chester County,KS,KS-040,Small Town,6.46359520134198,57.85,39.1771277090138,-101.587360241386
928,Washington County,KS,KS-041,Small Town,8.57695480222077,61.39,38.3534756157611,-101.465493080164
929,Jefferson County,KS,KS-042,Rural,6.23009728731241,34.47,38.6307117981616,-99.9741488458044
930,Franklin County,KS,KS-043,Suburban,9.71825148006539,18.83,39.7574823732486,-95.4835175215189
931,Lincoln County,KS,KS-044,Suburban,11.4474463132777,36.00,37.9516511754262,-101.244256388524
932,Madison County,KS,KS-045,Suburban,8.93302725905186,41.06,39.519572833156,-98.5384300652566
933,Jackson County,KS,KS-046,Small Town,6.50819175624266,20.30,38.2843985847923,-97.9932684703484
934,Monroe County,KS,KS-047,Suburban,11.2932913203384,46.36,37.9595907797913,-97.9270793358288
935,Union County,KS,KS-048,Small Town,8.31843809530054,28.77,39.0904115930284,-99.4863761089095
936,Clay County,KS,KS-049,Rural,6.41848079692613,75.32,38.9596386299884,-100.120955526703
937,Marion County,KS,KS-050,Small Town,6.4384709975778,64.64,37.4773725980131,-98.8644748723754
938,Adams County,KS,KS-051,Rural,5.80027703396966,74.66,38.1362667416003,-94.9908673277519
939,Wayne County,KS,KS-052,Rural,3.87318522158773,86.34,37.4873151127564,-100.485100809061
940,Greene County,KS,KS-053,Small Town,6.28084124728348,13.63,38.8611726203011,-98.9635715776429
941,Warren County,KS,KS-054,Suburban,11.1485423279824,46.02,37.7696583089309,-100.921766312047
942,Fayette County,KS,KS-055,Suburban,8.50542740486971,27.59,37.6764136595765,-100.463231687162
943,Montgomery County,KS,KS-056,Small Town,7.75034638400434,60.75,39.2666874889123,-97.1584723287874
944,Lake County,KS,KS-057,Small Town,6.66738996050912,45.49,37.893160809498,-100.300517303171
945,Grant County,KS,KS-058,Suburban,11.3084425081424,83.48,38.8058947852748,-97.7606410863282
946,Douglas County,KS,KS-059,Suburban,11.2670036418001,47.97,38.2313456512041,-95.9855651730926
947,Hamilton County,KS,KS-060,Small Town,6.92884297609492,12.38,38.9292489618114,-100.554643368761
948,Perry County,KS,KS-061,Rural,4.54294266432342,23.54,37.8646600697142,-98.6824079140545
949,Pike County,KS,KS-062,Small Town,6.58172325981484,47.32,37.9043358003939,-101.946731607413
950,Polk County,KS,KS-063,Small Town,8.06833277866039,27.54,39.0801732214062,-98.6654699769256
951,Randolph County,KS,KS-064,Rural,4.26147261820482,84.25,39.4066399296853,-98.8950713423836
952,Scott County,KS,KS-065,Small Town,6.81801387322128,74.47,39.4668579767793,-100.589475379634
953,Clark County,KS,KS-066,Small Town,7.99311702286191,84.37,37.9561414558538,-99.9643200424946
954,Carroll County,KS,KS-067,Rural,6.09708997427593,33.59,38.484103820275,-100.114154587604
955,Harrison County,KS,KS-068,Suburban,9.56870949518987,89.30,37.1730283087698,-101.461697922403
956,Johnson County,KS,KS-069,Suburban,10.7344654944353,22.51,38.4215439735332,-95.8405504623578
957,Knox County,KS,KS-070,Suburban,10.6212589206565,15.53,39.8243733926029,-101.983622824171
958,Lawrence County,KS,KS-071,Small Town,7.86858372247055,84.25,37.9049076509367,-96.7017887131253
959,Morgan County,KS,KS-072,Suburban,11.0229276458842,22.88,37.914594538563,-95.8983178411206
960,Orange County,KS,KS-073,Rural,5.81491816600027,16.37,39.3345195107793,-95.9836047883786
961,Ross County,KS,KS-074,Rural,4.84260057628631,49.14,38.0738262562822,-97.3624932272523
962,Shelby County,KS,KS-075,Small Town,6.08093043981155,37.43,38.4184213093983,-100.66294962304
963,Sullivan County,KS,KS-076,Small Town,7.8929164038176,21.10,39.0975609871854,-96.1882090389314
964,Wilson County,KS,KS-077,Suburban,10.5208412829917,44.15,39.9958722906357,-98.1841051793781
965,Benton County,KS,KS-078,Small Town,6.66101488132843,50.87,38.5895184498066,-101.520028105967
966,Cass County,KS,KS-079,Rural,3.80893476171167,88.34,38.4222378482565,-101.161818036991
967,Chester County,KS,KS-080,Suburban,11.0318382231361,94.32,39.9333997171674,-100.863274196574
968,Washington County,KS,KS-081,Small Town,8.73064192124223,76.98,37.862299838659,-101.420513913741
969,Jefferson County,KS,KS-082,Suburban,10.1020937249099,55.72,38.2935261049443,-97.7981812067857
970,Franklin County,KS,KS-083,Suburban,8.89715291422675,46.90,37.884120052558,-98.8160921427346
971,Lincoln County,KS,KS-084,Small Town,8.16968799928006,58.29,37.8219100061769,-100.602125228122
972,Madison County,KS,KS-085,Small Town,7.06666529802275,10.29,39.8657741333838,-99.5145583283545
973,Jackson County,KS,KS-086,Suburban,9.61882992825565,39.65,37.7981277874451,-96.8200519456913
974,Monroe County,KS,KS-087,Suburban,8.73759953730835,87.56,37.5113420088823,-96.0672262932602
975,Union County,KS,KS-088,Suburban,10.8098942405656,94.81,38.9863606115761,-96.3550517792803
976,Clay County,KS,KS-089,Rural,4.21058873607152,48.48,37.1975211183136,-96.1473803063691
977,Marion County,KS,KS-090,Small Town,7.81439892180791,59.55,38.7153181189297,-97.4249981679484
978,Adams County,KS,KS-091,Rural,3.95103481899135,38.91,38.843322743037,-96.4659618697285
979,Wayne County,KS,KS-092,Suburban,11.719515683727,23.78,38.8105412603335,-96.3365838402159
980,Greene County,KS,KS-093,Rural,3.97637826084467,53.79,37.4917996760545,-100.401965962069
981,Warren County,KS,KS-094,Small Town,8.31960480718277,74.86,37.826374693732,-97.8428785694184
982,Fayette County,KS,KS-095,Small Town,8.27658046780611,42.17,38.4594518455261,-97.1775166453563
983,Montgomery County,KS,KS-096,Small Town,8.28459406217056,32.17,37.7280141440976,-97.7528115708991
984,Lake County,KS,KS-097,Small Town,8.75919779338118,67.14,37.0631213534931,-98.3194007278253
985,Grant County,KS,KS-098,Rural,3.54818694412427,53.92,38.2110186098077,-98.187087337558
986,Douglas County,KS,KS-099,Small Town,8.44489830676328,35.90,38.3293167502227,-98.3227173402137
987,Hamilton County,KS,KS-100,Small Town,8.16963398337646,89.96,39.4438021729629,-97.2323796772585
988,Perry County,KS,KS-101,Small Town,7.50760033927429,79.92,38.5265854731644,-101.264953336766
989,Pike County,KS,KS-102,Small Town,8.78284926646606,10.70,39.6709762608894,-99.0245907324483
990,Polk County,KS,KS-103,Suburban,8.84449816191695,58.68,37.310293818179,-99.0584375847267
991,Randolph County,KS,KS-104,Small Town,6.66040840445293,68.16,38.2197348924568,-96.558308411047
992,Scott County,KS,KS-105,Rural,5.8738996468541,25.09,37.2516472621306,-100.015390185323
993,Washington County,KY,KY-001,Small Town,7.31083956581976,33.42,37.4919355657759,-83.0406748478791
994,Jefferson County,KY,KY-002,Suburban,11.224076063339,86.33,38.6713755182155,-87.4895617745317
995,Franklin County,KY,KY-003,Small Town,8.43671723776419,60.20,38.8355055639064,-86.3596941891412
996,Lincoln County,KY,KY-004,Rural,4.02609134475448,47.85,37.0986999819696,-82.3417642802465
997,Madison County,KY,KY-005,Suburban,10.935194376262,60.69,37.2948687840715,-83.6757664405525
998,Jackson County,KY,KY-006,Rural,6.17485524818267,11.61,36.9018170651435,-87.7939346838399
999,Monroe County,KY,KY-007,Small Town,6.81724677874902,57.96,38.7929337095769,-82.8927417340221
1000,Union County,KY,KY-008,Suburban,11.8987278189743,25.25,37.2479625779995,-84.5078414698928
1001,Clay County,KY,KY-009,Rural,5.77804425727801,82.49,36.9196854108764,-83.4480087670612
1002,Marion County,KY,KY-010,Small Town,6.2788664571473,49.21,36.6110962575268,-85.0394219530571
1003,Adams County,KY,KY-011,Small Town,8.98846924016616,67.55,38.5144393610131,-85.6153002141656
1004,Wayne County,KY,KY-012,Small Town,8.47034756807321,86.18,37.8076676182669,-86.9173795122869
1005,Greene County,KY,KY-013,Small Town,7.53561221359737,72.81,37.5617217117764,-87.3498984819853
1006,Warren County,KY,KY-014,Small Town,6.56131687604028,80.93,37.3878088318073,-89.1195176579333
1007,Fayette County,KY,KY-015,Small Town,6.43937807517131,11.23,36.6144455916676,-86.3779572405537
1008,Montgomery County,KY,KY-016,Rural,3.55549796695946,53.02,38.2606866777262,-81.9666307964539
1009,Lake County,KY,KY-017,Small Town,8.06175755369474,93.95,36.6702819600913,-82.3363829398112
1010,Grant County,KY,KY-018,Small Town,6.79373039010579,89.11,37.4854768576539,-82.6274160873788
1011,Douglas County,KY,KY-019,Small Town,6.54809055576313,57.53,36.8970827909376,-86.2545485713354
1012,Hamilton County,KY,KY-020,Small Town,7.4155300415515,92.97,36.9617691104313,-88.0121865454789
1013,Perry County,KY,KY-021,Small Town,6.96101403383007,47.05,38.7506656891521,-86.9238833782712
1014,Pike County,KY,KY-022,Rural,5.83787727124747,84.43,38.0411275249012,-84.6332066695969
1015,Polk County,KY,KY-023,Suburban,8.26142647469712,69.69,37.924641538822,-86.1993901072129
1016,Randolph County,KY,KY-024,Rural,4.28782516639661,34.82,37.545793895221,-85.8704268758699
