variable_source_id,geom_dependency_uuid,variable_name,variable_desc,data_source_uuid,attr_spec
149,1234,E_AGE17,"Persons aged 17 and younger estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_AGE17,attr_source_value='E_AGE17',value_source_value=E_AGE17)""]}"
239,1234,F_CROWD,"Flag - the percentage of crowded households is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_CROWD,attr_source_value='F_CROWD',value_source_value=F_CROWD)""]}"
193,1234,EP_CROWD,Percentage of occupied housing units with more people than rooms estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_CROWD,attr_source_value='EP_CROWD',value_source_value=EP_CROWD)""]}"
181,1234,EP_DISABL,"Percentage of civilian noninstitutiona lized population with a disability estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_DISABL,attr_source_value='EP_DISABL',value_source_value=EP_DISABL)""]}"
184,1234,MP_SNGPNT,"Percentage of single parent households with children under 18 estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_SNGPNT,attr_source_value='MP_SNGPNT',value_source_value=MP_SNGPNT)""]}"
247,1234,MP_UNINSUR,"Adjunct variable - Percentage uninsured in the total civilian noninstitutiona lized population estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_UNINSUR,attr_source_value='MP_UNINSUR',value_source_value=MP_UNINSUR)""]}"
185,1234,EP_MINRTY,"Percentage minority (all persons except white, non- Hispanic) estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_MINRTY,attr_source_value='EP_MINRTY',value_source_value=EP_MINRTY)""]}"
245,1234,M_UNINSUR,"Adjunct variable - Uninsured in the total civilian noninstitutiona lized population estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_UNINSUR,attr_source_value='M_UNINSUR',value_source_value=M_UNINSUR)""]}"
173,1234,EP_PCI,"Per capita income estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_PCI,attr_source_value='EP_PCI',value_source_value=EP_PCI)""]}"
157,1234,E_LIMENG,"Persons (age 5+) who speak English ""less than well"" estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_LIMENG,attr_source_value='E_LIMENG',value_source_value=E_LIMENG)""]}"
156,1234,M_MINRTY,"Minority (all persons except white, non- Hispanic) estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_MINRTY,attr_source_value='M_MINRTY',value_source_value=M_MINRTY)""]}"
154,1234,M_SNGPNT,"Single parent household with children under 18 estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_SNGPNT,attr_source_value='M_SNGPNT',value_source_value=M_SNGPNT)""]}"
136,1234,M_HU,"Housing units estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_HU,attr_source_value='M_HU',value_source_value=M_HU)""]}"
211,1234,EPL_MINRTY,"Percentile percentage minority (all persons except white, non- Hispanic) estimate",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_MINRTY,attr_source_value='EPL_MINRTY',value_source_value=EPL_MINRTY)""]}"
172,1234,MP_UNEMP,Unemploymen t Rate estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_UNEMP,attr_source_value='MP_UNEMP',value_source_value=MP_UNEMP)""]}"
171,1234,EP_UNEMP,Unemploymen t Rate estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_UNEMP,attr_source_value='EP_UNEMP',value_source_value=EP_UNEMP)""]}"
208,1234,EPL_SNGPNT,Percentile percentage of single parent households with children under 18 estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_SNGPNT,attr_source_value='EPL_SNGPNT',value_source_value=EPL_SNGPNT)""]}"
139,1234,E_POV,"Persons below poverty estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_POV,attr_source_value='E_POV',value_source_value=E_POV)""]}"
141,1234,E_UNEMP,"Civilian (age 16+) unemployed estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_UNEMP,attr_source_value='E_UNEMP',value_source_value=E_UNEMP)""]}"
226,1234,F_PCI,"Flag - per capita income is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_PCI,attr_source_value='F_PCI',value_source_value=F_PCI)""]}"
246,1234,EP_UNINSUR,"Adjunct variable - Percentage uninsured in the total civilian noninstitutiona lized population estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_UNINSUR,attr_source_value='EP_UNINSUR',value_source_value=EP_UNINSUR)""]}"
148,1234,M_AGE65,"Persons aged 65 and older estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_AGE65,attr_source_value='M_AGE65',value_source_value=M_AGE65)""]}"
165,1234,E_NOVEH,"Households with no vehicle available estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_NOVEH,attr_source_value='E_NOVEH',value_source_value=E_NOVEH)""]}"
140,1234,M_POV,"Persons below poverty estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_POV,attr_source_value='M_POV',value_source_value=M_POV)""]}"
207,1234,EPL_DISABL,Percentile percentage of civilian noninstitutiona lized population with a disability estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_DISABL,attr_source_value='EPL_DISABL',value_source_value=EPL_DISABL)""]}"
224,1234,F_POV,"Flag - the percentage of persons in poverty is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_POV,attr_source_value='F_POV',value_source_value=F_POV)""]}"
205,1234,EPL_AGE65,Percentile percentage of persons aged 65 and older estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_AGE65,attr_source_value='EPL_AGE65',value_source_value=EPL_AGE65)""]}"
169,1234,EP_POV,Percentage of persons below poverty estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_POV,attr_source_value='EP_POV',value_source_value=EP_POV)""]}"
240,1234,F_NOVEH,"Flag - the percentage of households with no vehicles is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_NOVEH,attr_source_value='F_NOVEH',value_source_value=F_NOVEH)""]}"
213,1234,SPL_THEME3,Sum of series for Minority Status/Languag e theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=SPL_THEME3,attr_source_value='SPL_THEME3',value_source_value=SPL_THEME3)""]}"
176,1234,MP_NOHSDP,Percentage of persons with no high school diploma (25+) estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_NOHSDP,attr_source_value='MP_NOHSDP',value_source_value=MP_NOHSDP)""]}"
209,1234,SPL_THEME2,Sum of series for Household Composition theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=SPL_THEME2,attr_source_value='SPL_THEME2',value_source_value=SPL_THEME2)""]}"
232,1234,F_SNGPNT,"Flag - the percentage of single parent households is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_SNGPNT,attr_source_value='F_SNGPNT',value_source_value=F_SNGPNT)""]}"
168,1234,M_GROUPQ,"Persons in group quarters estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_GROUPQ,attr_source_value='M_GROUPQ',value_source_value=M_GROUPQ)""]}"
235,1234,F_LIMENG,"Flag - the percentage those with limited English is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_LIMENG,attr_source_value='F_LIMENG',value_source_value=F_LIMENG)""]}"
133,1234,E_TOTPOP,"Population estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_TOTPOP,attr_source_value='E_TOTPOP',value_source_value=E_TOTPOP)""]}"
227,1234,F_NOHSDP,"Flag - the percentage of persons with no high school diploma is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_NOHSDP,attr_source_value='F_NOHSDP',value_source_value=F_NOHSDP)""]}"
138,1234,M_HH,"Households estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=M_HH,attr_source_value='M_HH',value_source_value=M_HH)""]}"
234,1234,F_MINRTY,"Flag - the percentage of minority is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_MINRTY,attr_source_value='F_MINRTY',value_source_value=F_MINRTY)""]}"
153,1234,E_SNGPNT,"Single parent household with children under 18 estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_SNGPNT,attr_source_value='E_SNGPNT',value_source_value=E_SNGPNT)""]}"
189,1234,EP_MUNIT,Percentage of housing in structures with 10 or more units estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_MUNIT,attr_source_value='EP_MUNIT',value_source_value=EP_MUNIT)""]}"
190,1234,MP_MUNIT,Percentage of housing in structures with 10 or more units estimate MOE,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_MUNIT,attr_source_value='MP_MUNIT',value_source_value=MP_MUNIT)""]}"
183,1234,EP_SNGPNT,"Percentage of single parent households with children under 18 estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_SNGPNT,attr_source_value='EP_SNGPNT',value_source_value=EP_SNGPNT)""]}"
202,1234,EPL_NOHSDP,Percentile Percentage of persons with no high school diploma (age 25+) estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_NOHSDP,attr_source_value='EPL_NOHSDP',value_source_value=EPL_NOHSDP)""]}"
191,1234,EP_MOBILE,Percentage of mobile homes estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_MOBILE,attr_source_value='EP_MOBILE',value_source_value=EP_MOBILE)""]}"
212,1234,EPL_LIMENG,"Percentile percentage of persons (age 5+) who speak English ""less than well"" estimate",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EPL_LIMENG,attr_source_value='EPL_LIMENG',value_source_value=EPL_LIMENG)""]}"
167,1234,E_GROUPQ,"Persons in group quarters estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_GROUPQ,attr_source_value='E_GROUPQ',value_source_value=E_GROUPQ)""]}"
220,1234,SPL_THEME4,Sum of series for Housing Type/ Transportation theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=SPL_THEME4,attr_source_value='SPL_THEME4',value_source_value=SPL_THEME4)""]}"
159,1234,E_MUNIT,"Housing in structures with 10 or more units estimate, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=E_MUNIT,attr_source_value='E_MUNIT',value_source_value=E_MUNIT)""]}"
195,1234,EP_NOVEH,Percentage of households with no vehicle available estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_NOVEH,attr_source_value='EP_NOVEH',value_source_value=EP_NOVEH)""]}"
180,1234,MP_AGE17,"Percentage of persons aged 17 and younger estimate MOE, 2014-2018 ACS",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=MP_AGE17,attr_source_value='MP_AGE17',value_source_value=MP_AGE17)""]}"
233,1234,F_THEME2,Sum of flags for Household Composition theme,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_THEME2,attr_source_value='F_THEME2',value_source_value=F_THEME2)""]}"
175,1234,EP_NOHSDP,Percentage of persons with no high school diploma (age 25+) estimate,9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=EP_NOHSDP,attr_source_value='EP_NOHSDP',value_source_value=EP_NOHSDP)""]}"
241,1234,F_GROUPQ,"Flag - the percentage of persons in institutionalize d group quarters is in the 90th percentile (1 = yes, 0 = no)",9999,"{""stage_transform"":[""dplyr::mutate(staged,geom_join_column=FIPS,attr_start_date=as.Date('2018-01-01'),attr_end_date=as.Date('2018-12-31'),value_as_number=F_GROUPQ,attr_source_value='F_GROUPQ',value_source_value=F_GROUPQ)""]}"
251,10214,Area Deprivation Index National Percentile Ranking for Alabama, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G01'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
351,10214,Area Deprivation Index State Decile Ranking for Alabama, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G01'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
252,10215,Area Deprivation Index National Percentile Ranking for Alaska, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G02'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
352,10215,Area Deprivation Index State Decile Ranking for Alaska, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G02'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
253,10216,Area Deprivation Index National Percentile Ranking for American Samoa, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G03'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
353,10216,Area Deprivation Index State Decile Ranking for American Samoa, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G03'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
254,10217,Area Deprivation Index National Percentile Ranking for Arizona, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G04'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
354,10217,Area Deprivation Index State Decile Ranking for Arizona, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G04'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
255,10218,Area Deprivation Index National Percentile Ranking for Arkansas, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G05'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
355,10218,Area Deprivation Index State Decile Ranking for Arkansas, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G05'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
256,10219,Area Deprivation Index National Percentile Ranking for California, "National percentile rankings at the block group level from 1 to 100. The percentiles are constructed by ranking the ADI from low to high for the nation and grouping the block groups/neighborhoods into bins corresponding to each 1% range of the ADI. Group 1 is the lowest ADI and group 100 is the highest ADI. A block group with a ranking of 1 indicates the lowest level of ""disadvantage"" within the nation and an ADI with a ranking of 100 indicates the highest level of ""disadvantage"".",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G06'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_NATRANK),value_as_string=ADI_NATRANK,unit_concept_id=8554,attr_source_value='ADI National Percentile Rank',value_source_value=ADI_NATRANK)""]}"
356,10219,Area Deprivation Index State Decile Ranking for California, "State deciles are constructed by ranking the ADI from low to high for each state alone without consideration of national ADIs. Group 1 is the lowest ADI (least disadvantaged) and 10 is the highest ADI (most disadvantaged).",6000,"{""stage_transform"":[""dplyr::filter(staged,startsWith(GISJOIN, 'G06'))"",""dplyr::mutate(staged,geom_join_column=stringr::str_pad(FIPS,width=12,pad=0),attr_start_date=as.Date('2021-01-01'),attr_end_date=as.Date('2021-12-31'),value_as_number=as.integer(ADI_STATERNK),value_as_string=ADI_STATERNK,unit_concept_id=0,attr_source_value='ADI State Decile Rank',value_source_value=ADI_STATERNK)""]}"
