county_ref_id,county_name,state,urban_density_category,pm25_baseline_mean,ses_index,centroid_lat,centroid_lon,patient_count
1827,Washington County,NY,Small Town,8.98,15.3,42.284,-73.107,4
540,Ross County,GA,Suburban,8.09,67.3,31.487,-81.904,4
503,Wilson County,GA,Small Town,6.52,50.4,32.107,-82.789,4
1860,Ross County,NY,Small Town,7.08,19.7,44.713,-77.168,4
934,Monroe County,KS,Small Town,6.36,35.6,37.848,-101.305,4
319,Franklin County,DE,Suburban,11.38,16.5,39.051,-75.605,4
695,Perry County,IL,Small Town,8.05,54.6,42.371,-87.719,4
1580,Grant County,MO,Small Town,6.40,76.6,37.391,-90.661,4
2389,Johnson County,SD,Suburban,11.37,29.6,45.787,-101.672,4
2067,Clark County,OH,Small Town,8.05,80.0,38.770,-82.212,4
920,Orange County,KS,Small Town,7.03,14.8,38.062,-101.226,4
973,Jackson County,KS,Rural,5.64,13.8,39.629,-101.047,4
1809,Montgomery County,NM,Rural,4.19,16.1,35.646,-107.223,4
421,Shelby County,GA,Rural,4.39,40.7,33.081,-80.806,4
364,Madison County,FL,Suburban,10.84,59.9,29.230,-85.035,4
1574,Wayne County,MO,Rural,5.46,21.2,38.503,-95.744,4
2086,Madison County,OH,Small Town,7.55,39.7,39.353,-83.712,4
782,Jackson County,IN,Suburban,8.96,37.0,40.905,-87.312,4
2066,Scott County,OH,Suburban,8.13,79.3,40.629,-84.750,4
1150,Benton Parish,LA,Small Town,6.38,92.0,29.030,-93.700,4
488,Pike County,GA,Small Town,6.35,83.6,33.224,-82.917,4
2695,Warren County,TX,Rural,5.47,30.2,27.679,-95.744,4
658,Randolph County,IL,Suburban,10.20,72.3,37.793,-90.061,4
2535,Warren County,TX,Small Town,8.77,64.6,36.319,-94.003,4
334,Fayette County,FL,Suburban,8.25,59.8,27.312,-84.196,4
2747,Clark County,TX,Small Town,6.26,10.6,28.426,-95.692,4
1535,Greene County,MO,Small Town,6.12,86.2,36.810,-93.271,4
2173,Lincoln County,OK,Suburban,10.99,64.1,33.929,-100.537,4
1251,Perry County,MI,Small Town,8.52,58.0,47.427,-85.850,4
1990,Jefferson County,ND,Suburban,8.46,83.6,46.212,-97.703,4
1264,Ross County,MI,Small Town,6.72,24.1,45.457,-88.601,4
2749,Harrison County,TX,Small Town,8.81,23.3,31.754,-101.246,4
1961,Orange County,NC,Small Town,7.58,81.4,35.644,-78.702,4
2151,Pike County,OK,Small Town,6.27,46.9,33.903,-99.211,4
665,Lawrence County,IL,Suburban,9.43,77.6,41.500,-89.965,4
674,Chester County,IL,Suburban,8.40,84.3,42.465,-91.229,4
77,Marion Borough,AK,Small Town,8.02,47.9,57.815,-145.954,4
951,Randolph County,KS,Small Town,7.63,52.2,38.083,-97.521,4
1869,Franklin County,NY,Suburban,11.59,69.5,40.903,-75.953,4
554,Lincoln County,ID,Small Town,8.40,46.9,48.243,-116.988,4
2543,Pike County,TX,Suburban,8.47,62.1,30.737,-98.965,4
659,Scott County,IL,Suburban,10.99,18.2,40.412,-87.581,4
1788,Montgomery County,NJ,Small Town,6.62,25.6,39.325,-74.462,4
2309,Carroll County,PA,Suburban,8.53,92.1,42.289,-78.622,4
1595,Orange County,MO,Rural,4.73,78.7,37.727,-90.725,4
330,Adams County,FL,Suburban,8.10,17.2,27.458,-86.815,4
3007,Fayette County,WV,Rural,6.29,78.7,38.933,-80.949,4
2891,Orange County,VA,Suburban,11.37,14.3,37.776,-82.623,4
1755,Marion County,NV,Small Town,8.98,14.4,37.055,-117.893,4
2381,Perry County,SD,Small Town,7.92,25.4,44.889,-103.859,4
599,Madison County,IL,Small Town,6.99,56.4,37.298,-89.519,4
1230,Warren County,MA,Suburban,8.69,14.8,42.887,-71.498,4
95,Harrison Borough,AK,Small Town,6.17,81.5,58.659,-147.143,4
1752,Monroe County,NV,Small Town,7.17,54.4,39.802,-119.676,4
572,Pike County,ID,Small Town,6.65,37.9,45.165,-115.945,4
1107,Shelby County,KY,Small Town,6.24,21.3,37.158,-83.448,4
1052,Hamilton County,KY,Rural,4.89,36.5,36.937,-88.524,4
2277,Shelby County,PA,Small Town,8.98,88.7,41.166,-76.710,4
1778,Jackson County,NJ,Urban Core,13.38,80.8,39.863,-75.114,4
975,Union County,KS,Small Town,8.55,19.4,37.135,-100.791,4
2101,Hamilton County,OH,Small Town,7.22,49.2,41.811,-84.239,4
1384,Lawrence County,MN,Small Town,7.32,70.2,44.518,-93.195,4
1044,Wayne County,KY,Small Town,8.56,53.8,38.589,-83.761,4
2046,Madison County,OH,Small Town,8.46,63.5,40.578,-83.080,4
3016,Clay County,WI,Suburban,10.70,58.0,43.527,-87.058,4
749,Greene County,IN,Rural,5.99,72.3,41.479,-87.821,4
982,Fayette County,KS,Suburban,8.81,78.7,39.223,-98.551,4
2877,Douglas County,VA,Suburban,9.99,15.4,39.110,-82.373,4
523,Lake County,GA,Small Town,7.13,89.4,33.045,-80.815,4
1026,Ross County,KY,Small Town,6.76,42.6,37.133,-86.338,4
2088,Monroe County,OH,Suburban,9.36,10.7,38.646,-84.409,4
1650,Warren County,MT,Rural,3.84,12.1,45.279,-108.347,4
767,Lawrence County,IN,Small Town,8.35,54.3,38.106,-86.976,4
2078,Wilson County,OH,Suburban,11.06,76.4,40.581,-83.372,4
1537,Fayette County,MO,Rural,3.82,73.6,36.063,-94.904,4
605,Adams County,IL,Suburban,8.29,83.9,42.449,-87.778,4
2772,Adams County,TX,Rural,4.22,93.5,35.026,-96.683,4
2574,Greene County,TX,Small Town,6.25,94.3,32.895,-95.530,4
731,Shelby County,IN,Small Town,6.40,93.6,39.804,-85.871,4
908,Perry County,KS,Small Town,6.70,73.7,37.059,-98.057,4
1541,Douglas County,MO,Small Town,6.17,49.5,37.004,-92.147,4
2796,Perry County,UT,Suburban,8.16,26.3,37.635,-113.584,4
2177,Union County,OK,Suburban,11.80,13.7,33.781,-94.820,4
2268,Clark County,PA,Small Town,6.67,21.5,41.443,-79.226,4
2254,Wayne County,PA,Suburban,10.90,25.4,39.918,-78.987,4
66,Clark County,AL,Small Town,7.71,52.8,33.221,-88.437,4
923,Sullivan County,KS,Rural,5.38,31.2,38.839,-97.564,4
722,Clark County,IN,Small Town,6.19,10.4,39.666,-86.073,4
1338,Scott County,MN,Small Town,6.28,89.1,47.660,-93.760,4
323,Lincoln County,FL,Small Town,7.75,59.3,25.668,-87.266,4
269,Scott County,CO,Small Town,7.85,33.4,39.353,-108.281,4
22,Pike County,AL,Rural,6.31,57.8,32.778,-85.718,4
267,Polk County,CO,Suburban,11.92,34.7,38.279,-107.364,4
529,Polk County,GA,Rural,5.88,21.9,33.625,-82.939,4
1301,Lawrence County,MI,Small Town,7.74,18.5,42.433,-90.122,4
344,Scott County,FL,Suburban,11.67,68.0,24.689,-83.826,4
2780,Madison County,UT,Small Town,8.27,84.8,38.635,-113.680,4
1357,Lincoln County,MN,Small Town,6.57,84.7,47.835,-93.649,4
1675,Polk County,NE,Small Town,8.54,39.1,40.078,-98.115,4
1405,Madison County,MS,Rural,6.28,47.8,33.019,-88.196,4
1148,Sullivan Parish,LA,Small Town,7.10,40.5,32.100,-92.645,4
2519,Greene County,TN,Rural,4.32,90.7,35.614,-82.739,4
2416,Montgomery County,SD,Small Town,8.49,72.2,42.630,-100.890,4
1367,Warren County,MN,Suburban,11.57,74.3,44.356,-89.538,4
1513,Lawrence County,MO,Small Town,6.65,84.4,36.962,-94.400,4
222,Sullivan County,CA,Small Town,7.89,15.0,37.111,-115.585,4
950,Polk County,KS,Rural,6.11,88.1,39.929,-101.236,4
2275,Orange County,PA,Small Town,6.29,48.7,39.919,-76.978,4
560,Marion County,ID,Rural,3.81,17.1,48.351,-112.605,4
1277,Monroe County,MI,Small Town,6.67,94.2,46.223,-84.936,4
1652,Montgomery County,MT,Small Town,7.96,65.1,45.351,-112.595,4
1638,Jefferson County,MT,Small Town,8.27,72.8,48.509,-114.570,4
73,Jackson Borough,AK,Small Town,7.98,42.2,58.705,-145.009,4
1130,Grant Parish,LA,Suburban,9.40,24.6,30.953,-91.295,4
452,Clark County,GA,Small Town,7.10,58.9,34.535,-84.499,4
1515,Orange County,MO,Small Town,6.28,43.1,38.085,-89.847,4
1684,Morgan County,NE,Suburban,11.21,12.6,42.294,-99.324,4
63,Polk County,AL,Suburban,10.19,89.8,34.734,-87.558,4
1152,Chester Parish,LA,Small Town,6.69,64.2,31.495,-91.360,4
2301,Douglas County,PA,Suburban,11.75,62.8,42.005,-75.692,4
309,Washington County,CT,Suburban,10.59,42.0,41.300,-72.028,4
1045,Greene County,KY,Suburban,11.35,39.9,37.549,-83.457,4
1331,Grant County,MN,Small Town,7.79,28.0,45.302,-90.877,4
259,Fayette County,CO,Small Town,8.55,44.7,38.309,-106.964,4
2430,Lincoln County,TN,Suburban,10.92,62.7,36.234,-84.923,4
3023,Montgomery County,WI,Rural,3.99,73.7,44.017,-90.315,4
2818,Warren County,VT,Suburban,10.25,10.7,44.966,-72.688,4
570,Hamilton County,ID,Small Town,8.04,61.6,46.063,-112.030,4
1342,Johnson County,MN,Suburban,11.63,76.9,48.174,-93.848,4
1326,Greene County,MN,Rural,4.99,16.4,47.943,-90.662,4
3041,Ross County,WI,Rural,3.98,88.6,44.505,-89.044,4
2139,Marion County,OK,Suburban,9.42,58.1,34.581,-98.648,4
2657,Montgomery County,TX,Small Town,8.91,21.4,26.366,-101.559,4
613,Douglas County,IL,Suburban,9.09,66.1,37.369,-89.621,4
467,Washington County,GA,Suburban,11.83,83.1,34.175,-80.982,4
2314,Madison County,RI,Urban Core,16.49,84.0,41.686,-71.892,4
208,Pike County,CA,Suburban,11.37,92.3,39.649,-119.629,4
2730,Clay County,TX,Suburban,9.27,90.7,28.975,-101.865,4
2230,Randolph County,OR,Suburban,11.10,59.3,42.027,-118.713,4
1924,Sullivan County,NC,Small Town,6.34,87.0,34.588,-80.690,4
792,Lincoln County,IA,Rural,4.53,34.1,41.245,-94.670,4
522,Montgomery County,GA,Small Town,7.84,17.3,33.328,-81.980,4
2044,Franklin County,OH,Small Town,8.62,78.1,38.847,-82.717,4
1661,Clay County,NE,Suburban,9.92,67.2,41.201,-99.294,4
1093,Perry County,KY,Rural,4.24,51.2,38.608,-88.168,4
1061,Johnson County,KY,Rural,5.67,31.1,38.207,-86.201,4
1256,Clark County,MI,Rural,4.44,13.7,42.343,-83.927,4
2803,Harrison County,UT,Small Town,6.95,11.6,40.251,-110.688,4
2550,Johnson County,TX,Suburban,10.13,86.5,34.538,-95.515,4
1734,Jefferson County,NE,Rural,6.12,70.8,42.045,-96.117,4
889,Jefferson County,KS,Small Town,8.33,64.1,37.683,-97.683,4
1615,Douglas County,MT,Small Town,8.02,59.3,45.805,-106.211,4
1297,Carroll County,MI,Rural,4.05,75.9,44.794,-85.180,4
3,Franklin County,AL,Suburban,8.01,47.2,32.713,-87.536,4
1437,Wilson County,MS,Suburban,8.54,78.0,30.395,-90.027,4
1764,Jefferson County,NH,Small Town,8.32,86.6,43.462,-71.462,4
746,Marion County,IN,Rural,3.78,50.8,41.067,-86.403,4
1191,Fayette County,ME,Suburban,10.43,32.1,46.948,-67.851,4
4,Lincoln County,AL,Small Town,8.31,21.1,33.576,-86.979,4
744,Union County,IN,Small Town,7.45,45.9,38.584,-85.828,4
1072,Chester County,KY,Rural,5.55,85.2,38.611,-87.208,4
1768,Jackson County,NH,Small Town,7.14,19.4,44.232,-71.341,4
2039,Adams County,ND,Suburban,8.35,88.3,48.217,-103.551,4
1388,Shelby County,MN,Small Town,8.01,23.4,49.227,-95.840,4
1659,Monroe County,NE,Suburban,11.89,45.1,40.406,-97.028,4
1489,Monroe County,MO,Suburban,9.43,64.7,39.297,-93.659,4
783,Monroe County,IN,Suburban,11.27,18.2,38.183,-87.828,4
199,Greene County,CA,Suburban,8.97,67.1,40.345,-117.256,4
451,Scott County,GA,Suburban,10.14,57.9,30.875,-83.123,4
928,Washington County,KS,Small Town,6.56,90.6,38.238,-101.573,4
1224,Union County,MA,Small Town,7.51,10.7,41.809,-71.112,4
348,Johnson County,FL,Small Town,8.37,78.9,26.723,-87.011,4
2953,Washington County,WV,Small Town,6.24,93.3,38.258,-80.761,4
1310,Chester County,MI,Suburban,11.24,32.5,47.837,-89.311,4
1798,Madison County,NM,Rural,5.02,36.0,32.707,-104.672,4
470,Lincoln County,GA,Suburban,9.33,29.2,33.090,-84.587,4
2838,Hamilton County,VA,Rural,5.99,55.9,37.635,-78.443,4
1316,Franklin County,MN,Suburban,9.44,49.9,45.855,-90.291,4
2886,Harrison County,VA,Rural,5.91,16.3,39.372,-77.761,4
1701,Clay County,NE,Rural,4.92,49.7,41.616,-96.496,4
1033,Washington County,KY,Rural,5.36,52.5,38.992,-84.293,4
58,Grant County,AL,Small Town,7.13,58.5,33.602,-86.869,4
1516,Ross County,MO,Suburban,11.32,17.8,38.052,-92.522,4
916,Johnson County,KS,Small Town,7.39,89.5,37.597,-97.536,4
899,Wayne County,KS,Rural,6.09,68.5,38.677,-94.833,4
967,Chester County,KS,Rural,3.83,42.4,37.797,-102.050,4
959,Morgan County,KS,Small Town,7.88,69.4,37.337,-96.301,4
2367,Monroe County,SD,Rural,4.98,37.3,45.251,-103.281,4
307,Polk County,CO,Small Town,8.06,58.4,37.644,-102.331,4
2599,Benton County,TX,Suburban,11.93,93.3,30.401,-93.518,4
188,Jefferson County,CA,Suburban,10.83,86.8,40.525,-116.627,4
3092,Greene County,WY,Small Town,8.77,60.5,42.779,-108.751,4
1634,Benton County,MT,Rural,4.80,45.9,46.764,-109.130,4
1853,Carroll County,NY,Suburban,8.98,61.7,40.505,-76.293,4
2892,Ross County,VA,Small Town,6.35,42.6,39.381,-83.238,4
1783,Adams County,NJ,Suburban,9.61,91.5,41.106,-74.901,4
9,Clay County,AL,Small Town,7.31,64.9,33.403,-85.819,4
1718,Clark County,NE,Suburban,11.88,62.5,42.247,-97.132,4
1275,Madison County,MI,Rural,4.34,56.0,48.121,-84.708,4
1806,Greene County,NM,Small Town,8.35,32.2,31.729,-106.437,4
192,Jackson County,CA,Urban Core,14.37,70.9,41.060,-118.116,4
407,Perry County,GA,Suburban,11.44,33.5,32.986,-84.851,4
104,Union County,AZ,Small Town,7.51,40.6,36.104,-112.054,4
2232,Clark County,OR,Small Town,7.14,31.9,42.474,-121.538,4
1270,Chester County,MI,Small Town,6.46,44.7,47.240,-83.444,4
764,Harrison County,IN,Small Town,8.38,83.1,39.804,-87.619,4
2296,Warren County,PA,Small Town,6.47,37.5,42.283,-74.940,4
2663,Pike County,TX,Suburban,9.63,52.6,31.916,-104.822,4
2003,Fayette County,ND,Small Town,7.91,45.6,48.698,-102.473,4
163,Wayne County,AR,Rural,6.30,48.8,34.909,-90.434,4
2540,Douglas County,TX,Suburban,8.67,92.4,34.071,-94.570,4
165,Warren County,AR,Suburban,11.56,15.4,34.426,-93.994,4
2800,Scott County,UT,Suburban,11.35,35.2,37.535,-110.828,4
2576,Fayette County,TX,Small Town,6.90,14.1,33.845,-94.975,4
2318,Lincoln County,SC,Rural,6.08,89.4,32.097,-79.670,4
2893,Shelby County,VA,Small Town,6.46,43.2,37.903,-78.848,4
1007,Fayette County,KY,Rural,3.74,13.4,38.177,-85.944,4
1578,Montgomery County,MO,Small Town,7.51,11.3,36.637,-91.565,4
430,Lincoln County,GA,Suburban,10.77,62.4,34.091,-85.323,4
458,Morgan County,GA,Suburban,11.33,55.9,33.212,-82.452,4
2989,Wilson County,WV,Small Town,8.36,60.2,37.599,-78.624,4
1366,Greene County,MN,Small Town,8.78,93.6,46.722,-92.562,4
2383,Polk County,SD,Small Town,6.09,13.3,42.875,-97.288,4
3032,Scott County,WI,Rural,3.75,12.2,46.398,-90.442,4
1506,Randolph County,MO,Small Town,8.03,12.8,39.786,-93.655,4
1311,Washington County,MI,Suburban,9.43,21.5,46.930,-82.835,4
1609,Greene County,MT,Small Town,6.72,82.0,48.809,-113.323,4
3101,Pike County,WY,Small Town,8.77,42.1,41.947,-105.550,4
393,Monroe County,GA,Small Town,6.38,58.5,31.876,-83.311,4
1125,Greene Parish,LA,Rural,5.57,53.8,32.842,-91.115,4
141,Knox County,AR,Small Town,8.09,74.7,33.079,-90.130,4
1590,Harrison County,MO,Suburban,9.84,60.4,37.833,-93.951,4
1022,Knox County,KY,Small Town,8.66,59.0,37.900,-87.137,4
478,Wayne County,GA,Rural,6.28,27.9,31.707,-83.101,4
1749,Lincoln County,NV,Small Town,6.03,74.6,38.001,-115.230,4
2963,Adams County,WV,Small Town,7.42,55.1,37.618,-79.419,4
1458,Grant County,MS,Small Town,8.49,78.7,33.876,-91.581,4
203,Lake County,CA,Urban Core,12.30,81.2,36.973,-118.833,4
3083,Lincoln County,WY,Rural,5.37,17.9,41.730,-105.782,4
818,Knox County,IA,Suburban,10.29,78.6,40.701,-93.912,4
2990,Benton County,WV,Small Town,9.00,29.9,38.809,-80.969,4
1199,Monroe County,MD,Small Town,7.68,11.3,38.073,-79.149,4
2496,Knox County,TN,Rural,5.40,26.4,35.046,-84.655,4
46,Jackson County,AL,Rural,5.44,44.4,34.589,-85.805,4
906,Douglas County,KS,Rural,4.11,69.3,37.090,-97.915,4
1885,Douglas County,NY,Small Town,8.83,40.5,40.881,-78.948,4
98,Jefferson County,AZ,Small Town,9.00,21.4,35.122,-112.687,4
2405,Madison County,SD,Small Town,8.01,62.8,44.719,-100.612,4
1062,Knox County,KY,Small Town,6.47,70.1,38.021,-83.622,4
1724,Morgan County,NE,Small Town,7.79,32.8,41.720,-97.749,4
912,Scott County,KS,Rural,5.89,21.0,37.211,-102.039,4
2859,Washington County,VA,Suburban,10.82,66.3,36.737,-83.246,4
998,Jackson County,KY,Rural,4.17,55.8,38.928,-86.608,4
3003,Adams County,WV,Small Town,6.02,64.2,38.340,-78.175,4
743,Monroe County,IN,Small Town,7.85,60.4,39.701,-86.206,4
1381,Harrison County,MN,Small Town,7.94,86.7,44.839,-92.578,4
1018,Clark County,KY,Small Town,8.09,20.0,37.053,-82.883,4
1668,Montgomery County,NE,Suburban,8.25,55.5,40.455,-95.423,4
935,Union County,KS,Rural,5.32,39.6,39.478,-98.827,4
1140,Harrison Parish,LA,Suburban,9.39,77.1,32.574,-92.261,4
2910,Wayne County,VA,Small Town,6.47,41.0,38.830,-77.701,4
1892,Lincoln County,NC,Small Town,7.25,55.4,34.860,-77.982,4
1274,Lincoln County,MI,Suburban,8.59,83.8,43.672,-85.788,4
485,Douglas County,GA,Rural,4.74,22.7,32.810,-81.651,4
668,Ross County,IL,Small Town,6.79,62.9,37.593,-91.450,4
787,Adams County,IN,Suburban,11.28,49.9,39.077,-87.431,4
1571,Clay County,MO,Rural,5.42,34.4,36.515,-92.874,4
2760,Cass County,TX,Small Town,8.09,19.1,36.454,-102.109,4
1826,Orange County,NM,Small Town,8.08,12.9,33.616,-107.135,4
2646,Madison County,TX,Small Town,8.34,86.5,32.929,-96.383,4
1219,Franklin County,MA,Urban Core,14.67,83.5,42.229,-71.991,4
2449,Polk County,TN,Small Town,7.84,76.1,36.135,-85.495,4
843,Fayette County,IA,Small Town,6.33,34.2,42.369,-92.287,4
850,Pike County,IA,Small Town,6.81,71.8,41.213,-91.238,4
2571,Marion County,TX,Suburban,10.20,24.6,32.582,-95.067,4
3005,Greene County,WV,Suburban,8.15,53.5,38.630,-82.536,4
2563,Jefferson County,TX,Rural,3.68,93.2,32.898,-102.166,4
1097,Scott County,KY,Suburban,9.68,18.5,37.534,-87.593,4
2840,Pike County,VA,Small Town,8.90,23.9,36.530,-79.838,4
327,Union County,FL,Suburban,9.02,84.6,26.770,-82.690,4
2847,Johnson County,VA,Suburban,9.53,19.1,37.466,-81.134,4
2015,Carroll County,ND,Small Town,8.12,74.2,46.875,-98.705,4
494,Harrison County,GA,Small Town,6.14,18.1,30.509,-80.930,4
44,Lincoln County,AL,Small Town,8.11,83.8,32.740,-86.946,4
2948,Shelby County,WA,Suburban,11.60,26.6,46.447,-122.765,4
2453,Carroll County,TN,Small Town,7.06,11.6,35.567,-85.977,4
405,Douglas County,GA,Small Town,7.74,89.2,30.521,-83.861,4
136,Scott County,AR,Small Town,6.09,35.5,36.022,-89.937,4
812,Randolph County,IA,Small Town,6.69,70.1,41.151,-91.449,4
2683,Jefferson County,TX,Suburban,8.31,81.8,35.451,-106.146,4
107,Adams County,AZ,Small Town,7.08,81.8,34.726,-111.595,4
1566,Lincoln County,MO,Rural,5.30,53.8,37.742,-90.439,4
836,Union County,IA,Small Town,7.96,62.8,42.788,-90.476,4
2385,Scott County,SD,Small Town,8.77,89.5,44.818,-99.068,4
1598,Jefferson County,MT,Small Town,8.85,47.8,45.247,-109.456,4
2027,Cass County,ND,Suburban,8.70,47.2,48.362,-96.900,4
1443,Franklin County,MS,Suburban,10.03,81.2,34.374,-90.464,4
173,Pike County,AR,Suburban,9.10,40.2,36.308,-90.525,4
2723,Jefferson County,TX,Suburban,11.06,14.8,35.369,-96.553,4
1509,Carroll County,MO,Small Town,7.70,58.4,40.121,-93.158,4
142,Lawrence County,AR,Suburban,9.97,28.8,34.618,-94.225,4
189,Franklin County,CA,Small Town,8.69,27.0,38.618,-117.000,4
1932,Lincoln County,NC,Rural,3.53,27.7,35.192,-81.105,4
2329,Fayette County,SC,Suburban,9.12,84.7,32.957,-78.519,4
983,Montgomery County,KS,Suburban,8.61,82.9,39.567,-98.759,4
869,Washington County,IA,Small Town,8.70,22.9,42.480,-96.002,4
2312,Franklin County,RI,Urban Core,14.05,55.1,41.102,-71.537,4
1838,Wayne County,NY,Small Town,7.01,63.4,42.137,-75.357,4
1180,Lincoln County,ME,Small Town,6.23,93.7,43.166,-68.567,4
2853,Shelby County,VA,Suburban,10.15,74.7,38.733,-76.687,4
685,Adams County,IL,Suburban,8.44,40.2,39.409,-89.805,4
468,Jefferson County,GA,Small Town,7.93,93.6,31.328,-83.008,4
1836,Marion County,NY,Small Town,6.01,27.7,41.710,-72.990,4
655,Perry County,IL,Small Town,6.52,32.5,42.367,-89.243,4
6,Jackson County,AL,Rural,4.85,86.4,34.398,-85.643,4
1413,Greene County,MS,Small Town,7.52,28.1,33.107,-89.668,4
23,Polk County,AL,Small Town,7.08,88.9,33.729,-87.207,4
1356,Franklin County,MN,Suburban,10.23,79.5,47.489,-92.119,4
5,Madison County,AL,Suburban,9.58,21.2,33.250,-85.634,4
1468,Harrison County,MS,Suburban,9.65,88.8,30.260,-91.203,4
215,Johnson County,CA,Small Town,7.27,51.3,41.709,-124.128,4
276,Morgan County,CO,Small Town,8.06,91.1,39.439,-106.668,4
2504,Benton County,TN,Small Town,8.68,13.3,36.038,-86.553,4
1487,Madison County,MO,Suburban,9.99,82.5,39.596,-92.154,4
1677,Scott County,NE,Rural,4.80,44.7,42.845,-100.690,4
2975,Polk County,WV,Rural,5.69,28.1,40.207,-78.334,4
1354,Washington County,MN,Suburban,9.41,44.7,45.938,-90.923,4
1624,Harrison County,MT,Rural,5.71,57.4,44.448,-114.082,4
2673,Morgan County,TX,Small Town,7.66,68.0,31.713,-103.415,4
239,Greene County,CA,Suburban,10.86,42.2,39.140,-121.509,4
1843,Lake County,NY,Suburban,9.02,83.7,42.602,-77.340,4
90,Polk Borough,AK,Small Town,8.84,24.8,62.049,-159.248,4
502,Sullivan County,GA,Suburban,10.30,75.7,34.437,-84.939,4
3047,Chester County,WI,Suburban,11.06,42.0,46.153,-91.947,4
1244,Warren County,MI,Suburban,11.91,48.0,43.442,-87.893,4
1906,Grant County,NC,Suburban,10.56,43.1,34.874,-79.047,4
492,Clark County,GA,Small Town,8.77,50.0,32.927,-84.787,4
2914,Washington County,WA,Suburban,10.19,47.7,45.802,-120.724,4
1121,Clay Parish,LA,Suburban,10.14,74.3,32.107,-90.391,4
293,Clay County,CO,Small Town,8.74,83.5,40.592,-105.192,4
954,Carroll County,KS,Small Town,6.77,22.2,37.901,-99.230,4
1027,Shelby County,KY,Suburban,9.90,83.9,38.618,-83.478,4
2491,Scott County,TN,Small Town,7.63,85.0,35.550,-81.992,4
2179,Marion County,OK,Rural,5.33,44.6,34.424,-102.151,4
2054,Greene County,OH,Small Town,7.33,93.9,41.509,-82.408,4
2272,Knox County,PA,Suburban,8.95,86.6,40.504,-80.223,4
1494,Wayne County,MO,Suburban,11.09,77.0,38.559,-89.375,4
1801,Union County,NM,Small Town,6.62,73.7,35.071,-103.765,4
1456,Montgomery County,MS,Rural,4.26,21.8,34.664,-89.997,4
2414,Warren County,SD,Small Town,7.97,57.6,43.814,-102.774,4
2135,Jackson County,OK,Small Town,8.52,28.6,33.918,-102.796,4
1700,Union County,NE,Small Town,7.87,18.9,41.303,-101.789,4
3006,Warren County,WV,Rural,6.12,40.3,37.436,-79.351,4
60,Hamilton County,AL,Small Town,6.75,11.8,32.922,-86.219,4
2128,Monroe County,OH,Small Town,6.59,52.3,40.088,-83.848,4
2384,Randolph County,SD,Rural,5.60,29.7,43.137,-97.808,4
214,Harrison County,CA,Suburban,10.59,88.4,32.931,-122.618,4
398,Wayne County,GA,Small Town,7.70,90.9,30.562,-84.591,4
1166,Warren Parish,LA,Small Town,7.53,41.8,29.512,-89.253,4
705,Clay County,IN,Rural,6.08,91.6,41.727,-86.583,4
1954,Clark County,NC,Suburban,10.55,40.4,35.423,-77.965,4
1834,Union County,NY,Suburban,9.62,52.5,43.069,-79.010,4
2734,Greene County,TX,Suburban,8.09,55.9,28.933,-105.082,4
2065,Randolph County,OH,Small Town,6.37,64.6,39.646,-84.136,4
1641,Madison County,MT,Small Town,8.69,36.0,48.777,-112.494,4
2180,Adams County,OK,Rural,5.59,81.3,33.858,-102.733,4
2200,Lawrence County,OK,Small Town,8.95,82.1,33.639,-102.938,4
149,Benton County,AR,Small Town,6.89,54.8,35.293,-91.975,4
463,Wilson County,GA,Small Town,7.91,22.7,33.417,-84.934,4
282,Benton County,CO,Suburban,10.72,19.1,38.987,-109.028,4
2565,Lincoln County,TX,Suburban,11.08,80.4,32.590,-94.469,4
67,Carroll County,AL,Small Town,8.60,73.4,34.380,-85.187,4
1558,Sullivan County,MO,Suburban,11.01,91.0,39.653,-95.300,4
930,Franklin County,KS,Small Town,7.26,33.3,39.246,-96.497,4
2249,Monroe County,PA,Small Town,7.86,20.8,41.376,-79.565,4
1063,Lawrence County,KY,Suburban,8.14,60.4,37.767,-88.156,4
1349,Sullivan County,MN,Small Town,8.00,81.2,46.041,-93.666,4
2222,Montgomery County,OR,Small Town,7.34,34.8,43.093,-120.559,4
356,Wilson County,FL,Suburban,10.95,28.7,26.730,-80.934,4
2533,Wayne County,TX,Suburban,11.80,44.4,35.560,-103.062,4
1989,Washington County,ND,Small Town,8.36,52.8,46.645,-100.721,4
1060,Harrison County,KY,Suburban,8.13,89.1,37.698,-88.579,4
955,Harrison County,KS,Small Town,8.50,26.9,38.361,-99.211,4
3093,Warren County,WY,Small Town,8.23,49.2,41.977,-110.622,4
1626,Knox County,MT,Small Town,6.70,33.5,48.720,-108.600,4
1639,Franklin County,MT,Rural,4.80,86.1,44.956,-104.867,4
849,Perry County,IA,Small Town,7.08,45.7,40.466,-96.188,4
453,Carroll County,GA,Suburban,9.08,48.9,31.565,-85.137,4
2255,Greene County,PA,Small Town,6.15,76.3,40.562,-75.832,4
2464,Benton County,TN,Small Town,8.75,76.5,35.021,-88.511,4
2095,Warren County,OH,Small Town,8.43,44.0,40.893,-81.818,4
925,Benton County,KS,Rural,5.43,25.0,38.638,-101.186,4
361,Jefferson County,FL,Suburban,11.55,20.2,25.433,-85.435,4
2208,Jefferson County,OR,Suburban,9.19,60.1,44.154,-124.238,4
751,Fayette County,IN,Small Town,7.89,14.9,39.880,-86.134,4
2935,Pike County,WA,Small Town,7.89,34.3,48.967,-118.100,4
